ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001786082-23-000001	1	Nine Spoons, LLC	Jennifer Ferone	CEO
0001665160-23-001431	1	PVpallet, Inc.	Philip Schwarz	CEO
0001670254-23-000655	1	Boyte Group, Inc.	Jim Boyte	Founder & CEO
0001665160-23-001430	1	PV Pallet	Philip Schwarz	CEO
0001982185-23-000001	1	Let's Talk Money Channel Drop LLC	Joseph Hogue	Manager
0001665160-23-001425	1	Splash Wines Inc	Robert Imeson	CEO
0001665160-23-001422	1	Splash Wines Inc	Robert Imeson	CEO
0001665160-23-001420	1	Apis Cor Inc.	Anna Cheniuntai	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001821324-23-000006	1	Disruptive Multimedia, Inc.	Anthony Ryan Leslie	Chief Executive Officer
0001665160-23-001419	1	Cann-Ade Corp	Benjamin Daniel Mogul	CEO, President, Secretary, Principal Accounting Officer, and Director
0001821982-23-000010	1	ALBEMARLE HOTEL DEVELOPMENT, LLC	Jordan Jones	Manager
0001821982-23-000009	1	Chadsworth Drive Swim Club Inc.	Christopher Babcock	Director
0001669191-23-000607	1	Motologiq, Inc.	Ronald Averett	Principal Executive Officer
0001669191-23-000608	1	LiquidVineyards LLC	Luigi Boschin	Principal Executive Officer
0001669191-23-000606	1	Japa Health, Inc.	Sheryl Utal	Principal Executive Officer
0001669191-23-000605	1	FanShark, Inc.	John  Lavin	Principal Executive Officer
0001669191-23-000599	1	Recruiting Analytics Inc	Cory Yates	Principal Executive Officer
0001978606-23-000006	1	Smooth Beverages Inc	Sandeep Premkumar	Chief Executive Officer
0001933762-23-000042	1	AMPHITRITE DIGITAL INCORPORATED	Scott Stawski	Chairman
0001944687-23-000001	1	BETTER BROWNIE BITES, INC.	Ashley Nickelsen	President and Chief Executive Officer
0001669191-23-000596	1	HeadFarm, LLC	Michael Burns	Principal Executive Officer
0001670254-23-000653	1	Seed At The Table LLC	Pierre Le Veaux	Founder and Head of Growth
0001746059-23-000161	1	Mike D's BBQ, LLC	Michael De Los Santos	Owner and Founder
0001644600-23-000119	1	Steinberg Sports Academy LLC	Ray Powers	CEO and Director
0001562529-23-000002	1	SnapDNA Corp	David Medin	CEO
0001980669-23-000002	1	Timeless Spirits and Drinks LLC	Amber Ferrell-Steele	CEO
0001821982-23-000008	1	Bricolage Dynamics Inc.	Zebulon Parsons	CEO
0001665160-23-001418	1	KevaHealth Inc.	Jyotsna Mehta	CEO, Director, CFO/Principal Accounting Officer
0001665160-23-001417	1	Refactor Games Inc.	Nathan Burba	Co-Founder and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001852645-23-000003	1	PROBIOTIC LABS, INC.	Denis Lam	Chief Executive Officer
0001821982-23-000007	1	Grain Dealers Brewery, LLC	Wesley Johnson	President and CEO
0001670254-23-000651	1	Libros 787, Inc.	Carlos Goyco	CEO
0001781973-23-000002	1	Sircles Media, Inc.	John Worthington	Chief Executive Officer
0001670254-23-000649	1	Weltio Holdings LLC	David Abusaid	Co-Founder & CEO
0001975487-23-000001	1	Nitrous Bay Ventures Inc.	Mitch Clark	CEO
0001803421-23-000002	1	Sativa Building Systems	Zachary Popp	CEO, Founder
0001665160-23-001416	1	Xairos Systems, Inc.	David Mitlyng	CEO, Principal Accounting Officer, and Director
0001665160-23-001415	1	Koena-Bev Holdings, Inc.	John Bullinger	CEO and Board Member
0001978297-23-000001	1	Immigrant Brothers	Erwin Villarias	President
0001665160-23-001413	1	OSDB Inc.	Ryan Dene Rottman	CEO, Co-founder, Director and principal accounting officer
0001644600-23-000117	1	Coin & Card Auctions, Inc	Michael R. Johnson	Chief Executive Officer
0001979947-23-000002	1	Solubag USA, inc	/s/ MIKE LATHAM	PRESIDENT
0001665160-23-001411	1	Warrior Beverages, Inc.	Cory Lewis	CEO, Principal Executive Officer and Director
0001669191-23-000594	1	Realworld.com LLC	Daniel Waterman	Principal Executive Officer
0001669191-23-000593	1	CountSharp, LLC	John Godbout	Principal Executive Officer
0001669191-23-000592	1	HeadFarm, LLC	Carolyn Price	Principal Executive Officer
0001665160-23-001410	1	Wallabing, Inc	Jason Carlson	CEO and Principal financial officer
0001828649-23-000004	1	Bioverge, Inc.	Neil Littman	President and CEO
0001665160-23-001409	1	Solgaard Design Inc	Adrian Nicholas Solgaard Janzen	Founder and CEO
0001665160-23-001406	1	ThrillSeeker Media Group, Inc.	Cody Alfar	CEO
0001746059-23-000160	1	Boston Fiber Co LLC	Sara Ingle	Owner and Founder
0001665160-23-001403	1	Reset IV, Inc.	Daniel Rubenstein	CEO
0001665160-23-001401	1	CHELLY, Inc.	Nicolas Guerrieri	CEO/Founder
0001981130-23-000001	1	Infinity Farnsworth Corp	Carlin Farner	CMO
0001746059-23-000159	1	Honey & Hops, LLC	Ian Rushing	General Partner
0001746059-23-000158	1	Twelve78 Brewing LLC	Stephen Rogacki	Owner and CoFounder
0001981122-23-000001	1	Sweet Almond, LLC	Leah Culley	CEO
0001670254-23-000647	1	Homekeep LLC	Carlos Robles-Shanahan	Co-founder
0001670254-23-000645	1	Papumba INC	Gonzalo Rodriguez	CEO
0001746059-23-000157	1	Glow Worm Play Cafe Beechmont, LLC	Kathryn Read	Owner and Founder
0001665160-23-001399	1	Electrochemical Oxygen Concepts, Inc.	Mark Q. Niederauer	President, CEO and Board Member
0001665160-23-001397	1	ABH Holdco, Inc.	Scott Hansen	CEO and Principal Financial Executive
0001665160-23-001396	1	Big Derby Distilling Co	Jason Parker	CEO, President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001972790-23-000001	1	BioCertica, Inc.	Gert van Wyk	Chief Executive Officer
0001670254-23-000643	1	ClearingBid, Inc.	Matt Venturi	CEO & Founder
0001665160-23-001395	1	BabyQuip, Inc.	Frances Maier	Founder and Chief Executive Officer
0001981028-23-000001	1	Colive, Inc.	Hasan Siber	CEO
0001890811-23-000003	1	Culi, Inc.	Jacob Gutstein	CEO
0001978085-23-000001	1	TGK Entertainment Inc.	Adetokumboh M'Cormack	CEO
0001665160-23-001393	1	Gophr App Inc	Warren Vandever	CEO
0001665160-23-001390	1	Hoff and Pepper Holdings, Inc.	Dean Tyler Jenks	CEO, Director, CFO/Principal Accounting Officer
0001665160-23-001388	1	Sunryde, Inc.	Arkadiy Okhman	CEO, Principal Executive Officer, and Director, Principal Financial Officer, and Principal Accounting Officer
0001746059-23-000156	1	Commongrounds Cooperative	Katherine Redman	Program Director
0001669191-23-000588	1	HeadFarm, LLC	Carolyn Price	Principal Executive Officer
0001958449-23-000011	1	TFSC Inc	Milan Martin	Founder, President/CEO, Treasurer/CFO, Secretary and Director
0001981118-23-000002	1	Nomad Donuts, LLC	Bradley Keiller	CEO
0001962006-23-000004	1	Apphive Inc.	/s/ JONATAN VAZQUEZ PINA	CEO
0001958686-23-000002	1	Sensory Health Inc	/s/ BEN HUDSON	CO-FOUNDER, CEO
0001963136-23-000006	1	OWB Holdings Inc	/s/ AARON GEVAIS	CEO
0001665160-23-001386	1	Revolute Robotics, Inc	Collin Taylor	CEO, Principal Accounting Officer, Sole Director
0001665160-23-001383	1	Smardii	SEBASTIEN GADDINI	PRESIDENT
0001979976-23-000001	1	Player One Energy, LLC	/s/ Todd Hagopian	Chief Operating Officer
0001746059-23-000155	1	Winning Ticket LLC	Scott Kirkpatrick	Managing Member
0001746059-23-000154	1	Twelve78 Brewing LLC	Stephen Rogacki	Owner and CoFounder
0001978317-23-000002	1	Evettes sheffield llc	Michael Aboujamra	CEO
0001978317-23-000001	1	Cereal Lab LLC	Cynthia Hernandez	CEO
0001665160-23-001380	1	Mission Rise, Inc.	Sean Luangrath	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001959407-23-000004	1	FG Communities, Inc.	D. Kyle Cerminara	President
0001644600-23-000115	1	Steinberg Sports Academy LLC	Ray Powers	CEO
0001971313-23-000004	1	McAndrews Restaurants Inc	Deb Driggers	Managing Member
0001971313-23-000003	1	Driscoll Cuisine & Cocktail Concepts LLC	Monique Hayward	CEO
0001977958-23-000001	1	Emily Heath Studio Inc.	Emily H. Rudman	Chief Executive Officer
0001644600-23-000113	1	Ampere Technologies, Inc.	Reid Covington	Chief Executive Officer
0001952625-23-000001	1	Turant Inc.	Anurag Goel	CEO
0001670254-23-000641	1	Jurny, Inc.	Luca Zambello	Founder & CEO
0001981118-23-000001	1	Nomad Donuts, LLC	Bradley Keiller	CEO
0001979363-23-000004	1	Shluv Family Channel Drop LLC	Michael Le	Manager
0001669191-23-000585	1	AccuShoot, Inc.	Francisco Jose Martin	Principal Executive Officer
0001670254-23-000640	1	XpressRun, Inc.	Sada Wane	Co-Founder, CEO
0001979363-23-000003	1	Shluv Family Channel Drop LLC	Michael Le	Manager
0001669191-23-000583	1	CountSharp, LLC	John Godbout	Principal Executive Officer
0001963859-23-000005	1	Live Stream Technology Services Inc.	Herman Edwin Cruz	Chief Executive Officer
0001746059-23-000153	1	Love Croissants LLC	Omar Pereney	Owner and Founder
0001644600-23-000111	1	Blokable, LLC	Nelson Del Rio	Co CEO
0001665160-23-001379	1	RainGlobes, Inc.	Scott Larson	CEO and Director, Principal Accounting Officer
0001979171-23-000002	1	Ethos Restaurant Group LLC	James Arabatzis	CEO
0001665160-23-001376	1	NightRide Thermal, Inc.	Mary Ellen Kramer	CEO, Principal Accounting Officer, Director
0001746059-23-000152	1	Dream City Brewing Co, LLC	Catherine Pollard	Co-Owner and CoFounder
0001979700-23-000001	1	Ferguson Farms, LLC	Michael Kamau Ferguson	CEO
0001670254-23-000638	1	XpressRun, Inc.	Sada Wane	Co-Founder, CEO
0001665160-23-001374	1	3DOS Inc	John Mehmet Ulgar Dogru	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001140361-23-029108	1	Securisyn Medical, LLC	/s/ Mark Bruning	President and Chief Executive Officer
0001669191-23-000580	1	CupCrew, LLC	Paul Gendrolis	Principal Executive Officer
0001669191-23-000577	1	Realworld.com LLC	Daniel Waterman	Principal Executive Officer
0001746059-23-000151	1	Bear Cub Play Cafe, LLC	Cortney Kaczmarek	Owner and CoFounder
0001665160-23-001372	1	WeLivv, Inc.	Andrew Christodoulides	CEO, President, Director, and principal accounting officer
0001979363-23-000001	1	Shluv Family Channel Drop LLC	Michael Le	Manager
0001670254-23-000634	1	WEBSTREET R5 HC LLC	Mirabel Vranjkovic	Managing Partner
0001670254-23-000635	1	The Big Game Movie LLC	Stephen Musumeci	Writer/Director
0001670254-23-000632	1	HEVO Inc.	Jeremy McCool	Founder & CEO
0001665160-23-001370	1	Timeplast, Inc.	Manuel Rendon	CEO, CTO, Principal Accounting Officer, Director
0001746059-23-000150	1	Salons & Studios Coralville LLC	Mark Snyder	Owner and President
0001746059-23-000149	1	Kansas City Wellness Club LLC	Heath Wessling	Owner and Founder
0001669191-23-000567	1	Avadain, Inc.	Bradley Larschan	Principal Executive Officer
0001669191-23-000568	1	GenesisAI Corporation	Archil  Cheishvili	Principal Executive Officer
0001669191-23-000566	1	Adaptive Holdings, LLC	Scott Kauffman	Principal Executive Officer
0001669191-23-000565	1	Eva Medtec, Inc.	John Dinusson	Principal Executive Officer
0001934516-23-000004	1	Crownhunt	Stephanie LaFlora	CEO
0001979171-23-000001	1	Ethos Restaurant Group LLC	James Arabatzis	CEO
0001670254-23-000630	1	Vampire Corporation	Michael Machat	Founder & CEO michael@vampire.com
0001665160-23-001369	1	YouSolar, Inc.	Arnold Leitner	CEO, Director
0001670254-23-000628	1	The Influence Board Inc.	Brad Fehn	Board Member and President
0001665160-23-001368	1	Veebot Systems, Inc	William Haugland	Chief Executive Officer and President
0001834218-23-000001	1	BRAINSCANOLOGY INC	Harini Kumar	CFO
0001669191-23-000560	1	Rialto Trading Holdings LLC	Shari Noonan	Principal Executive Officer
0001670254-23-000626	1	Here Investments Inc.	Corey Ashton Walters	CEO
0001815564-23-000001	1	Choose Health Services LLC	Mark Holland	CEO
0001973422-23-000007	1	Yum Cha Tea Co LLC	Zachariah C Holzapfel	CEO
0001973422-23-000006	1	Korion Health Inc.	Anna Li	CEO
0001670254-23-000624	1	Viit Health Inc	Luis Fernando Gomez	Co Founder & CEO
0001062993-23-013076	1	Technology Holdings North America Inc	/s/ Carlos Cruz	Chief Executive Officer
0001973422-23-000005	1	Its Baked Baby LLC	Dianna Palmer	CEO
0001973422-23-000004	1	Tanbrown Coffee LLC	Marissa Childers	CEO
0001665160-23-001367	1	JobMorph, Inc.	Maryse Williams	Founder, CEO and Director
0001973422-23-000003	1	Korion Health Inc.	Anna Li	CEO
0001670254-23-000623	1	Josh Terry BitVault LLC	Josh Terry	Co Founder - Head of Marketing and Implementation
0001979136-23-000001	1	Geoponica Greens LLC	Desmond Hayes	President
0001665160-23-001365	1	VR Simulations, Inc.	Ilya Polokhin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-23-000616	1	Spinn, Inc.	Roderick de Rode	CEO
0001670254-23-000618	1	Grief Coach, PBC	Emma Payne	CEO
0001670254-23-000619	1	Cornteen LLC	Erik Bork	Writer-Director-Producer
0001934804-23-000005	1	Frankie's Story LLC	Ashley Bratcher	CEO
0001670254-23-000620	1	AmeriNor, LLC	Rebekah Jasso Jensen	Founder & Visionary
0001670254-23-000621	1	Antelope Recovery, LLC	Shelby Robbins	Founder & CEO
0001746059-23-000148	1	Loaded Dice Brewery LLC	Jeffrey Smith	Owner and Founder
0001665160-23-001362	1	Flower Turbines Inc	Mark Daniel Farb	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001953427-23-000004	1	Nobody Studios, Inc.	Mark McNally	Chief Executive Officer
0001979165-23-000003	1	Blackmarket Bakery Inc	Rachel Klemek	CEO
0001821982-23-000006	1	North Cove Holdings, LLC	Kyle Sims	Manager
0001665160-23-001358	1	TriAgenics, Inc.	Leigh Colby	President and CEO
0001979200-23-000002	1	Stone Ledge Spirits Co CF, LLC	/s/ Mark Sutherland	Manager
0001968645-23-000003	1	e-States PropTech Inc	/s/ Matthew Schneider	CEO
0001670254-23-000614	1	Tect App, Inc.	Robert Lee Habian	Founder & CEO
0001665160-23-001357	1	VLISO, inc.	David Obasiolu	CEO, Director and Principal Accounting Officer
0001980112-23-000001	1	MOORE WORDS INC	Danielle Mullen	CEO
0001391267-23-000005	1	Truth & Treason LLC	Russ Kendall	Manager
0001669191-23-000555	1	Revohloo, Inc.	Glen DeBarros	Principal Executive Officer
0001213900-23-046248	1	ZENNIHOME HOLDINGS, INC.	/s/ Robert M. Worsley	CEO
0001746059-23-000147	1	Feathered Serpent Brewery, LLC	Aurelio Ramirez	Owner and Founder
0001746059-23-000146	1	Little Mutants Fermentary Co., LLC	Cullen Farrell	Owner and CoFounder
0001669191-23-000553	1	ScanHash LLC	Robert Waterman	Principal Executive Officer
0001665160-23-001355	1	Interactive iXperience, Inc.	Nicholas Bernardini	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001979200-23-000001	1	Stone Ledge Spirits Co CF, LLC	/s/ Mark Sutherland	Manager
0001665160-23-001354	1	Fire Department Coffee, Inc.	Luke Schneider	CEO
0001665160-23-001352	1	Athelytix Inc.	Stephen D Rosen	Board Chairman, CEO and Principal Accounting Officer
0001665160-23-001351	1	Wallabing, Inc	Jason Carlson	CEO and Principal financial officer
0001746059-23-000145	1	Flourish & Foundry Co.	Marcus Hamblin	Owner and CEO
0001665160-23-001350	1	OneFul Health, Inc.	Eddison Hudson	CEO, CTO, Director and principal accounting officer
0001665160-23-001349	1	Vroom Solar Inc	Luke Phelps	CEO and Founder
0001746059-23-000144	1	Crepe Twist LLC	Rumen Tenekedzhiev	Owner and CoFounder
0001875078-23-000002	1	CabinetM Inc.	Sheryl Schultz	President, COO
0001980058-23-000001	1	Gabby's Kitchen LLC	Maurisa Cox	CEO
0001670254-23-000612	1	Hazel's Ghost LLC	Vivian Kerr	Director / Writer / Actor
0001665160-23-001348	1	AllerGenis, Inc.	Jim Garner	President, CEO, Director
0001670254-23-000610	1	Portrait Coffee LLC	Aaron Fender	Co-founder & CEO
0001670254-23-000605	1	Davenport SAF-T Systems LLC	Ryan Davenport	Co-founder and CEO, Davenport SAF-T Systems
0001665160-23-001346	1	AquiPor Technologies, Inc.	Greg Johnson	CEO and Director, Principal Financial Officer
0001670254-23-000608	1	EAMS Technologies Inc	Ockert Fourie	CEO - Founder
0001875078-23-000001	1	CabinetM, Inc	Sheryl Schultz Schlackman	President, COO
0001670254-23-000603	1	PaySoko Systems, Inc.	Moses Kusasira	CEO
0001670254-23-000601	1	Into the Multiverse, Inc.	Alli Schaper	CEO and Co-founder
0001665160-23-001344	1	Roboligent, Inc.	Bongsu Kim	CEO
0001975925-23-000003	1	Wandering Spirits LLC	Emily Honhart	CEO
0001670254-23-000600	1	NuVessl Frozen Desserts Inc. (dba Spiked)	Arshia Noori	CEO
0001665160-23-001342	1	SiteWit Corp.	Ricardo Lasa	CEO, Director
0001942790-23-000002	1	Revnation Revitup INC	Dominique L. Nelson	President
0001979883-23-000001	1	Goodegg Growth Fund I, LLC	/s/ Julie Lam	Manager
0001665160-23-001341	1	Stride Tech Medical, Inc.	George Douaire	President, CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer
0001747584-23-000029	1	VOLTWALL LLC	Aldo Grech	CEO
0001665160-23-001338	1	TurboPass Corporation	Mike Jarman	CEO
