ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	ISCOISSUER	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001670254-21-000394	1		Adding 2020 CPA-reviewed financials and extending campaign.	MedCoShare Inc.	Corporation		DE	2019-07-29	2418 E. York St		Philadelphia	PA	19125	http://www.medcoshare.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-21-000392	0			Pigeon Loans, Inc.	Corporation		DE	2020-06-16	501 West Broadway	Suite A279	San Diego	CA	92101	https://www.pigeonloans.io	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001665160-21-000387	0			Luving Co															
0001798365-21-000001	0			Oceanus Power & Water, LLC	Limited Liability Company		DE	2015-07-09	900 HIGH STREET		PALO ALTO	CA	94301	www.oceanus.pw	Infrashares Inc.	N	0001686389	007-00107	288408
0001820404-21-000005	0		Offering Deadline has been extended to August 31, 2021; amended terms of the Crowd SAFE, including the conditions under which Investors must act with respect to conversion of the Crowd SAFE; the reviewed financial statements for 2020 included	Healthy Hip Hop, Inc.	Corporation		DE	2019-10-15	9119 EAST 89TH STREET		KANSAS CITY	MO	64138	https://healthy.hiphop	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-000385	0	At the close of the offering, the issuer closed on $44931.83 and 30298 number of securities.		Capsul inc.	Corporation		DE	2016-07-27	840 APOLLO ST		EL SEGUNDO	CA	90275	www.capsuljewelry.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-000386	0			OFFIX-USA LLC															
0001745548-21-000001	0			K POP Foods, Inc.	Corporation		DE	2017-02-21	530 South Berendo Street, #230		LOS ANGELES	CA	90020	www.kpopfoods.com		N			
0001670254-21-000391	1		Increased fundraise max to $5M, increased share price, extended campaign deadline	DRONEDEK Corporation	Corporation		DE	2020-04-30	7601 E. 88th Place	Building 3	Indianapolis	IN	46256	http://DRONEDEK.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001746059-21-000138	1		Issuer is lowering target offering amount. Issuer is extending deadline. Issuer is amending revenue share percentage and use of funds.	Big Thicket Distilling Co LLC	Limited Liability Company		TX	2013-01-28	19103 CONTINENTAL PKWY STE C		ATASCOCITA	TX	77346	http://www.oldhumbledistilling.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-000384	1		Issuer is adding audited financials and increasing the offering max.	Wireless electrical Grid LAN, WiGL, Inc.	Corporation		VA	2020-02-26	1919 Commerce Dr suite 120		Hampton	VA	23666	https://www.Wi-GL.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-000383	1		Issuer provided updated financials and extended their campaign.	Zenus, Inc.	Corporation		DE	2015-10-19	411 West Monroe Street		Austin	TX	78704	https://zenus-biometrics.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-000382	1		Issuer extended its campaign.	Rumble Motors, Inc.	Corporation		CA	2019-07-02	4563 MAPLE CREST ST		SACRAMENTO	CA	95834	www.rumblemotors.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-21-000326	0		issuer extended the offering date.	Northstar Technologies Group, Inc.	Corporation		FL	2020-05-18	365 5th Avenue S	Suite 219	Naples	FL	34102	www.northstartgi.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001746059-21-000137	0			Smittox Brewing Co LLC	Limited Liability Company		TX	2020-07-29	903 PRINCETON LN		ALLEN	TX	75002	https://www.smittoxbrewing.com/	MainVest, Inc.	N	0001746059	007-00162	
0001669191-21-000324	0		issuer extended the offering date.	The Feel Good Lab LLC	Limited Liability Company		DE	2016-01-04	400 Farmington Avenue	R1848	Farmington	CT	06032	www.thefeelgoodlab.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001213900-21-018234	0			Eysz, Inc.	Corporation		DE	2018-05-31	107 Sandringham Rd.		Piedmont	CA	94611	www.eyszlab.com	Bioverge Portal	N	0001737940	007-00157	005022636
0001669191-21-000322	0		issuer extended the offering date.	Eyes 4 Lives, Inc.	Corporation		CA	2010-03-30	2707 E. Valley Blvd.	Suite 216	West Covina	CA	91792	www.eyes4lives.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001746059-21-000136	0			Proof, LLC	Limited Liability Company		TN	2020-01-01	422 E MARTIN LUTHER KING BLVD		CHATTANOOGA	TN	37403	https://www.proofincubator.com/	MainVest, Inc.	N	0001746059	007-00162	
0001670254-21-000388	1		Added 2020 financial statements and extended campaign deadline	Intellisea, LLC	Limited Liability Company		TX	2016-06-24	221 Gilpin Lane		Mckinney	TX	75071	https://www.intellisea.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-21-000386	0			Neurohacker Collective, LLC	Limited Liability Company		WY	2015-11-17	5938 Priestly Drive	Suite 200	Carlsbad	CA	92008	http://neurohacker.com		N			
0001830570-21-000001	0	Offering completed, $42,000 raised.		Otto Connect, Inc.	Corporation		NC	2020-08-21	9107 MARIA LUISA PL		RALEIGH	NC	27617	https://www.ottoconnect.us	LOCALSTAKE MARKETPLACE LLC	N	0001544442	008-69063	000162726
0001746059-21-000135	0			Roundhead Brewing, LLC	Limited Liability Company		MA	2020-10-22	POWERHOUSE AT 1 WESTINGHOUSE PLAZA		HYDE PARK	MA	02136	https://roundheadbrewing.com/	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-000377	0			Hacking Labs	Corporation		CA	2016-07-28	46 Digital Dr., STE. 2		Novato	CA	94949	https://www.veercycle.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-000375	1		Extending and raising their max	Rayton Solar, Inc.	Corporation		DE	2013-10-17	16112 Hart St.		Van Nuys	CA	91406	raytonsolar.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-21-000319	0		issuer extended the offering date.	Backers Inc.	Corporation		WY	2018-03-26	4627 W Teco Ave	STE 205	Las Vegas	NV	89139	www.backers.solutions	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001845327-21-000001	0			Nouri Life, LLC	Limited Liability Company		DE	2018-06-07	3150 ROSWELL ROAD NORTHWEST		ATLANTA	GA	30305	https://dailynouri.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-21-000384	1		Adding 2020 CPA reviewed financial statements, removing William Townsend as the CFO, extending close date.	PharmD Live Corporation	Corporation		DE	2019-04-12	1629 K Street NW	Suite 300	Washington	DC	20006	http://www.PharmDLive.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001665160-21-000372	0			Artisanal Distillates, LLC	Limited Liability Company		DE	2019-01-29	131 Waverly Ave. Apt. 1F		Brooklyn	NY	11205	https://www.mezcaldeleyendas.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000134	0			STiX Crafthouse	Limited Liability Company		CO	2020-06-04	3901 FOX ST		DENVER	CO	80216	https://stixcrafthouse.com/	MainVest, Inc.	N	0001746059	007-00162	
0001746059-21-000133	0			Dead Bird Brewing Co	Corporation		WI	2015-03-20	630 POPLAR WAY		VERONA	WI	53593	https://www.deadbirdbrewing.com/	MainVest, Inc.	N	0001746059	007-00162	
0001669191-21-000317	0		issuer extended the offering date.	TrafficGenius, Inc.	Corporation		IL	2016-08-19	424 W Armitage Ave	#G	Chicago	IL	60614	https://www.trafficgenius.co	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-000315	0		issuer extended the offering date.	OmniValley, Inc.	Corporation		DE	2017-12-26	821 East Washington Avenue	Suite 200	Madison	WI	53703	omnivalley.co	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001746059-21-000132	0			Retro Meadery LLC	Limited Liability Company		NC	2020-12-15	4101 MERIDIAN MARKET DR		FUQUAY VARINA	NC	27526	https://retromeadery.com/	MainVest, Inc.	N	0001746059	007-00162	
0001845394-21-000003	0			Ascent AeroSystems, Inc.	Corporation		DE	2015-01-12	100 RESEARCH DRIVE		WILMINGTON	MA	01887	https://www.ascentaerosystems.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-000369	0			festivalPass LLC	Limited Liability Company		NY	2019-02-20	1305 TOWN CREEK DR, NO 5		Austin	TX	78741	https://www.festivalpass.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001827592-21-000001	1		The issuer is extending the offering deadline to 4/23/2021, providing add'l disclosure under previous offerings of securities, updating disclosure regarding the rolling close process, and correcting scrivener's error in title header of the Crowd SAFE.	Akua Life, PBC	Corporation		DE	2016-12-30	420 KENT AVE		BROOKLYN	NY	11249	https://akua.co	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001669191-21-000313	0		issuer extended the offering date.	WWF Holdings, Inc.	Corporation		DE	2018-04-03	1 Park Avenue	Ste 1809	Detroit	MI	48226	waterworksfund.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001850551-21-000001	0			No Limit Technology Holdings, Inc	Corporation		NV	2021-01-07	1407 FOOTHILL BLVD 305		LA VERNE	CA	91750	https://nolimittechnologyinc.com/	truCrowd, Inc	N	0001667145	007-00015	283063
0001665160-21-000366	0		Issuer updated perks.	Conviction Fitness, Inc.	Corporation		CA	2020-08-05	10340 Camino Santa Fe, Suite J		San Diego	CA	92121	octivity.com/home	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-000367	1		Issuer is extending the length of their campaign by 35 days.	Mamie's Pies, Inc.	Corporation		DE	2020-02-10	203 AUBURN STREET		SAN RAFAEL	CA	94901	www.mamiespies.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-000364	0		Correct intermediary compensation and financial interest data that was inadvertently entered in error by the intermediary in all of the previously submitted Form C amendment filings; the information in the original Form C filing is correct.	IX Power Clean Water, Inc.	Corporation		DE	2014-09-17	420 Corporate Circle, Suite F		Golden	CO	80401	www.ixwater.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001836185-21-000002	0		Added disclosures around investment risk, per FINRA guidance. Change in investor payback rate to a tiered payback method. Extended offering timeline.	Green Clouds LLC.	Limited Liability Company		LA	2020-12-01	14036 GILMORE ST.		SHERMAN OAKS	CA	91401	https://fanlink.to/Keithian	Amplify Funding LLC	N	0001796808	007-00222	307541
0001746059-21-000131	0			White Elephant Brewing Company, LLC															
0001665160-21-000357	1		Issuer is increasing the offering maximum, adding new financial statements, extending the length of their campaign by 90 days, and adjusting the wording for perks.	Quri Vodka Inc.	Corporation		DE	2020-07-08	11321 NEWPORT BAY DR		BERLIN	MD	21811	https://www.qurivodka.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000130	0			Arterial Coffee, LLC	Limited Liability Company		PA	2019-10-04	139 N 50TH ST APT 1		PHILADELPHIA	PA	19139	https://www.instagram.com/arterial.coffee/	MainVest, Inc.	N	0001746059	007-00162	
0001852943-21-000002	0			STL Texas: Brownsville & Cameron County, Inc.	Corporation		TX	2019-09-17	4361 SOUTH CONGRESS AVE	SUITE 510	AUSTIN	TX	78745	www.skillicorntechnologies.com	Infrashares Inc.	N	0001686389	007-00107	288408
0001844167-21-000006	0		Updating team to reflect a new team member.	RoboCash, Inc.	Corporation		DE	2019-09-21	17877 Von Karman Ave	Suite 400	Irvine	CA	92614	https://fyncom.com	Title3Funds	N	0001685995	007-00083	286035
0001746059-21-000129	0			BEAU HOSPITALITY GROUP LLC	Limited Liability Company		FL	2021-01-04	253 TRINITY RIDGE CIR		DAVENPORT	FL	33897	https://www.beaueatery.com/	MainVest, Inc.	N	0001746059	007-00162	
0001669191-21-000311	0		issuer extended the offering date.	Zelgor Inc	Corporation		DE	2012-08-03	745 Atlantic Ave		Boston	MA	02111	zelgor.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001715007-21-000002	0			FreshMynd Inc.	Corporation		DE	2017-08-01	10390 FARALLONE DR		CUPERTINO	CA	95014	www.freshmynd.com		N			
0001716822-21-000006	0		This amendment is being filed to correct a typo in the issuer's address.	GET TO WORK INC.	Corporation		DE	2017-11-13	1074 WOODWARD AVENUE	Downtown Detroit Wayne County 1906	DETROIT	MI	48226	https://www.plainsight.app/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001796412-21-000001	0			Golden Cacao Corp	Corporation		CO	2019-09-26	8400 EAST PRENTICE AVNUE	SUITE 1360	GREENWOOD VILLAGE	CO	80111	www.goldencacao.io	FIRST DEMOCRACY VC	N	0001683054	007-00076	285360
0001716822-21-000004	0		This Form C/A is being filed to correct a typo in the issuer's address.	70 Million Resources, Inc.	Corporation		DE	2016-08-10	145 S. FAIRFAX AVENUE, 200		LOS ANGELES	CA	90036	www.commissary.club	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-21-000383	0		Extended campaign deadline	Pencilish Animation Studios Inc.	Corporation		DE	2020-10-08	2020 Fieldstone Pkwy	Suite 900-339	Franklin	TN	37069	http://www.pencilish.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-21-000382	0		Extended campaign deadline	DRONEDEK Corporation	Corporation		DE	2020-04-30	7601 E. 88th Place	Building 3	Indianapolis	IN	46256	http://DRONEDEK.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001830990-21-000001	0		Crowdfunding offering was not live, there are no current investors. Therefore, no investor will need to reconfirm their investment. Issuer had to delay their offering launch. Form C has been updated for deal terms and added disclosures.	VINCHI LLC	Limited Liability Company		MI	2020-09-03	45628 MONTMORENCY DRIVE		MACOMB	MI	48044	https://www.jayvinchi.com/	Amplify Funding LLC	N	0001796808	007-00222	307541
0001746059-21-000128	1		Issuer is amending beneficial owners.	Moxi On The Rocks LLC	Limited Liability Company		CT	2020-11-02	70 N BEACON ST		HARTFORD	CT	06105	https://www.facebook.com/moxiontherocks/	MainVest, Inc.	N	0001746059	007-00162	
0001669191-21-000308	0			DeoBioSciences, Inc.	Corporation		DE	2000-02-03	4045 Five Forks Trickum Rd.	B8-243	Lilburn	GA	30047	www.deobiosciences.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-21-000353	0			NanoVMS, Inc.	Corporation		DE	2015-08-05	148 Townsend St		San Francisco	CA	94107	https://nanovms.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001421744-21-000001	0			Cytonics Corp	Corporation		FL	2006-07-26	658 W INDIANTOWN RD	SUITE 214	JUPITER	FL	33458-7535	https://www.cytonics.com		N			
0001747584-21-000008	0			Elm Lea Renewable Energy, LLC	Limited Liability Company		CO	2015-09-11	430 N COLLEGE AVE	STE 440	FORT COLLINS	CO	80524	www.solarisenergy.com/elm-lea-annual-report	Raise Green, Inc.	N	0001747584	007-00191	301770
0001670254-21-000377	1		Added 2020 financial statements and extended campaign deadline	EveryDay Contacts, Inc.	Corporation		DE	2018-05-09	2825 Broadbent Pkwy NE	Suite E	Albuquerque	NM	87107	http://www.everydaycontacts.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-21-000376	0		Increasing early bird threshold	Eat Good Do Good, Inc.	Corporation		DE	2020-11-23	PO Box 2385	6200 Rolling Rd	Springfield	VA	22152	http://www.tadahfoods.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001835612-21-000004	1		Amending omitted term from Convertible Note	LiveVested, LLC	Limited Liability Company		DE	2019-01-29	310 S HARRINGTON ST		RALEIGH	NC	27603	crowdfundnc.com	LOCALSTAKE MARKETPLACE LLC	N	0001544442	008-69063	000162726
0001670254-21-000375	1		Adding 2020 CPA-reviewed financials.	Oxford Hounds Inc.	Corporation		WY	2020-01-24	9845 E. Blanche Drive		Scottsdale	AZ	58260	http://www.oxfordhounds.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-21-000374	0		Extended campaign deadline	Vlogmi Corporation	Corporation		DE	2020-10-16	10382 East Kentucky Drive		Denver	CO	802475212	https://www.vlogmi.com/	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-21-000373	1		Adding 2020 financials	Avinu Media Inc.	Corporation		DE	2020-08-06	275 Commercial Blvd	Suite 204	Lauderdale by the Sea	FL	33308	https://www.avinumedia.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001773714-21-000001	0		Extending offering close date	Core State Holdings Corp	Corporation		WY	2019-03-15	30 N GOULD ST STE R		SHERIDAN	WY	82801	corestateholdings.com	truCrowd, Inc	N	0001667145	007-00015	283063
0001746386-21-000001	0			Esembly Inc.	Corporation		DE	2015-01-09	126 13TH STREET		BROOKLYN	NY	11215	http://esemblybaby.com/		N			
0001670254-21-000372	1		Adding year to end 2020 financial statements, adjusting close date.	HotelierCo Retail LLC	Limited Liability Company		DE	2020-09-09	325 5th Ave, Suite 205	Suite 205	Indialantic	FL	32903	http://www.hotelierco.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-21-000371	0		Extended campaign deadline	Immortal Studios, Inc	Corporation		DE	2020-06-23	418 Bamboo Lane	Suite A	Los Angeles	CA	90012	http://www.immortal-studios.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001853045-21-000001	0			Vegan Soul	Other	Sole Proprietorship	ID	2019-08-28	803 W BEACON ST		BOISE	ID	83706	https://ohvegansoul.square.site/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001669191-21-000305	0	End of offering. Issuer closed its offering with estimated gross proceeds of $1,065,931. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		Energy Exploration Technologies, Inc.	Corporation		PR	2018-12-18	65 Green Villa Dr.	#21	Dorado	PR	00646	www.energyx.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-21-000370	0	The final number is $4,999,999.83 in investments.		Heroic Enterprises, Public Benefit Corporation	Other	Public Benefit Corporation	DE	2020-11-13	1920 E. Riverside Dr.	Suite A-120 #412	Austin	TX	78741	http://heroes.us	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-21-000367	0		Non-material amendment, adding inception audited financial statement, updating closing date.	Heroic Enterprises, Public Benefit Corporation	Other	Public Benefit Corporation	DE	2020-11-13	1920 E. Riverside Dr.	Suite A-120 #412	Austin	TX	78741	http://heroes.us	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001665160-21-000350	0	At the close of the offering, the issuer closed on $860,734 and 4669,97 number of securities.		Solgaard Design Inc.	Corporation		DE	2019-08-16	1151 BROADWAY SUITE 3S	SUIT 3S	NEW YORK	NY	10001	www.solgaard.co	StartEngine Capital, LLC	N	0001665160	007-00007	
0001825788-21-000001	1		Resolving inconsistencies in the Offer Statement.	Bonsai Village, LLC	Limited Liability Company		CO	2020-07-14	5250 S HURON WAY	#11-104	LITTLETON	CO	80120	www.lifesizetinycommunities.com	Buy The Block	N	0001693877	007-00098	
0001670254-21-000365	1		Adding CPA reviewed financials for 2020, extending close date	Luxury Camping Inc.	Corporation		DE	2014-03-06	403 South Aurora St		Ithaca	NY	14850	http://www.firelightcamps.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-21-000364	0		Extended campaign deadline	BrainScanology Inc	Corporation		DE	2020-08-21	10057 Peninsula Ave		Cupertino	CA	94014	http://www.BrainScanology.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001669191-21-000302	0			TOP UNii, Inc	Corporation		MD	2020-01-19	1120 N. Charles St.	Suite 500	Baltimore	MD	21201	www.EPICFAMLife.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-21-000363	0		Extended campaign deadline	eZdia Inc	Corporation		TX	2008-05-09	42840 Christy St	Suite 108	Fremont	CA	94538	https://www.ezdia.com/	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001835222-21-000003	0	Offering successful. Total raised $128,615 (final amount may vary).		Guidance Enterprises LLC	Limited Liability Company		TN	2019-02-11	810 DOMINICAN DR		NASHVILLE	TN	37228	https://guidancewhiskey.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001830792-21-000008	1		Adding webinar transcript.	KGJMK Opco Inc.	Corporation		CA	2020-08-31	3200 S Susan St		Santa Ana	CA	92704	www.mygreennetwork.com	MicroVenture Marketplace Inc.	N	0001478147	008-68458	152513
0001670254-21-000358	1		Adding lead investor	Sun & Swell Inc.	Corporation		CA	2018-04-19	10 E Yanonali		Santa Barbara	CA	93109	http://www.sunandswellfoods.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-21-000357	1		Naming the Lead Investor	Airthium Inc.	Corporation		DE	2017-05-17	251 Little Falls Drive	New Castle County	Wilmington	DE	19808	https://www.airthium.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001852743-21-000001	0			Cleveland Bakery Collective LLC	Limited Liability Company		OH	2017-04-11	1919 GETTYSBURG DR		LORAIN	OH	44053	https://www.pierogipantry.com/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001665160-21-000349	0	At the close of the offering, the issuer closed on $127,974.00 and 140,572 number of securities.		No-H2O USA Inc	Corporation		FL	2020-05-19	SUITE 200/300 501 EAST LAS OLAS BLVD	SUITE 200/300	FORT LAUDERDALE	FL	33301	www.noh2o.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001814663-21-000002	0			AS&R PRODUCTIONS, LLC	Limited Liability Company		NV	2017-12-05	715 MALL RING CIRCLE	SUITE 205	HENDERSON	NV	89014	invest.angelstudios.com/letsgetepic.com	VAS Portal, LLC	N	0001749383	007-00165	298941
0001669191-21-000300	0		issuer updated the principal security holder section to reflect the correct voting percentage.	eBumps Inc.	Corporation		DE	2020-01-29	28 Quaker Road		Princeton	NJ	08540	https://ebumps.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
