ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001670254-21-000394	1	MedCoShare Inc.	Ronak Vyas	CEO
0001670254-21-000392	1	Pigeon Loans, Inc.	Brian Bristol	Founder & CTO
0001665160-21-000387	1	Luving Co	Ashi Jelinek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001798365-21-000001	1	Oceanus Power & Water, LLC	Neal Aronson	CEO
0001820404-21-000005	1	Healthy Hip Hop, Inc.	Roy Scott	Chief Executive Officer
0001665160-21-000385	1	Capsul inc.	Tina Cheng	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-000386	1	OFFIX-USA LLC	Lior David	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001745548-21-000001	1	K POP Foods, Inc.	Theodore Lee	Co-founder & CEO
0001670254-21-000391	1	DRONEDEK Corporation	Dan O'Toole	Chairman and CEO at DRONEDEK Corporation
0001746059-21-000138	1	Big Thicket Distilling Co LLC	Joseph Breda	Founder
0001665160-21-000384	1	Wireless electrical Grid LAN, WiGL, Inc.	Dr. Ahmad Glover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-000383	1	Zenus, Inc.	Panagiotis Moutafis, Ph.D.	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-000382	1	Rumble Motors, Inc.	Reza Khademi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-21-000326	1	Northstar Technologies Group, Inc.	Paul Inglese	Principal Executive Officer
0001746059-21-000137	1	Smittox Brewing Co LLC	Kuumba Smith	Owner and Founder
0001669191-21-000324	1	The Feel Good Lab LLC	Ryan Gresh	Principal Executive Officer
0001213900-21-018234	1	Eysz, Inc.	/s/ Rachel Kuperman	Founder and Chief Executive Officer
0001669191-21-000322	1	Eyes 4 Lives, Inc.	Roger Wu	Principal Executive Officer
0001746059-21-000136	1	Proof, LLC	Michael Robinson	Owner and Founder
0001670254-21-000388	1	Intellisea, LLC	Joseph Krystofik	CEO / President
0001670254-21-000386	1	Neurohacker Collective, LLC	Hakan Lindskog	Chief Operating Officer
0001830570-21-000001	1	Otto Connect, Inc.	James R Varner	President and CEO
0001746059-21-000135	1	Roundhead Brewing, LLC	Craig Panzer	Owner and CoFounder
0001665160-21-000377	1	Hacking Labs	Sean Hacking	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-21-000319	1	Backers Inc.	Brian Tinney	Principal Executive Officer
0001665160-21-000375	1	Rayton Solar, Inc.	Andrew Yakub	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001845327-21-000001	1	Nouri Life, LLC	Caroline Beckman	Founding Member & CEO
0001670254-21-000384	1	PharmD Live Corporation	Cynthia Chioma NWAUBANI	Chief Executive Officer
0001665160-21-000372	1	Artisanal Distillates, LLC	Daniel Mena	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000134	1	STiX Crafthouse	Jacob Gross	Owner and CoFounder
0001746059-21-000133	1	Dead Bird Brewing Co	Jeremy Hatch	Owner and CoFounder
0001669191-21-000317	1	TrafficGenius, Inc.	Scott Murdoch	Principal Executive Officer
0001669191-21-000315	1	OmniValley, Inc.	James Buchanan	Principal Executive Officer
0001746059-21-000132	1	Retro Meadery LLC	Michael Fields	Owner and CoFounder
0001845394-21-000003	1	Ascent AeroSystems, Inc.	/s/ Jan Peter Fuchs	President, Chief Executive Officer & Treasurer
0001665160-21-000369	1	festivalPass LLC	Edward Vincent	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001827592-21-000001	1	Akua Life, PBC	Courtney Boyd Myers	CEO
0001669191-21-000313	1	WWF Holdings, Inc.	Lonnie Johnson	Principal Executive Officer
0001850551-21-000001	1	No Limit Technology Holdings, Inc	Rafael Groswirt by Sean Fuellhart POA	CEO
0001665160-21-000366	1	Conviction Fitness, Inc.	Ron L. Wilson, II	CEO, Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer
0001836185-21-000002	1	Green Clouds LLC.	Keithian Sammons	Manager
0001665160-21-000364	1	IX Power Clean Water, Inc.	John R. (Grizz) Deal	CEO, Principal Executive Officer and Director
0001665160-21-000367	1	Mamie's Pies, Inc.	Kara Romanik	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-21-000131	1	White Elephant Brewing Company, LLC	Rebecca Quisenberry	COO & CoFounder
0001665160-21-000357	1	Quri Vodka Inc.	Jonathan E. Tourgee	CEO, Principal Executive Officer and Director
0001746059-21-000130	1	Arterial Coffee, LLC	Sharaine Brown	Owner and CoFounder
0001852943-21-000002	1	STL Texas: Brownsville & Cameron County, Inc.	Paul Skillicorn	CEO
0001844167-21-000006	1	RoboCash, Inc.	Adrian E. Garcia	CEO
0001746059-21-000129	1	BEAU HOSPITALITY GROUP LLC	Ileana Acosta	Owner and CoFounder
0001669191-21-000311	1	Zelgor Inc	John Fanning Jr	Principal Executive Officer
0001715007-21-000002	1	FreshMynd Inc.	Seema Lindskog	CEO
0001796412-21-000001	1	Golden Cacao Corp	Christopher Werner	CEO and Director
0001716822-21-000004	1	70 Million Resources, Inc.	Richard Bronson	CEO
0001670254-21-000383	1	Pencilish Animation Studios Inc.	Tom Bancroft	CEO
0001716822-21-000006	1	GET TO WORK INC.	James Chapman	CEO, Director
0001670254-21-000382	1	DRONEDEK Corporation	Dan O'Toole	Chairman and CEO at DRONEDEK Corporation
0001830990-21-000001	1	VINCHI LLC	Joseph Mohney	Manager
0001746059-21-000128	1	Moxi On The Rocks LLC	Tomas Nenortas	Founder
0001669191-21-000308	1	DeoBioSciences, Inc.	John  Adamson, Jr.,	Principal Executive Officer
0001665160-21-000353	1	NanoVMS, Inc.	Ian Eyberg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001421744-21-000001	1	Cytonics Corp	Anjun K. Bose	President
0001747584-21-000008	1	Elm Lea Renewable Energy, LLC	Alexander Blackmer	Manager
0001670254-21-000377	1	EveryDay Contacts, Inc.	Lawrence Chavez	CEO
0001670254-21-000376	1	Eat Good Do Good, Inc.	John Sorial	Founder & Managing Partner
0001835612-21-000004	1	LiveVested, LLC	William McGuire	CEO
0001670254-21-000375	1	Oxford Hounds Inc.	James Tulin	CEO
0001670254-21-000374	1	Vlogmi Corporation	Luke Thorssen	Founder and CEO
0001670254-21-000373	1	Avinu Media Inc.	Ilan Goldberg	Co-founder and COO
0001773714-21-000001	1	Core State Holdings Corp	Oleg Cheine	CEO
0001746386-21-000001	1	Esembly Inc.	Elizabeth Turrigiano	President
0001670254-21-000372	1	HotelierCo Retail LLC	Nathan Kivi	Founder & CEO
0001670254-21-000371	1	Immortal Studios, Inc	Peter Shiao	Founder & CEO
0001853045-21-000001	1	Vegan Soul	Ednamae Gaines	Owner
0001669191-21-000305	1	Energy Exploration Technologies, Inc.	Teague Egan	Principal Executive Officer
0001670254-21-000370	1	Heroic Enterprises, Public Benefit Corporation	Brian Johnson	Founder + CE
0001665160-21-000350	1	Solgaard Design Inc.	Adrian Solgaard	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000367	1	Heroic Enterprises, Public Benefit Corporation	Brian Johnson	Founder + CE
0001825788-21-000001	1	Bonsai Village, LLC	Joseph Callantine	President/CEO
0001670254-21-000365	1	Luxury Camping Inc.	Robert Frisch	Co-Founder and CEO
0001670254-21-000364	1	BrainScanology Inc	Dave Nguyen	Co-Founder & CEO
0001669191-21-000302	1	TOP UNii, Inc	Dermell Brunson	Principal Executive Officer
0001670254-21-000363	1	eZdia Inc	Deepak Goyal	CEO
0001835222-21-000003	1	Guidance Enterprises LLC	Jason Ridgel	Owner
0001830792-21-000008	1	KGJMK Opco Inc.	James Shih	CEO, Director
0001670254-21-000358	1	Sun & Swell Inc.	Bryan Flynn	Cofounder & COO
0001670254-21-000357	1	Airthium Inc.	Andrei Klochko	CEO and Co-founder
0001852743-21-000001	1	Cleveland Bakery Collective LLC	Nikki Odongray	Owner
0001814663-21-000002	1	AS&R PRODUCTIONS, LLC	Roger Russell	CEO
0001669191-21-000300	1	eBumps Inc.	Jonah Tuckman	Principal Executive Officer
0001665160-21-000348	1	festivalPass, LLC	Edward Vincent	Founder & CEO
0001774075-21-000001	1	SIMPLESHOWING HOLDINGS, INC.	Fred McGill Jr.	Chief Executive Officer
0001665160-21-000349	1	No-H2O USA Inc	Emmet O'Brien	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-000345	1	Mountain West Cider Company, Inc.	Jeffrey C. Carleton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-21-000298	1	Atmospheric Water Solutions, LLC	Doug Marcille	Principal Executive Officer
0001796060-21-000003	1	Dope Coffee Co LLC	Michael Lloyd	CEO
0001669191-21-000296	1	Phoenix PharmaLabs Inc	William W Crossman	Principal Executive Officer
0001851491-21-000003	1	AMASS BRANDS	Mark Lynn	Chief Executive Officer
0001835070-21-000001	1	Boca Code School LLC	Todd Albert	CEO
0001665160-21-000335	1	Learnt, Inc.	Andrew Nimmich	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001784242-21-000002	1	Humphry Slocombe Group, LLC	Jina Osumi	CEO
0001750307-21-000001	1	Mosaic 4537 Wayne Avenue GP, LLC	Greg Reaves	Managing Member of Manager, Mosaic Development Partners LLC
0001813475-21-000001	1	Scooterson, Inc.	Mihnea Iustinian Chis	Chief Executive Officer
0001843648-21-000004	1	Beacons AI, Inc.	Neal Jean	CEO & Director
0001836307-21-000003	1	Fanchise League Company, LLC - FCF Team 1 LLC	Sohrob Farudi	CEO
0001836320-21-000002	1	Fanchise League Co LLC FCF Team 2, LLC	Sohrob Farudi	CEO
0001836325-21-000002	1	Fanchise League Co LLC FCF Team 4, LLC	Sohrob Farudi	CEO
0001670254-21-000346	1	Ichor LLC	Trevor Bates	CEO
0001841565-21-000001	1	Resonado, Inc.	Youngil Cho	CEO
0001814787-21-000002	1	Doorage, Inc.	Sean Sandona	CEO
0001836323-21-000002	1	Fanchise League Co LLC FCF Team 3, LLC	Sohrob Farudi	CEO
0001671941-21-000004	1	Angel Studios, Inc.	Neal Harmon	CEO
0001669191-21-000288	1	Talla Inc.	Francis Speiser	Principal Executive Officer
0001746059-21-000127	1	SELLING SEATTLE-THE SITCOM, LLC	James McGuffin	Owner and Founder
0001746059-21-000126	1	Marinas Cuisine, LLC	Marina Gibbs Olanipekun	CEO
0001644600-21-000012	1	Vinsent, Inc.	Jacob Ner-David	CEO
0001670254-21-000345	1	Sircles Media Inc.	Danny Hinkle	Co-Founder, COO
0001669191-21-000286	1	eBumps Inc.	Jonah Tuckman	Principal Executive Officer
0001852185-21-000001	1	Harvie Farms Distribution LLC	Simon Huntley	CEO
0001746059-21-000125	1	Kennys Restaurant & Bar LLC	Kenneth Walker	President
0001665160-21-000334	1	O2 Treehouse Commercial, Inc	Dustin Feider	CEO, Principal Executive Officer and Director
0001665160-21-000333	1	XTI Aircraft Co	Robert LaBelleRobert LaBelle	CEO, Principal Executive Officer and Director
0001644600-21-000011	1	Vinsent, Inc.	Jacob Ner-David	CEO
0001841741-21-000002	1	STRUT Learning, Inc.	Mitch Schneider	CEO
0001665160-21-000332	1	ABH Holdco, Inc.	Brandon Perry	CEO, Principal Executive Officer and Director
0001670254-21-000342	1	I Got It Holdings Corp.	Joseph De Perio	Chairman of the Board
0001665160-21-000330	1	Metai Knights Media Inc	Dele Atanda	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000340	1	Valerie's LLC	Valerie Bendish	Founder, CEO
0001670254-21-000339	1	Bodha Inc	Karl  Cadet	Co-Founder/CEO
0001746059-21-000124	1	Kennys Restaurant & Bar LLC	Kenneth Walker	President
0001670254-21-000338	1	Doodeo Inc.	Rony Hage	Founder and CEO
0001669191-21-000283	1	Puro Trader, Inc dba Yahyn	Joshua  Leavitt	Principal Executive Officer
0001821328-21-000001	1	Oakwood Ave., LLC	Michael Benatar	CEO, Director
0001669191-21-000281	1	At Your Home LLC	Christopher Suser	Principal Executive Officer
0001669191-21-000278	1	Berylline Corporation	Dennis  Dresser	Principal Executive Officer
0001746059-21-000123	1	SELLING SEATTLE-THE SITCOM, LLC	James McGuffin	Owner and Founder
0001849929-21-000001	1	Brane Inc	Paul Carlisle	Chief Executive Officer
0001665160-21-000324	1	Thirty Three Threads, Inc. d/b/a ToeSox d/b/a Tavi Noir	Gill Hong	CEO, Principal Executive Officer and Director
0001716822-21-000003	1	Gumroad, Inc.	Sahil Lavingia	CEO
0001716822-21-000002	1	70 Million Resources, Inc.	Richard Bronson	CEO
0001665160-21-000321	1	Pyrotree Inc.	Christopher Dell'Olio	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001800037-21-000001	1	SPARKLE INNOVATIONS INC	/Matthew K. Pelkey/	Attorney
0001779469-21-000003	1	Shift, LLC	Brock Heasley	CEO
0001842998-21-000004	1	Hideawayco LLC	Anna Baird	Owner
0001842998-21-000003	1	Triangle Foundry LLC	Karyna Kerin	President
0001665160-21-000319	1	Hawaiian Ola Brewing Corporation	Brett Jacobson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001477932-21-001502	1	Kiddie, Inc.	/s/ Alberto Prieto	Chief Executive Officer, Director
0001670254-21-000337	1	I Got It Holdings Corp.	Joseph De Perio	Chairman of the Board
0001851491-21-000001	1	AMASS BRANDS	Mark Lynn	Chief Executive Officer
0001671941-21-000002	1	Angel Studios, Inc.	Neal Harmon	CEO
0001792508-21-000003	1	Linen Mobile, Inc.	/s/Vitaly Bahachuk	Director, President, Chief Executive Officer
0001670254-21-000336	1	CoPeace PBC	Craig Jonas	Chief Executive Officer
0001792508-21-000002	1	Linen Mobile, Inc.	/s/ Vitaly Bahachuk	Director, President, Chief Executive Officer
0001815995-21-000003	1	AdWallet Inc.	Adam Greenhood	CEO
0001669191-21-000276	1	GenesisAI Corporation	Archil Cheishvili	Principal Executive Officer
0001670254-21-000335	1	AtYourGate, Inc.	David Henninger	President
0001746059-21-000122	1	KCITY Investments, LLC	Lloyd Kemry	Owner and CFO
0001746059-21-000121	1	JBK Ventures LLC	Jayson Poluka	Owner and Founder
0001791609-21-000003	1	Supervest, LLC	Jeremy Morton	Founder & Chief Executive Officer
0001670254-21-000334	1	Harmony Turbines Inc	Christopher Moore	Founder / CEO
0001665160-21-000311	1	Vestaboard, Inc	Dorrian Porter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000333	1	Kidd & Truvillion-Kemp Inc	Alicia Kidd	Co-Founder
0001746059-21-000120	1	HIB Management Services LLC	Holly Harding	Owner and President
0001833112-21-000003	1	MicroSalt Inc.	/s/ Konrad Dabrowski	Treasurer, Secretary, and CFO
0001715813-21-000001	1	PieShell, LLC	Cheryl Durkee	Chief Executive Officer
0001670254-21-000332	1	One Biosciences, Inc.	Ty Burgess	Founder & CEO
0001815564-21-000002	1	Choose Health Services LLC	Mark Holland	CEO
0001827501-21-000002	1	Modgarden (USA), Inc.	Aamar Khwaja	President, CEO
0001830909-21-000003	1	6d bytes inc.	/s/ Vipin Jain	Co-founder & CEO
0001670254-21-000330	1	Ciari Guitars, Inc.	Jonathan Spangler	CEO and Founder
0001670254-21-000331	1	iAssay, Inc.	Lonnie Adelman	CEO
0001822345-21-000002	1	Asaak Financial Services Ltd	Kaivan Sattar	CEO, Director
0001670254-21-000329	1	HYYH Co.	Marina Tran-Vu	Founder & CEO
0001746059-21-000119	1	DET Enterprises, Inc	Chitra Sivanandam	CFO and Co-owner
0001665160-21-000310	1	Obvious Wines LLC	Brice Baillie	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-21-000273	1	Guardian Athletics, Inc.	David Norris	Principal Executive Officer
0001834420-21-000002	1	SwayBrand Inc.	Horace Flournoy	Co-Founder & Chief Executive Officer
0001746059-21-000118	1	Magic Valley Brewing LLC	Richard White	Owner and CoFounder
0001824373-21-000001	1	Lonesome Producer LLC	Christopher Pappas	Managing Member
0001104659-21-036864	1	Legion M Entertainment, Inc.	/s/ Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer and Treasurer
0001669191-21-000268	1	MUSTWATCH LLC	Chelinde Edouard	Principal Executive Officer
0001669191-21-000266	1	ChipBrain LLC	Lisa Vo	Principal Executive Officer
0001669191-21-000264	1	MUSTWATCH LLC	Chelinde Edouard	Principal Executive Officer
0001669191-21-000263	1	MUSTWATCH LLC	Chelinde Edouard	Principal Executive Officer
0001849190-21-000001	1	Shift Caffeine, LLC	John Hickman	CEO
0001829993-21-000001	1	Smart Vylon LLC	Victor Hugo Rosales	Sole Member of Vylon Balance Solutions LLC, Its Manager
0001835612-21-000003	1	LiveVested, LLC	William McGuire	CEO
0001670254-21-000328	1	Lyfmap, Inc.	Larry Bieza	Founder
0001824627-21-000001	1	Perfitly, LLC	Dave Sharma	Co-Founder & CEO
0001820404-21-000003	1	Healthy Hip Hop, Inc.	Roy Scott	Chief Executive Officer
0001830449-21-000002	1	Perrone Robotics, Inc.	Paul J. Perrone	Chief Executive Officer
0001670254-21-000325	1	Wefunder, Inc.	Nicholas Tommarello	Founder & CEO
0001670254-21-000327	1	Gym Rat Films LLC	Joshua Murray	Manager, Producer, Actor
0001665160-21-000308	1	Atmos Home Inc.	Mark Lyle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-000306	1	R3 Printing, Inc.	Paul Sieradzki	Director; Treasurer; Head of Product; Chief Executive Officer; President of R3 Printing, Inc.
0001746059-21-000117	1	Blockchain Wine Co	Jeffery Hansen	CEO
0001665160-21-000302	1	LaneAxis Inc.	Rick Burnett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-21-000298	1	Comsero, Inc.	Anthony Franco	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001736653-21-000002	1	Fantasy Sports Co	Erik Groset	Founder & CEO
0001670254-21-000323	1	Splitsy, LLC	Brad Starnes	President & Co-Founder
0001665160-21-000297	1	BlueSky Energy US Inc.	Lyle Gold	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001683168-21-000938	1	Box Entertainment Inc.	/s/ Brian Guinn	President
0001683168-21-000937	1	Box Entertainment Inc.	/s/ Brian Guinn	President
0001683168-21-000936	1	Box Entertainment Inc.	/s/ Brian Guinn	President
0001839828-21-000002	1	Backstage Capital, LLC	Arlan Hamilton	Manager
0001665160-21-000295	1	Conviction Fitness, Inc.	Ron L. Wilson, II	CEO, Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer
0001743482-21-000001	1	Polymath Labs, Inc.	Matt Wilkerson	CEO
0001670254-21-000321	1	Heroic Enterprises, Public Benefit Corporation	Brian Johnson	Founder + CE
0001746059-21-000116	1	American Brewers Inc.	Thomas McGuire	COO
0001665160-21-000290	1	Comsero, Inc.	Anthony Franco	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001844303-21-000001	1	Power Poll, LLC	Bruce Dobie	CEO
0001665160-21-000287	1	Flux Media, Inc.	Kayla Shelton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001532978-21-000001	1	Gumroad, Inc.	Sahil Lavingia	CEO
0001670254-21-000310	1	Hideout, Inc.	Brian Leung	Co-founder & CEO
0001843648-21-000003	1	Beacons AI, Inc.	Neal Jean	CEO and Director
0001670254-21-000309	1	Univoice Corporation	Sami Halabi	Founder | CEO
0001670254-21-000313	1	XCINEX CORPORATION	Cihan Fuat Atkin	Founder & CEO
0001850785-21-000004	1	Universal Namespace Inc	Tobias Martens	CEO, Director
0001670254-21-000307	1	Quioveo Energy LLC	Leo Alicante	Founder & CEO
0001670254-21-000312	1	LifEngine Animal Health Laboratories Incorporated	Wesley Wierson	Chief Executive Officer
0001670254-21-000306	1	3 Minute Management LLC	Brett Williams	President/Cofounder
0001670254-21-000305	1	PHARM ROBOTICS, LLC	Marinus Dijkstra	CEO & Co-Founder
0001823177-21-000003	1	Million Marker Wellness, Inc.	Jenna Hua	CEO
0001670254-21-000303	1	LiteraSeed, LLC	Aziza Ismail	Founder/CEO
0001665160-21-000279	1	AWOL Outdoors, Inc d/b/a Camp365	Kevin McGregor	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001791747-21-000001	1	Oomi Inc.	/s/ Obi Onyejekwe	Chief Executive Officer
0001670254-21-000301	1	Hele Fitness LLC	Brook Emanuel	Co-Founder & Strategist
0001665160-21-000277	1	OFFIX USA LLC	Lior David	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001838216-21-000001	1	Strom Motors Inc.	Pratik Gupta	CEO
0001746059-21-000115	1	Roast Umber, LLC	Bradley Gakenheimer	CEO and Co-Founder
0001670254-21-000299	1	Sun & Swell Inc.	Bryan Flynn	COO & Secretary
0001670254-21-000297	1	Eat Good Do Good, Inc.	John Sorial	Founder & Managing Partner
0001746059-21-000114	1	Trouvaille Brewing Company, LLC	Cody Powell	CFO and Co-Owner
0001838793-21-000004	1	TREND Walbrook Junction Investors LLC	Lyneir Richardson	CEO of The Chicago TREND Corporation, the manager
0001827897-21-000001	1	Freeman Berkshires, LLC	Daniel Dus	As Manager, Managing Partner of Shared Estates Asset Fund, GP, the Manager of, Shared Estates Fund 1, LLC
0001665614-21-000003	1	Sharswood 1CF,LLC	J. Brian Murray	Managing member, SHARSWOOD 1, SPNSRS, LLC
0001842021-21-000003	1	Predictiv Care, Inc.	Sajung Yun	CEO, Director
0001746059-21-000113	1	Magic Valley Brewing LLC	Richard White	Owner and CoFounder
0001842021-21-000002	1	Predictiv Care, Inc.	Sajung Yun	CEO, Director
0001670254-21-000293	1	ClashTV Holdings, Inc.	Ivan Isakov	Co-Founder & CEO
0001689683-21-000001	1	OUR LIFE FOODS, INC.	Christopher Fontenot	CEO
0001730100-21-000001	1	Witnet Foundation	Daniele Levi	President
0001746059-21-000112	1	Magic Valley Brewing LLC	Richard White	Owner and CoFounder
0001850785-21-000002	1	GET TO WORK INC.	/s/James Chapman	CEO, Director
0001670254-21-000291	1	EnGen Bio, LLC	Dr. Mark Alfenito	President & CEO
0001670254-21-000290	1	The Co-Own Company LLC	Jason Lewiston	President
0001670254-21-000288	1	Two's Koa Productions LLC	Joshua Dizon	Writer and Director
0001670254-21-000287	1	Univoice Corporation	Sami Halabi	Founder | CEO
0001746059-21-000111	1	DEBELLATION BREWING CO.	David Goodell	Owner and CEO
0001665160-21-000274	1	Honeybee Burger, Inc.	Adam Weiss	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-21-000285	1	The Big Fix LLC, DBA CarLocity	Peter Difilippantonio	Founder & CEO
0001822817-21-000004	1	TFI International Sales Inc	Tae Young Lee	President
0001670254-21-000283	1	4th Ave Market Inc.	Salim Holder	Co-Founder / Chief Executive Officer
0001670254-21-000282	1	Bizfluence, Inc.	Jacob Davis	CEO
0001670254-21-000281	1	Yes Chef App, Inc.	Kevin Winston	Founder
0001849824-21-000002	1	FromScratchFood LLC	Claudia Rovegno	Co-Owner
0001670254-21-000280	1	Immersed Inc.	Renji Bijoy	Founder & CEO/CTO
0001849824-21-000001	1	Thyme Management LLC	Kimberly Agnew	Owner
0001670254-21-000279	1	Treefort, LLC	Eric Gilbert	Festival Director, Talent Buyer, Co-Founder
0001213900-21-014507	1	Work Hard Play Hard Train Hard, Inc.	/s/ William Zanker	Chief Executive Officer, President and Director
0001533849-21-000002	1	Oscilla Power, Inc.	/s/ BALAKRISHNAN NAIR	PRESIDENT & CTO
0001670254-21-000277	1	HYYH Co.	Marina Tran-Vu	Founder & CEO
0001670254-21-000275	1	Reset Button Inc.	Rob Hunter	CEO
0001669191-21-000258	1	BBQ IN THE PARK, INC.	Blaine Patterson	Principal Executive Officer
0001669191-21-000256	1	3rdDegree, LLC	Shauna Holland	Principal Executive Officer
0001669191-21-000254	1	Carii, Inc.	Denise Hayman-Loa	Principal Executive Officer
0001669191-21-000252	1	Ontacad, Inc.	Medhat Ahmed	Principal Executive Officer
0001669191-21-000250	1	ReelwUrld, Inc	Jan  Lucanus	Principal Executive Officer
0001669191-21-000248	1	TrippBio, Inc.	Billy Meadow	Principal Executive Officer
0001669191-21-000246	1	Defynance Holdings, Inc.	Farrukh Siddiqui	Principal Executive Officer
0001669191-21-000244	1	Monetran, LLC	Don Bielak	Principal Executive Officer
0001669191-21-000242	1	Transparent Path spc	Eric Weaver	Principal Executive Officer
0001669191-21-000239	1	PetroFunders Inc.	Ryan Werking	Principal Executive Officer
0001669191-21-000237	1	BNNano, Inc.	Steve Wilcenski	Principal Executive Officer
0001669191-21-000233	1	Hubsai, Inc.	Mike Ghodoosian	Principal Executive Officer
0001669191-21-000231	1	Timed Health Corporation	James  Applebach	Principal Executive Officer
0001670254-21-000273	1	Red Hat Coffee	James Darenkamp	Cofounder & CFO
0001808550-21-000015	1	Latin Dead LLC	Brenden Tacon	Managing Member
0001746059-21-000110	1	DEBELLATION BREWING CO.	David Goodell	Owner and CEO
