ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001669191-21-000975	1	Dennis  Dresser	Principal Executive Officer	2021-09-29
0001669191-21-000973	1	Barbara A Grimm	Principal Executive Officer	2021-09-29
0001669191-21-000973	3	Barbara A Grimm	Board Member	2021-09-29
0001669191-21-000973	2	Edwin Baldry	Board Member	2021-09-29
0001746059-21-000480	1	Joshua Cannon	Owner and COO	2021-09-29
0001665160-21-001723	1	Braden Reiber	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-29
0001669191-21-000971	1	Francis Speiser	Principal Executive Officer	2021-09-29
0001669191-21-000971	2	Gunnar Link	Principal Financial Officer	2021-09-29
0001669191-21-000971	8	Byron  Galbraith	Board Member	2021-09-29
0001669191-21-000971	7	Francis Speiser	Board Member	2021-09-29
0001669191-21-000971	6	Rob May	Board Member	2021-09-29
0001669191-21-000971	3	Gunnar Link	Principal Accounting Officer	2021-09-29
0001669191-21-000971	4	Rudina Seseri	Board Member	2021-09-29
0001669191-21-000971	5	Brady Bohrmann	Board Member	2021-09-29
0001665160-21-001722	1	Vipin Jain	CEO, Principal Executive Officer and Director, Principal Financials Officer, and Principal Accounting Officer.	2021-09-29
0001665160-21-001721	1	Joanne Rodriguez	CEO, Principal Executive Officer and Director, President ,Principal Financial Officer, Principal Accounting Officer, Secretary and Treasurer	2021-09-29
0001665160-21-001719	1	Miguel Ayala	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-28
0001665160-21-001716	1	Howie Busch	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-28
0001779569-21-000002	1	Srini Katta	President, CEO	2021-09-29
0001665160-21-001713	1	Larry Hightower	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-09-28
0001665160-21-001711	1	Jay Scales	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-28
0001669191-21-000969	3	Keith  Gober	Principal Accounting Officer	2021-09-28
0001669191-21-000969	4	Keith  Gober	Board Member	2021-09-28
0001669191-21-000969	1	Keith  Gober	Principal Executive Officer	2021-09-28
0001669191-21-000969	5	Alex  Dowdy	Board Member	2021-09-28
0001669191-21-000969	2	Alex  Dowdy	Principal Financial Officer	2021-09-28
0001091818-21-000133	1	/s/ Sandra (Demeria) Brossart	President	2021-09-28
0001669191-21-000966	6	Antonio Dutra	Board Member	2021-09-28
0001669191-21-000966	1	Stuart Alexander	Principal Executive Officer	2021-09-28
0001669191-21-000966	2	Stuart Alexander	Principal Financial Officer	2021-09-28
0001669191-21-000966	3	Stuart Alexander	Principal Accounting Officer	2021-09-28
0001669191-21-000966	4	Michael Hennesy	Board Member	2021-09-28
0001669191-21-000966	5	Stuart Alexander	Board Member	2021-09-28
0001665160-21-001709	1	Rhett Ross	Principal Executive Officer	2021-09-28
0001881328-21-000001	1	Gregory Mitchell	CEO	2021-09-28
0001665160-21-001707	1	Jim Mullen	President and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-28
0001665160-21-001706	1	Panagiotis Moutafis, Ph.D.	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-28
0001644600-21-000103	3	Terri Lubaroff	Director	2021-09-28
0001644600-21-000103	1	Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer and Treasurer	2021-09-28
0001644600-21-000103	2	Jeff Annison	Director	2021-09-28
0001873727-21-000001	1	Brian Holt	Chief Executive Officer	2021-09-28
0001873727-21-000001	2	Phillip Grimm	Director	2021-09-28
0001873727-21-000001	4	Dinesh Patel	Director	2021-09-28
0001873727-21-000001	5	Kelly Powers	Director	2021-09-28
0001873727-21-000001	3	Jim Hotaling	Director	2021-09-28
0001669191-21-000963	5	Antoine Allain	Board Member	2021-09-28
0001669191-21-000963	6	Eve Mitchell	Board Member	2021-09-28
0001669191-21-000963	7	Stephanie Haak	Board Member	2021-09-28
0001669191-21-000963	9	Khalid Taylor	Board Member	2021-09-28
0001669191-21-000963	10	Ray Young	Board Member	2021-09-28
0001669191-21-000963	8	Ratna Madeka	Board Member	2021-09-28
0001669191-21-000963	1	Fabrice Allain	Principal Executive Officer	2021-09-28
0001669191-21-000963	2	Antoine Allain	Principal Financial Officer	2021-09-28
0001669191-21-000963	3	Eve Mitchell	Principal Accounting Officer	2021-09-28
0001669191-21-000963	4	Fabrice Allain	Board Member	2021-09-28
0001669191-21-000961	1	Jimmy Ezzell	Principal Executive Officer	2021-09-28
0001669191-21-000961	2	Jimmy Ezzell	Board Member	2021-09-28
0001669191-21-000959	2	Kauffman Scott	Principal Financial Officer	2021-09-28
0001669191-21-000959	1	Kauffman Scott	Principal Executive Officer	2021-09-28
0001669191-21-000959	3	Kauffman Scott	Principal Accounting Officer	2021-09-28
0001669191-21-000959	4	Kauffman Scott	Board Member	2021-09-28
0001752964-21-000002	1	Samuel W. Bogoch	CEO	2021-09-28
0001746059-21-000479	1	Sara Gayle McConnell	VP Operations	2021-09-28
0001746059-21-000478	1	Marlo Sandler	Owner and CoFounder	2021-09-28
0001885068-21-000001	1	Jasmyn Reddicks	President	2021-09-28
0001885073-21-000001	2	Kevin Mesiab	Board member	2021-09-28
0001885073-21-000001	3	Jacob Dobie	Board member	2021-09-28
0001885073-21-000001	1	Elvis Nuno	President	2021-09-28
0001858421-21-000005	1	Brian Schardt	Director	2021-09-27
0001670254-21-001087	1	Saar Gur	Director	2021-09-27
0001746059-21-000476	1	Diana Blaylock	Owner and Founder	2021-09-27
0001746059-21-000477	1	Angela Morales	Owner	2021-09-27
0001746059-21-000475	1	James Martin	Chef/Owner	2021-09-27
0001670254-21-001087	2	Immad Akhund	CEO	2021-09-24
0001665160-21-001705	1	Adam Weiss	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-27
0001091818-21-000126	1	/s/ Paul Malec	President	2021-09-27
0001746059-21-000474	1	Dominic Pirozzolo	Owner	2021-09-27
0001665160-21-001704	1	Angela Benton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-27
0001746059-21-000473	1	Wendell Orphe	Owner and CoFounder	2021-09-27
0001746059-21-000472	1	Waldemar Caraballo Bauza	Owner and CoFounder	2021-09-27
0001670254-21-001085	3	Jennifer Strout	CEO & Founder	2021-09-17
0001670254-21-001085	2	Luke Getto	Board member	2021-09-17
0001670254-21-001085	1	Jennifer Strout	CEO & Founder	2021-09-20
0001746059-21-000471	1	Federico Ignacio Oreamuno	CEO	2021-09-27
0001833112-21-000006	1	/s/ Konrad Dabrowski	Treasurer, Secretary, and CFO	2021-09-27
0001665160-21-001702	1	Omri Shafran	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-09-27
0000897069-21-000509	2	/s/ Jeremy Bauman	Director	2021-09-27
0000897069-21-000509	1	/s/ Grant Gillary	Director, Chief Technical Officer	2021-09-27
0001746059-21-000470	1	Quinn Bartlett	CEO	2021-09-27
0001884060-21-000005	1	Felipe Crespo	Owner	2021-09-27
0001837613-21-000006	1	James Jones	CEO	2021-09-27
0001665160-21-001701	1	Harrison Gross	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-27
0001517990-21-000004	1	Troy Davis	CEO	2021-09-27
0001884060-21-000004	1	Shawn Kidwell	Co-Owner	2021-09-27
0001884060-21-000003	1	Shawn Kidwell	Co-owner	2021-09-27
0001837613-21-000005	1	Mauricio Rioseco	Director	2021-09-27
0001746059-21-000469	1	Christopher Brown	Owner and CoFounder	2021-09-27
0001827389-21-000005	1	Perry Woodin	CEO	2021-09-27
0001827389-21-000005	2	Sean Ryan	CTO	2021-09-27
0001827389-21-000004	2	Sean Ryan	CTO	2021-09-27
0001827389-21-000004	1	Perry Woodin	CEO	2021-09-27
0001497130-21-000006	1	Frank Igwealor	CEO	2021-09-27
0001884060-21-000002	1	Shawn Kidwell	Co-Owner	2021-09-27
0001665160-21-001700	1	Emanuel Papadakis	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-09-24
0001017386-21-000429	1	/s/ Lorenzo Luciano Piceni	President	2021-09-24
0001746059-21-000468	1	Colleen Marlett	Owner	2021-09-24
0001746059-21-000467	1	John Fredericks	Owner and Founder	2021-09-24
0001665160-21-001699	1	Peter Budlong	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-24
0001866215-21-000003	1	Faiez Rana	Manager	2021-09-24
0001866215-21-000003	2	Heather Emerson	Manager	2021-09-24
0001874824-21-000003	1	Alison Mears	President	2021-09-24
0001736664-21-000025	1	Joseph Daniluk by Sean Fuellhart POA	CEO	2021-09-24
0001856715-21-000004	1	Robert J. Selfridge	President & CEO	2021-09-24
0001856715-21-000004	2	Jamie Holt	Chief Operating Officer	2021-09-24
0001856715-21-000004	3	Tom Leonard	Director	2021-09-24
0001665160-21-001697	1	Nicolas Billaud	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-24
0001665160-21-001697	2	Vincent Poudras	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-24
0001670254-21-001082	2	Adam Maltais	CEO	2021-09-22
0001670254-21-001082	3	Adam Maltais	Co-Founder / CEO	2021-09-21
0001670254-21-001082	1	Ray Lee	Head of Product	2021-09-23
0001665160-21-001694	1	Brent Oster	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-09-24
0001665160-21-001693	1	Harrison Gross	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-24
0001746059-21-000466	1	Todd Stern	Owner and Founder	2021-09-24
0001884217-21-000001	1	Anthony J. Caiola	managing member	2021-09-24
0001669191-21-000957	1	John  Adamson, Jr.,	Principal Executive Officer	2021-09-24
0001669191-21-000957	3	John  Adamson, Jr.,	Principal Accounting Officer	2021-09-24
0001669191-21-000957	5	Kathyrn Smith	Board Member	2021-09-24
0001669191-21-000957	4	Catherine Bryant	Board Member	2021-09-24
0001669191-21-000957	2	John  Adamson, Jr.,	Principal Financial Officer	2021-09-24
0001746059-21-000465	1	Tae Kang	Owner	2021-09-24
0001669191-21-000955	5	Charles Mueller	Board Member	2021-09-10
0001669191-21-000955	4	Timothy  Bennett	Board Member	2021-09-10
0001669191-21-000955	2	Charles Mueller	Principal Financial Officer	2021-09-10
0001669191-21-000955	1	Jeff Sutherland	Principal Executive Officer	2021-09-10
0001669191-21-000955	3	Charles Mueller	Principal Accounting Officer	2021-09-10
0001746059-21-000464	1	Ibraheem Abdul-Malik	Owner and Founder	2021-09-24
0001834402-21-000007	1	Darin Hickman by Sean Fuellhart POA	CEO	2021-09-24
0001669191-21-000953	3	Eric Weaver	Principal Accounting Officer	2021-09-24
0001669191-21-000953	4	Eric Weaver	Board Member	2021-09-24
0001669191-21-000953	2	Eric Weaver	Principal Financial Officer	2021-09-24
0001669191-21-000953	1	Eric Weaver	Principal Executive Officer	2021-09-24
0001669191-21-000953	5	Mark Kammerer	Board Member	2021-09-24
0001665160-21-001691	1	Branden Criss	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-09-23
0001017386-21-000420	1	Shelli Fields	President	2021-09-23
0001017386-21-000417	1	Sandra (Demeria) Brossart	President	2021-09-22
0001665160-21-001689	1	Sean Simmons	President, CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-23
0001665160-21-001688	1	Daniel Mena	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-23
0001858449-21-000003	1	Daniel Estoque	Founder and CEO	2021-09-23
0001665160-21-001687	1	Luke Tipple	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-23
0001746059-21-000463	1	Jamal Jackson	Owner and Operator	2021-09-23
0001669191-21-000950	4	Jeff Chambers	Board Member	2021-09-23
0001669191-21-000950	2	David Norris	Principal Financial Officer	2021-09-23
0001669191-21-000950	1	David Norris	Principal Executive Officer	2021-09-23
0001669191-21-000950	5	David Norris	Board Member	2021-09-23
0001669191-21-000950	3	David Norris	Principal Accounting Officer	2021-09-23
0001669191-21-000948	6	Daniel Diaz	Board Member	2021-09-23
0001669191-21-000948	5	Judy  Deuchar	Board Member	2021-09-23
0001669191-21-000948	4	Hilary Joy  Diaz	Board Member	2021-09-23
0001669191-21-000948	3	Hilary Joy  Diaz	Principal Accounting Officer	2021-09-23
0001669191-21-000948	1	Hilary Joy  Diaz	Principal Executive Officer	2021-09-23
0001669191-21-000948	2	Hilary Joy  Diaz	Principal Financial Officer	2021-09-23
0001669191-21-000946	4	James Buchanan	Board Member	2021-09-23
0001669191-21-000946	3	James Buchanan	Principal Accounting Officer	2021-09-23
0001669191-21-000946	2	James Buchanan	Principal Financial Officer	2021-09-23
0001669191-21-000946	1	James Buchanan	Principal Executive Officer	2021-09-23
0001669191-21-000944	5	Raju Panjwani	Board Member	2021-09-23
0001669191-21-000944	3	Raju Panjwani	Principal Accounting Officer	2021-09-23
0001669191-21-000944	2	Raju Panjwani	Principal Financial Officer	2021-09-23
0001669191-21-000944	1	Raju Panjwani	Principal Executive Officer	2021-09-23
0001669191-21-000944	4	Triccia Ramos	Board Member	2021-09-23
0001669191-21-000942	5	Tim Tight	Board Member	2021-09-23
0001669191-21-000942	6	Andrew   Tight	Board Member	2021-09-23
0001669191-21-000942	4	Kyle Haley	Board Member	2021-09-23
0001669191-21-000942	3	Tim Tight	Principal Accounting Officer	2021-09-23
0001669191-21-000942	2	Tim Tight	Principal Financial Officer	2021-09-23
0001669191-21-000942	1	Andrew   Tight	Principal Executive Officer	2021-09-23
0001665160-21-001685	1	George Beardsley	CEO, Principal Executive Officer and Director	2021-09-23
0001674521-21-000002	1	John Uke	CEO	2021-09-23
0001882521-21-000002	1	Felipe Crespo	President	2021-09-23
0001665160-21-001684	1	Rolan Reichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-22
0001860502-21-000003	1	Adrien Chatillon	Director	2021-09-22
0001665160-21-001683	1	Jacques Beaudry Losique	PRESIDENT, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-22
0001817343-21-000006	1	Malorie La Fuente by Sean Fuellhart POA	CEO	2021-09-22
0001746059-21-000462	1	Tiffany Pauldon	Owner and Founder	2021-09-22
0001669191-21-000940	2	Monica Brady	Principal Financial Officer	2021-09-22
0001669191-21-000940	4	Monica Brady	Board Member	2021-09-22
0001669191-21-000940	5	Evelyn Watters	Board Member	2021-09-22
0001669191-21-000940	3	Evelyn Watters	Principal Accounting Officer	2021-09-22
0001669191-21-000940	1	Evelyn Watters	Principal Executive Officer	2021-09-22
0001670254-21-001080	1	Eric Janszen	Co-founder and CEO	2021-09-21
0001665160-21-001681	1	Robert Page	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-22
0001746059-21-000461	1	John Ellett	Owner	2021-09-22
0001746059-21-000460	1	Caitlin Olsen	Owner and Founder	2021-09-22
0001802405-21-000008	1	Tiffany Kelly	CEO & Director	2021-09-21
0001670254-21-001077	2	Henry Schwartz	President & Founder	2021-09-21
0001670254-21-001077	1	Andrew Gierczak	Vice President & Founder	2021-09-21
0001670254-21-001079	1	Alexander Irvine	CEO	2021-09-21
0001670254-21-001079	2	John Jung	CMO	2021-09-21
0001665160-21-001680	2	Timothy A. Hylas	Principal Financial Officer and Principal Accounting Officer	2021-09-21
0001665160-21-001680	1	Chris Outwater	CEO, Principal Executive Officer and Director	2021-09-21
0001665160-21-001679	1	Chris Outwater	CEO, Principal Executive Officer and Director	2021-09-21
0001665160-21-001679	2	Timothy A. Hylas	Principal Financial Officer and Principal Accounting Officer	2021-09-21
0001669191-21-000938	1	John Bauman	Principal Executive Officer	2021-09-21
0001669191-21-000938	5	Marshall Kaplan Ph.D.	Board Member	2021-09-21
0001669191-21-000938	4	John Bauman	Board Member	2021-09-21
0001669191-21-000938	3	John Bauman	Principal Accounting Officer	2021-09-21
0001669191-21-000938	2	John Bauman	Principal Financial Officer	2021-09-21
0001665160-21-001677	1	Dr. Terry Zickerman	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-09-21
0001669191-21-000935	2	Patrick Adam Carlton	Principal Financial Officer	2021-09-21
0001669191-21-000935	1	Patrick Adam Carlton	Principal Executive Officer	2021-09-21
0001669191-21-000935	3	Patrick Adam Carlton	Principal Accounting Officer	2021-09-21
0001665160-21-001676	1	Reza Khademi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-21
0001883607-21-000001	1	George Belham	President, Great American Holdings LLC	2021-09-21
0001883607-21-000001	2	Michelle Braga	Acquisitions Manager	2021-09-21
0001883607-21-000001	3	Rick Amos	Operations Manager, Great American Holdings LLC	2021-09-21
0001669191-21-000933	9	Pasquale Lavacca	Board Member	2021-09-21
0001669191-21-000933	8	Kenneth Reardon	Board Member	2021-09-21
0001669191-21-000933	7	Carlo Rossato	Board Member	2021-09-21
0001669191-21-000933	6	Nicolette Keith	Board Member	2021-09-21
0001669191-21-000933	5	Vincenzo DePalma	Board Member	2021-09-21
0001669191-21-000933	4	Rodney Reum	Board Member	2021-09-21
0001669191-21-000933	3	Yu-Cheng (Mike) Kao	Principal Accounting Officer	2021-09-21
0001669191-21-000933	1	Rodney Reum	Principal Executive Officer	2021-09-21
0001669191-21-000933	2	Nicolette Keith	Principal Financial Officer	2021-09-21
0001864316-21-000001	1	Pierluigi Mantovani	Director	2021-09-21
0001864316-21-000001	2	Juan Rodriguez	Director	2021-09-21
0001871266-21-000003	1	Carolyn Potz	Manager	2021-09-21
0001883302-21-000001	1	Doron Petersan	President and Owner	2021-09-21
0001871266-21-000001	2	Kc Princess Guesdan	Manager	2021-09-21
0001871266-21-000001	1	Parikshit Guhabiswas	Manager	2021-09-21
0001882854-21-000003	1	Joshua Esnard	Founder and CEO	2021-09-17
0001884060-21-000001	1	Shawn Kidwell	Co-Owner	2021-09-21
0001665160-21-001674	1	Carl Tautenhahn	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-21
0001746059-21-000459	1	Adam Dziki	Owner and CoFounder	2021-09-21
0001746059-21-000458	1	Anne-Marie Fanakra Godfrey	Owner and Founder	2021-09-21
0001883343-21-000001	1	Bettina Stern	Principal and Co-Founder	2021-09-21
0001670254-21-001076	2	Nick Tommarello	Founder & CEO	2021-08-17
0001670254-21-001076	1	Greg Belote	Founder & CTO	2021-08-17
0001774003-21-000002	1	William McGuire	CEO	2021-09-20
0001746059-21-000457	1	Kaleb Green	Owner and CEO	2021-09-20
0001746059-21-000456	1	Krutar Patel	Member Manager	2021-09-20
0001669191-21-000931	1	Dwi Sutandar	Director	2021-09-20
0001665160-21-001672	1	Steven Luttmann	CEO/Director	2021-09-20
0001017386-21-000407	1	/s/ Joseph C Passalaqua	President	2021-09-17
0001670254-21-001071	1	Eric Janszen	Co-founder and CEO	2021-09-16
0001817343-21-000005	1	Malorie La Fuente by Sean Fuellhart POA	CEO	2021-09-20
0001665160-21-001670	1	Sean Hacking	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-20
0001669191-21-000930	3	Jack McDaniel	Principal Accounting Officer	2021-09-20
0001669191-21-000930	1	Jack McDaniel	Principal Executive Officer	2021-09-20
0001669191-21-000930	4	Kevin Donahue	Board Member	2021-09-20
0001669191-21-000930	2	Jack McDaniel	Principal Financial Officer	2021-09-20
0001669191-21-000930	6	Jackey  Lee	Board Member	2021-09-20
0001669191-21-000930	5	Jack McDaniel	Board Member	2021-09-20
0001669191-21-000928	2	Dermell Brunson	Principal Financial Officer	2021-09-20
0001669191-21-000928	1	Dermell Brunson	Principal Executive Officer	2021-09-20
0001669191-21-000928	3	Dermell Brunson	Principal Accounting Officer	2021-09-20
0001669191-21-000928	4	Dermell Brunson	Board Member	2021-09-20
0001669191-21-000928	5	Ezekiel Jackson	Board Member	2021-09-20
0001669191-21-000926	6	Xugang Li	Board Member	2021-09-20
0001669191-21-000926	1	Dennis  Dresser	Principal Executive Officer	2021-09-20
0001669191-21-000926	2	Bruce  Weber	Principal Financial Officer	2021-09-20
0001669191-21-000926	3	Bruce  Weber	Principal Accounting Officer	2021-09-20
0001669191-21-000926	4	Dennis  Dresser	Board Member	2021-09-20
0001669191-21-000926	5	Bruce  Weber	Board Member	2021-09-20
0001669191-21-000924	2	DWAYNE SAMUELS	Principal Financial Officer	2021-09-20
0001669191-21-000924	3	NATASHA SEAY	Principal Accounting Officer	2021-09-20
0001669191-21-000924	4	DWAYNE SAMUELS	Board Member	2021-09-20
0001669191-21-000924	5	NATASHA SEAY	Board Member	2021-09-20
0001669191-21-000924	1	DWAYNE SAMUELS	Principal Executive Officer	2021-09-20
0001665160-21-001668	1	Steven Luttmann	CEO/Director	2021-09-20
0001665160-21-001666	1	Sean Hacking	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-09-20
0001882217-21-000001	1	Dannette Antes	Co-Owner	2021-09-20
0001669191-21-000922	6	James Breyer	Board Member	2021-09-20
0001669191-21-000922	1	James Breyer	Principal Executive Officer	2021-09-20
0001669191-21-000922	2	James Breyer	Principal Financial Officer	2021-09-20
0001669191-21-000922	3	James Breyer	Principal Accounting Officer	2021-09-20
0001669191-21-000922	4	Greg Weber	Board Member	2021-09-20
0001669191-21-000922	5	Julie Tolley	Board Member	2021-09-20
0001669191-21-000919	6	Brian Spangle	Board Member	2021-09-20
0001669191-21-000919	5	Julianna  Smoot	Board Member	2021-09-20
0001669191-21-000919	1	Lonnie Johnson	Principal Executive Officer	2021-09-20
0001669191-21-000919	2	Julianna  Smoot	Principal Financial Officer	2021-09-20
0001669191-21-000919	3	Brian Spangle	Principal Accounting Officer	2021-09-20
0001669191-21-000919	4	Lonnie Johnson	Board Member	2021-09-20
0001670254-21-001064	1	Maria Cebrian	Co-Founder and CEO	2021-09-17
0001670254-21-001061	1	Chris Rumper	CEO	2021-09-17
0001670254-21-001061	2	Stanley Glover	Treasurer	2021-09-17
0001670254-21-001061	3	Chris Rumper	CEO	2021-09-17
0001670254-21-001061	4	Pocket Properties	Co-Founder & Chief Operations Officer	2021-09-17
0001670254-21-001058	1	Samuel Pro	CEO/CTO	2021-09-16
0001670254-21-001058	2	David Rogers	Director	2021-09-16
0001670254-21-001058	3	Samuel Pro	Director	2021-09-16
