ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001421744-21-000001	3	Gaetano Scuderi, MD	Director	2021-03-24
0001421744-21-000001	2	Gordon Ramseier	Director	2021-03-24
0001747584-21-000008	1	Alexander Blackmer	Manager	2021-03-22
0001670254-21-000377	1	Ebetuel Pallares	Member of the Board	2021-03-24
0001670254-21-000377	2	Lawrence Chavez	CEO	2021-03-24
0001670254-21-000376	2	John Sorial	Founder & Managing Partner	2021-03-24
0001670254-21-000376	1	Mark Guirgis	CFO	2021-03-24
0001835612-21-000004	3	Ryan Vet	Manager	2021-03-24
0001835612-21-000004	2	Eric Porper	Manager	2021-03-24
0001835612-21-000004	1	William McGuire	CEO	2021-03-24
0001670254-21-000375	2	James Tulin	CEO	2021-03-14
0001670254-21-000375	1	Joseph W Hipple III	Director	2021-03-14
0001670254-21-000374	3	Luke Thorssen	Founder and CEO	2021-01-19
0001670254-21-000374	4	Robert W. Thorssen	Director	2021-01-19
0001670254-21-000374	2	Luke Thorssen	Founder and CEO	2021-01-19
0001670254-21-000374	1	LeRoy Thorssen	Co-Founder and COO	2021-01-19
0001670254-21-000374	5	Luke Thorssen	Founder and CEO	2021-01-19
0001670254-21-000373	1	Aileen Rodriguez	Vice President- Co Founder	2021-03-23
0001670254-21-000373	2	Alan Mehrez	Director	2021-03-23
0001670254-21-000373	3	Shai Newman	CTO	2021-03-23
0001670254-21-000373	4	Gil Ilutowich	CEO	2021-03-21
0001670254-21-000373	5	Ilan Goldberg	Co-founder and COO	2021-03-21
0001773714-21-000001	1	Oleg Cheine	CEO	2021-03-24
0001746386-21-000001	1	Elizabeth Turrigiano	President	2021-03-24
0001746386-21-000001	2	Sarah Edwards	CFO	2021-03-24
0001746386-21-000001	3	Marta Baumann	COO	2021-03-24
0001670254-21-000372	1	Nathan Kivi	Founder & CEO	2021-03-22
0001670254-21-000371	1	Peter Shiao	Founder & CEO	2021-03-23
0001853045-21-000001	1	Ednamae Gaines	Owner	2021-03-24
0001669191-21-000305	4	Teague Egan	Board Member	2021-03-24
0001669191-21-000305	1	Teague Egan	Principal Executive Officer	2021-03-24
0001669191-21-000305	2	Robert Wowk	Principal Financial Officer	2021-03-24
0001669191-21-000305	3	Robert Wowk	Principal Accounting Officer	2021-03-24
0001670254-21-000370	1	Brian Johnson	Founder + CE	2021-03-24
0001665160-21-000350	1	Adrian Solgaard	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-03-23
0001670254-21-000367	1	Brian Johnson	Founder + CE	2021-03-23
0001825788-21-000001	1	Joseph Callatine	President/CEO	2021-03-23
0001670254-21-000365	1	Joseph E. Lavin	Board Member	2021-03-23
0001670254-21-000365	3	Matthew Moss	Chief Development Officer	2021-03-23
0001670254-21-000365	4	Robert Frisch	Co-Founder and CEO	2021-03-23
0001670254-21-000365	2	Mark V Lomanno	Board Member	2021-03-23
0001670254-21-000364	1	Harini Kumar	Co-Founder & COO	2020-12-04
0001670254-21-000364	2	Dave Nguyen	Co-Founder & CEO	2020-12-04
0001669191-21-000302	1	Dermell Brunson	Principal Executive Officer	2021-03-23
0001669191-21-000302	4	Dermell Brunson	Board Member	2021-03-23
0001669191-21-000302	3	Dermell Brunson	Principal Accounting Officer	2021-03-23
0001669191-21-000302	2	Dermell Brunson	Principal Financial Officer	2021-03-23
0001669191-21-000302	5	Ezekiel Jackson	Board Member	2021-03-23
0001670254-21-000363	2	Kenneth Burke	Director	2021-03-02
0001670254-21-000363	3	Deepak Goyal	CEO	2021-03-01
0001670254-21-000363	1	Alok Jain	co founder, board member	2021-03-02
0001835222-21-000003	1	Jason Ridgel	Owner	2021-03-23
0001830792-21-000008	1	James Shih	CEO, Director	2021-03-22
0001830792-21-000008	2	Ken Hwang	CLO, Chairman	2021-02-22
0001670254-21-000358	1	Kate Flynn	Cofounder & CEO	2021-03-22
0001670254-21-000358	2	Bryan Flynn	Cofounder & COO	2021-03-22
0001670254-21-000357	1	Franck Lahaye	Director and Co-founder	2021-01-14
0001670254-21-000357	2	Andrei Klochko	CEO and Co-founder	2021-01-14
0001852743-21-000001	1	Nikki Odongray	Owner	2021-03-23
0001774075-21-000001	1	Fred McGill Jr.	Director	2021-03-22
0001814663-21-000002	2	Alexander Janda	Director	2021-03-22
0001814663-21-000002	1	Roger Russell	CEO and Director	2021-03-22
0001665160-21-000348	1	Edward Vincent	Founder & CEO	2021-03-22
0001665160-21-000348	2	Michael Josephs	Director	2021-03-22
0001669191-21-000300	1	Jonah Tuckman	Principal Executive Officer	2021-03-22
0001669191-21-000300	2	Tim  Lozott	Principal Financial Officer	2021-03-22
0001669191-21-000300	3	Tim  Lozott	Principal Accounting Officer	2021-03-22
0001669191-21-000300	4	Jonah Tuckman	Board Member	2021-03-22
0001669191-21-000300	5	Cole  Johnson	Board Member	2021-03-22
0001774075-21-000001	2	Jeremy Gamble	Director	2021-03-22
0001774075-21-000001	3	Randall Lee McGill	Director	2021-03-22
0001665160-21-000349	1	Emmet O'Brien	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-03-22
0001814663-21-000002	3	Troy Russell	Director	2021-03-22
0001665160-21-000345	1	Jeffrey C. Carleton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-03-22
0001669191-21-000298	4	Joseph Smith	Board Member	2021-03-22
0001669191-21-000298	3	Doug Marcille	Board Member	2021-03-22
0001669191-21-000298	2	Reid Goldstein	Board Member	2021-03-22
0001669191-21-000298	1	Doug Marcille	Principal Executive Officer	2021-03-22
0001669191-21-000298	5	Steve Spiro	Board Member	2021-03-22
0001796060-21-000003	1	Michael Lloyd	CEO	2021-03-22
0001796060-21-000003	2	Michelle Lloyd	CPO	2021-03-22
0001669191-21-000296	7	Lawrence Toll	Board Member	2021-03-22
0001669191-21-000296	8	Timmy Chou	Board Member	2021-03-22
0001669191-21-000296	5	John Lawson	Board Member	2021-03-22
0001669191-21-000296	2	Timmy Chou	Principal Financial Officer	2021-03-22
0001669191-21-000296	1	William W Crossman	Principal Executive Officer	2021-03-22
0001669191-21-000296	3	Timmy Chou	Principal Accounting Officer	2021-03-22
0001669191-21-000296	4	William W Crossman	Board Member	2021-03-22
0001669191-21-000296	6	Chris Tew	Board Member	2021-03-22
0001851491-21-000003	3	Gene Song	Chief Revenue Officer	2021-03-22
0001851491-21-000003	1	Mark Lynn	Chief Executive Officer	2021-03-22
0001851491-21-000003	2	Morgan McLachlan	Chief Product Officer	2021-03-22
0001835070-21-000001	1	Todd Albert	CEO	2021-03-22
0001665160-21-000335	1	Andrew Nimmich	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-03-22
0001784242-21-000002	1	Jina Osumi	CEO	2021-03-22
0001750307-21-000001	1	Greg Reaves	Managing Member of Manager, Mosaic Development Partners LLC	2021-03-22
0001813475-21-000001	2	Deepansh Jain	Chief Technology Officer	2021-03-22
0001813475-21-000001	1	Mihnea Iustinian Chis	Chief Executive Officer, Director	2021-03-22
0001843648-21-000004	3	David Zeng	CTO & Director	2021-03-22
0001843648-21-000004	2	Jesse Zhang	CPO & Director	2021-03-22
0001843648-21-000004	1	Neal Jean	CEO & Director	2021-03-22
0001814787-21-000002	1	Sean Sandona	Director	2021-03-19
0001836323-21-000002	1	Sohrob Farudi	CEO, Manager	2021-03-19
0001836307-21-000003	1	Sohrob Farudi	CEO, Manager	2021-03-19
0001836320-21-000002	1	Sohrob Farudi	CEO, Manager	2021-03-19
0001836325-21-000002	1	Sohrob Farudi	CEO, Manager	2021-03-19
0001670254-21-000346	1	Hal Adams	Director	2021-03-18
0001670254-21-000346	2	Tyler Harris	Vice President	2021-03-18
0001670254-21-000346	3	Chad Webster	President	2021-03-18
0001670254-21-000346	4	Trevor Bates	CEO	2021-03-18
0001841565-21-000001	1	Brian (Youngil) Cho	Director	2021-03-19
0001841565-21-000001	2	Erikc Perez-Perez	Director	2021-03-19
0001841565-21-000001	3	Peter Moeckel	Director	2021-03-19
0001671941-21-000004	2	Patrick Reilly	CFO	2021-03-19
0001671941-21-000004	1	Neal Harmon	CEO and Director	2021-03-19
0001671941-21-000004	4	Dalton Wright	Director	2021-03-19
0001671941-21-000004	3	Paul Ahlstrom	Director	2021-03-19
0001669191-21-000288	4	Rudina Seseri	Board Member	2021-03-19
0001669191-21-000288	3	Gunnar Link	Principal Accounting Officer	2021-03-19
0001669191-21-000288	5	Brady Bohrmann	Board Member	2021-03-19
0001669191-21-000288	6	Rob May	Board Member	2021-03-19
0001669191-21-000288	2	Gunnar Link	Principal Financial Officer	2021-03-19
0001669191-21-000288	8	Byron  Galbraith	Board Member	2021-03-19
0001669191-21-000288	7	Francis Speiser	Board Member	2021-03-19
0001669191-21-000288	1	Francis Speiser	Principal Executive Officer	2021-03-19
0001746059-21-000127	1	James McGuffin	Owner and Founder	2021-03-19
0001746059-21-000126	2	Ursula Gaymes	COO	2021-03-19
0001746059-21-000126	1	Marina Gibbs Olanipekun	CEO	2021-03-19
0001644600-21-000012	1	Jacob Ner-David	CEO	2021-03-19
0001670254-21-000345	1	John Worthington	CEO	2021-03-19
0001670254-21-000345	2	Todd Fiore	President	2021-03-19
0001670254-21-000345	3	Danny Hinkle	Co-Founder, COO	2021-03-19
0001669191-21-000286	1	Jonah Tuckman	Principal Executive Officer	2021-03-19
0001669191-21-000286	2	Tim  Lozott	Principal Financial Officer	2021-03-19
0001669191-21-000286	4	Jonah Tuckman	Board Member	2021-03-19
0001669191-21-000286	5	Cole  Johnson	Board Member	2021-03-19
0001669191-21-000286	3	Tim  Lozott	Principal Accounting Officer	2021-03-19
0001852185-21-000001	1	Simon Huntley	CEO	2021-03-19
0001746059-21-000125	1	Kenneth Walker	President	2021-03-19
0001665160-21-000334	1	Dustin Feider	CEO, Principal Executive Officer and Director	2021-03-19
0001665160-21-000333	1	Robert LaBelleRobert LaBelle	CEO, Principal Executive Officer and Director	2021-03-19
0001644600-21-000011	1	Jacob Ner-David	CEO	2021-03-19
0001841741-21-000002	1	Douglas Yau	Board Chairman	2021-03-19
0001665160-21-000332	1	Brandon Perry	CEO, Principal Executive Officer and Director	2021-03-19
0001665160-21-000332	2	Scott Hansen	COO, CFO, Principal Financial Officer, Principal Accounting Officer and Director	2021-03-19
0001670254-21-000342	1	Nicole Johnson	Co-Founder	2021-03-18
0001670254-21-000342	2	Joseph De Perio	Chairman of the Board	2021-03-18
0001665160-21-000330	1	Dele Atanda	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-03-19
0001670254-21-000340	7	Valerie Bendish	Founder, CEO	2021-03-15
0001670254-21-000340	6	LeAnne Campbell	President, Center for Nutrition Studies	2021-03-16
0001670254-21-000340	5	Vincent S Viviani	Chief Operating Officer	2021-03-16
0001670254-21-000340	4	Tom Tancredi	Chief Technology Officer	2021-03-16
0001670254-21-000340	2	Jayne Hillman	Director/Advisor	2021-03-16
0001670254-21-000340	1	J. Morris Hicks	CEO, 4Leaf Global, LLC	2021-03-16
0001670254-21-000340	3	Kathy Svetina	CFO	2021-03-16
0001670254-21-000339	1	Sathish Pammi	Co-Founder	2021-03-17
0001670254-21-000339	2	Karl  Cadet	Co-Founder/CEO	2021-03-15
0001746059-21-000124	1	Kenneth Walker	President	2021-03-19
0001670254-21-000338	1	Rony Hage	Founder and CEO	2021-03-16
0001669191-21-000283	3	Joshua  Leavitt	Principal Accounting Officer	2021-03-19
0001669191-21-000283	4	Joshua  Leavitt	Board Member	2021-03-19
0001669191-21-000283	5	Pierre  Rogers	Board Member	2021-03-19
0001669191-21-000283	6	Jonathan Cooper	Board Member	2021-03-19
0001669191-21-000283	1	Joshua  Leavitt	Principal Executive Officer	2021-03-19
0001669191-21-000283	2	Joshua  Leavitt	Principal Financial Officer	2021-03-19
0001821328-21-000001	1	Michael Benatar	CEO, Director	2021-03-19
0001669191-21-000281	4	Christopher Suser	Board Member	2021-03-19
0001669191-21-000281	3	Christopher Suser	Principal Accounting Officer	2021-03-19
0001669191-21-000281	2	Christopher Suser	Principal Financial Officer	2021-03-19
0001669191-21-000281	1	Christopher Suser	Principal Executive Officer	2021-03-19
0001669191-21-000278	5	Bruce  Weber	Board Member	2021-03-19
0001669191-21-000278	6	Xugang Li	Board Member	2021-03-19
0001669191-21-000278	4	Dennis  Dresser	Board Member	2021-03-19
0001669191-21-000278	3	Bruce  Weber	Principal Accounting Officer	2021-03-19
0001669191-21-000278	2	Bruce  Weber	Principal Financial Officer	2021-03-19
0001669191-21-000278	1	Dennis  Dresser	Principal Executive Officer	2021-03-19
0001746059-21-000123	1	James McGuffin	Owner and Founder	2021-03-18
0001849929-21-000001	1	Paul Carlisle	Chief Executive Officer, Principal Financial Officer, Principal Accounting Officer, and Director	2021-03-18
0001849929-21-000001	2	James McConnaughay	Chief Operating Officer and Director	2021-03-18
0001665160-21-000324	1	Barry Buchholtz	President, Chief Financial Officer, Principal Financial Officer and Principal Accounting Officer, and Director	2021-03-18
0001665160-21-000324	2	Gill Hong	CEO, Principal Executive Officer and Director	2021-03-18
0001716822-21-000003	1	Sahil Lavingia	CEO and Director	2021-03-18
0001716822-21-000002	1	Richard Bronson	CEO and Director	2021-03-18
0001665160-21-000321	1	Christopher Dell'Olio	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-03-18
0001800037-21-000001	1	/Matthew K. Pelkey/	Attorney	2021-03-18
0001779469-21-000003	1	Brock Heasley	CEO	2021-03-18
0001842998-21-000004	1	Anna Baird	Owner	2021-03-18
0001842998-21-000003	1	Karyna Kerin	President	2021-03-18
0001665160-21-000319	1	Brett Jacobson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-03-18
0001477932-21-001502	1	/s/ Alberto Prieto	Chief Executive Officer, Director	2021-03-18
0001670254-21-000337	1	Nicole Johnson	Co-Founder	2021-03-18
0001670254-21-000337	2	Joseph De Perio	Chairman of the Board	2021-03-18
0001851491-21-000001	1	Mark Lynn	Chief Executive Officer	2021-03-18
0001851491-21-000001	2	Morgan McLachlan	Chief Product Officer	2021-03-18
0001851491-21-000001	3	Gene Song	Chief Revenue Officer	2021-03-18
0001671941-21-000002	1	Neal Harmon	CEO and Director	2021-03-18
0001671941-21-000002	2	Patrick Reilly	CFO	2021-03-18
0001671941-21-000002	3	Paul Ahlstrom	Director	2021-03-18
0001671941-21-000002	4	Dalton Wright	Director	2021-03-18
0001815995-21-000003	1	Adam Greenhood	CEO	2021-03-17
0001792508-21-000002	2	/s/Aliaksandr Bazhanau	Director, Treasurer, Secretary, Chief Technology Officer	2021-03-17
0001792508-21-000002	1	/s/Vitaly Bahachuk	Director, President, Chief Executive Officer	2021-03-17
