ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-22-000581	1	Satellite Displays, Inc.	Michael Williston	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000271	1	Trella Technologies Inc	Aja Atwood	CEO/Cofounder
0001665160-22-000582	1	Greenberry's Coffee Roasters, Inc.	Michael Sean Simmons	CEO and Director
0001920542-22-000001	1	Punch, Inc.	Aaron Simpson	Chief Executive Officer
0001670254-22-000269	1	Echo Mind Ai Corp.	Max Harker	Co-Founder & CEO
0001099910-22-000050	1	Spirit of Speedway LLC	Will Marotti	Manager
0001919337-22-000001	1	Innovative Recordings LLC	Charles Garris	President and Founder
0001910645-22-000002	1	Farm Fresh Mi, LLC	Christopher Lynn	President
0001669191-22-000295	1	Cust Corp.	Manuel Teixeira	Principal Executive Officer
0001665160-22-000579	1	nVIAsoft Corp	Bernard Garcia	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000129	1	Enotap LLC	Marissa Stashenko	Owner and CoFounder
0001665160-22-000578	1	Bizfluence, Inc.	Jacob Davis	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001917891-22-000001	1	Bae Bae's Kitchen LLC	Edward Lai	President
0001669191-22-000293	1	Unum Health USA, Inc.	Lisa Williams	Principal Executive Officer
0001669191-22-000292	1	The Tutelare Corporation	Rodney Reum	Principal Executive Officer
0001669191-22-000291	1	Sports Engineering, Inc.	Edward Cowle	Principal Executive Officer
0001669191-22-000290	1	Northstar Technologies Group, Inc.	Paul Inglese	Principal Executive Officer
0001669191-22-000289	1	KMX Technologies, LLC	Zachary Sadow	Principal Executive Officer
0001669191-22-000288	1	Immortal Data Incorporated	Dale Amon	Principal Executive Officer
0001669191-22-000287	1	Brain Game LS Inc.	DWAYNE SAMUELS	Principal Executive Officer
0001669191-22-000286	1	TOP UNii, Inc	Dermell Brunson	Principal Executive Officer
0001669191-22-000285	1	CARMEN TV PILOT LLC	Jaco Booyens	Principal Executive Officer
0001669191-22-000284	1	Targeted Shopping Solutions, Inc.	James Mulford	Principal Executive Officer
0001670254-22-000268	1	Envel, Inc.	Matthew Armandi	Chief Financial Officer
0001746059-22-000128	1	Happy Flower LLC	Robinson Joachin	Owner and CoFounder
0001665160-22-000575	1	DelNova, Inc.	Mary Gardner	CEO, Director/Board Member, Principal Financial Officer
0001665160-22-000573	1	WeatherFlow-Tempest, Inc.	Daniel Lyons	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000127	1	Becker Munson Industries, LLC	Ryan Becker	Managing Partner
0001746059-22-000126	1	SPORKconcepts LLC	Jeffrey Olsen	Owner and Founder
0001834769-22-000002	1	Down to Cook, Inc.	Trishna Saigal	Chief Executive Officer
0001834769-22-000005	1	Midgie's Good Cream Inc.	George Haymaker	Chief Executive Officer
0001821177-22-000001	1	Plant An App, Inc.	Bogdan Litescu	CEO & Director
0001834769-22-000003	1	Cabinet Health P.B.C.	Achal Patel	Chief Executive Officer
0001665160-22-000572	1	TalkGo, Inc.	Chandler Murch	CEO, CTO and Co-Founder
0001670254-22-000267	1	Immersed Inc.	Renji Bijoy	Founder & CEO/CTO
0001877079-22-000001	1	Brandcasters, Inc.	Tracy L. Hazzard	President and CEO
0001705050-22-000002	1	FREIGHTPAL, INC.	Christopher Dominguez	Chief Executive Officer
0001670254-22-000266	1	Coco Market Inc	Victor Charles	CFO
0001193125-22-088286	1	Hawaiian Bros Inc.	/s/ Scott Ford	President, Co-Chief Executive Officer and Director (Principal Executive Officer)
0001746059-22-000125	1	Tallgrass Pictures LLC	Jeffrey Brown	Owner
0001851385-22-000001	1	Kneevoice Inc.	Gustavo De Greiff	CEO
0001665160-22-000571	1	Bond Containers, Inc	Tamika Shari Bond	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000570	1	dexFreight Inc.	Jim Handoush	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001893079-22-000004	1	AASHNA INC.	Stephanie O'Brien	Chief Executive Officer
0001893079-22-000003	1	Xiggit, Inc.	Heather Lorraine Dawson	Chief Executive Officer and Director
0001918895-22-000003	1	Digital Frontier Marketing Inc.	Robert Cefail by Sean Fuellhart POA	CEO
0001919365-22-000001	1	Mihalko Medical LLC	Rosemary Mihalko	CEO
0001665160-22-000569	1	NanoVMs, Inc.	Ian Eyberg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-22-000269	1	Petzey Technology, Inc.	Mike Ortega	Principal Executive Officer
0001746059-22-000124	1	WeHa Brewing Co LLC	Cody McCormack	Owner and Founder
0001845329-22-000003	1	Midgie's Good Cream Inc.	George Haymaker	Chief Executive Officer
0001918895-22-000002	1	Digital Frontier Marketing Inc.	Robert Cefail by Sean Fuellhart POA	CEO
0001669191-22-000265	1	Orbital Assembly Corporation	Rhonda Stevenson	Principal Executive Officer
0001669191-22-000262	1	Avadain, Inc.	Bradley Larschan	Principal Executive Officer
0001882854-22-000003	1	The Cut Buddy LLC	Joshua Esnard	Founder and CEO
0001878002-22-000009	1	Inclusion Score Inc.	James Felton Keith	CEO
0001907816-22-000005	1	HBCU HUB	Jonathan Swindell	CEO
0001746059-22-000123	1	Tallgrass Pictures LLC	Jeffrey Brown	Owner
0001917116-22-000005	1	Forking Vegan LLC	Stephanie Herrera	President
0001104659-22-039195	1	Blue World Voyages, LLC	/s/ Eugene Meehan	President
0001858449-22-000001	1	Mediloq, Inc.	Daniel Estoque	CEO
0001882854-22-000002	1	The Cut Buddy LLC	Joshua Esnard	Founder and CEO
0001907816-22-000004	1	HBCU HUB	Jonathan Swindell	CEO
0001886475-22-000003	1	Piggy Back Network	Donald Scott II	Co-Founder
0001894171-22-000002	1	Diggs Boys LLC	Michael Earley	President
0001878002-22-000008	1	Inclusion Score Inc.	James Felton Keith	CEO
0001822500-22-000005	1	Sports News Corp.	Chad Horstman	Founder & Chairman
0001670254-22-000263	1	Centers for Age Control Inc.	Elliott Small	Founder and CEO
0001644600-22-000036	1	AFFL ASSOCIATES, INC.	Jeff Lewis	CEO
0001670254-22-000264	1	Bison Venture Partners LLC	Garry Johnson III	Owner & President
0001670254-22-000265	1	Homecooked, Inc.	Tarun Thummala	Technology
0001670254-22-000260	1	Access.Vet, Inc.	Thomas Link	CEO, Co-founder
0001822500-22-000004	1	Rellevate, Inc.	Stewart Stockdale	Chairman & CEO
0001665160-22-000566	1	HyperSciences, Inc.	Mark Russell	CEO, Principal Executive Officer and Director
0001665160-22-000568	1	Phormed Inc	Ben Chang	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000567	1	Hexanika, Inc.	Yogesh Pandit	CEO and Chairman of the Board
0001665160-22-000565	1	Cubios, Inc.	Maxim Filin	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001665160-22-000564	1	2124 Brewing Co LLC	Ryan Bove	CEO, Principal Financial Officer, and Manager
0001669191-22-000259	1	Sazi Foods, LLC	Lisa  Newmann	Principal Executive Officer
0001669191-22-000256	1	Arowana Media Holdings, Inc.	Mark  Newbauer	Principal Executive Officer
0001914061-22-000004	1	Kul Beverages LLC	Danielle Goss	Chief Executive Officer
0001665160-22-000563	1	Thriviva, Inc.	Kenny Gregg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000259	1	Prewrite Inc.	Samuel Pro	CEO/CTO
0001665160-22-000562	1	Aphelion Aerospace, Inc.	Miguel Ayala	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000561	1	PurJeena, Inc.	Shakti Jauhar	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000559	1	Fisher Wallace Laboratories Inc.	Kelly Roman	CEO and Director
0001914061-22-000003	1	Novadore USA LLC	Jack Benzaquen	Chief Executive Officer
0001914061-22-000002	1	World CopperSmith, Inc.	Ryan Grambart	Chief Executive Officer
0001758135-22-000001	1	Jubel, Inc.	Jose Pablo Toscano	CEO
0001665160-22-000555	1	Smart Tire Recycling, Inc.	Mendel Bassman	CEO
0001665160-22-000554	1	ThrillSeeker Media Group, Inc.	Cody Alfar	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001880827-22-000004	1	Quick Loadz Container System, LLC	Sean Jones	Chief Executive Officer
0001665160-22-000552	1	SAEBO, Inc.	Peter Durand	CEO and Director
0001746059-22-000122	1	Freshly Baked Co LLC	Philip Smith	Executive Chairman
0001857219-22-000001	1	Responsum Inc.	Andrew Rosenberg	CEO
0001876142-22-000001	1	Wynn Co Holdings Corp	James Wynn by Sean Fuellhart POA	CEO
0001665160-22-000550	1	Vxtra Health Plan, Inc.	Larry Hightower	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000548	1	Yahyn, Inc.	Pierre Rogers	CEO
0001669191-22-000254	1	Proctor360 Inc.	Ganga Bathula	Principal Executive Officer
0001669191-22-000253	1	Guardian Athletics, Inc.	David Norris	Principal Executive Officer
0001669191-22-000252	1	Berylline Corporation	Dennis  Dresser	Principal Executive Officer
0001665160-22-000545	1	Nimbus Engineering Inc.	William Diggins II	CEO
0001919177-22-000001	1	Savory Celebration LLC	Robert Rensel	Owner
0001879376-22-000004	1	Revero Inc	Mahsa Rostami	Chief Executive Officer
0001665160-22-000542	1	Pacific Integrated Energy, Inc.	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000121	1	Good Feeling LLC	Martel Matthews	Owner and Founder
0001879376-22-000003	1	Revero Inc	Mahsa Rostami	Chief Executive Officer
0001670254-22-000256	1	Lost Spirits Distillery, Inc.	Bryan Davis	Co-Founder & CEO - Board Director
0001897387-22-000001	1	Curatif Inc.	Shubhra Sharma	Chief Executive Officer
0001747803-22-000005	1	DATA GRAN, INC.	Carlos Fernando Mendez	Chief Executive Officer
0001919177-22-000002	1	Hibear, Inc.	Mark Tsigounis	CEO
0001879376-22-000005	1	QUANTM.ONE INC	Matthew Sullivan	Chief Executive Officer
0001665160-22-000541	1	SAEBO Inc	Peter Durand	CEO and Director
0001879376-22-000002	1	Epoch Financial Group, Inc.	Evan Wade	Chief Executive Officer
0001665160-22-000538	1	SAEBO, Inc.	Peter Durand	CEO and Director
0001665160-22-000537	1	Apelab, Inc.	Emilie Joly	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000120	1	Milagro Foods LLC	Nicholas French	Owner and Founder
0001746059-22-000119	1	Molly's Hatchet, LLC	Rebecca Murphy	Owner and Founder
0001911560-22-000005	1	Team Seneca Investors, LLC	Bryan Price	Managing Member
0001746059-22-000118	1	Mike & Patty's JP, LLC	Mike Gurevich	Owner and CoFounder
0001746059-22-000117	1	I & I Rose Garden LLC	Kijana Rose	Owner and Founder
0001746059-22-000116	1	Mystic Picnic LLC	Adam LaClave	Owner and CoFounder
0001746059-22-000115	1	James Holdings LLC	Debonette Wyatt	Owner and Founder
0001665160-22-000534	1	Novuson Surgical Inc.	Stuart Mitchell	CEO, Chairman, President, CTO
0001665160-22-000533	1	Create Every Opportunity Corp.	Zachary Sarf	Chairman, Managing Director and CEO
0001665160-22-000532	1	Brand3d, Inc.	Hans Hesselholt Henne Hansen	CEO, Founder
0001746059-22-000114	1	Bourbon Room NH, LLC	David Richardson	Owner and Founder
0001665160-22-000528	1	Saveurs du Monde Cafe, Inc.	Thierry Chateau	CEO, Director, President, Secretary, and Treasurer
0001892429-22-000004	1	PlusMedia Solutions, Inc.	/s/ Julie Davitz	President and Principal Executive Officer
0001670254-22-000252	1	Givsum, Inc.	Shawn Wehan	CEO
0001670254-22-000251	1	AnyFans Inc.	Josh Luke	Founder & CEO
0001670254-22-000254	1	Creator Films Inc	David D. Dietrich	Founder / President
0001670254-22-000249	1	Cadenzo Inc.	Marc LaManque	CEO & Co-Founder
0001670254-22-000255	1	Levels Health Inc	Sam Corcos	Co-founder, CEO
0001670254-22-000247	1	For What's Next, Inc.	Matt Sievers	Co-Founder
0001919185-22-000002	1	Poetica Coffee Inc	Parviz Mukhamadkulov	President
0001915871-22-000001	1	Iron Mountain Challenge, Inc.	James J. D'Elia	President
0001665160-22-000527	1	T4L INC	Allen Witters	CEO, Chairman, and Secretary
0001665160-22-000526	1	H. Mulligan Bespoke Libations Co.	Steven Luttmann	CEO/Director
0001669191-22-000247	1	LiquidVineyards LLC	Luigi Boschin	Principal Executive Officer
0001665160-22-000525	1	Aro Industries, Incorporated	David Aronne	Chief Executive Officer, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer, President and Secretary
0001665160-22-000522	1	Trillion, LLC	Alexander Gomez	CEO, Member Manager
0001892429-22-000003	1	PlusMedia Solutions, Inc.	/s/ Julie Davitz	President and Principal Executive Officer
0001746059-22-000113	1	DORAGON PROVISIONS, INC	Alan MacIntosh	Owner and Founder
0001665160-22-000520	1	Invisacook Inc.	Curtis Ceballos	CEO, President, and Director
0001746059-22-000112	1	LAX Food Hall, LLC	Zachary Switzer	Owner and Founder
0001896853-22-000002	1	Alghony LLC	Tsamara Amany Alatas	CEO/President
0001665160-22-000519	1	Robobuoy Corp.	Kevin Morin	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000518	1	Rap Plug Inc.	Branden Criss	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000516	1	California Labs, Inc.	Brian Gannon	CEO and Principal Financial Officer
0001670254-22-000245	1	Cyber Pop-up Inc.	Christine Izuakor	Founder and CEO
0001866028-22-000001	1	RANGOON RESTAURANT CONCEPTS LLC	Myo Moe	Owner
0001665160-22-000514	1	TruSo Inc.	Matthew Newman	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000513	1	Hyperlight Energy Inc.	John D.H. King	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001917958-22-000002	1	CNB Inc \ ID	Daniel Rockrohr	Co-Owner
0001665160-22-000510	1	Evren Technologies, Inc	Weaver Gaines	CEO and Chairman of the Board of Directors
0001669191-22-000245	1	Gobekli Inc.	Daniel Done	Principal Executive Officer
0001669191-22-000243	1	Kazoo LLC	Peter  Goodman	Principal Executive Officer
0001916266-22-000001	1	OTPL LLC	Morey Highbarger	CEO
0001669191-22-000241	1	Tahiti's Breeze, Inc.	Adelinda  Bryant	Principal Executive Officer
0001746059-22-000111	1	Snowbelt Gardens LLC	Ashley Baron	Owner and CoFounder
0001746059-22-000110	1	Greenjeans Farms LLC	Julie Beauchemin	Owner and Founder
0001746059-22-000109	1	Greenjeans Farms LLC	Julie Beauchemin	Owner and Founder
0001665160-22-000509	1	PsiloThera, Inc.	John Atanasio	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000507	1	Flying Ship Technologies, Corp.	William C. Peterson	CEO and Director
0001670254-22-000242	1	Leaping Harts, Inc.	Evan Leaphart	Founder
0001670254-22-000240	1	ADB Interests, LLC	Ashley Black	Founder
0001670254-22-000238	1	WhiteClouds, Inc.	Jerry Ropelato	CEO
0001665160-22-000505	1	CIRQ PLUS, INC.	Yani Deros	CEO and Chairman of the Board
0001670254-22-000244	1	StaySafe Building Technology, Inc.	Kyle Meyer	CEO
0001665160-22-000504	1	R3 Printing, Inc.	Paul Sieradzki	Director, Treasurer, Head of Product, Chief Executive Officer, and President
0001746059-22-000108	1	DC Cacau LLC	Matthew Dixon	Owner and CoFounder
0001917116-22-000004	1	Village Hand Pies	Amy Mitchell	President
0001644600-22-000034	1	Ei. Ventures, Inc.	David Nikzad	Chief Executive Officer
0001917116-22-000003	1	Pure Rose Beauty & Art Studio LLC	Chloe Chiovitti	CEO
0001917116-22-000002	1	Forking Vegan LLC	Stephanie Herrera	President
0001917604-22-000001	1	Tazga LLC	Alan Ahmatovic	Vice President of Finance
0001917116-22-000001	1	Forking Vegan LLC	Stephanie Herrera	President
0001670254-22-000237	1	Scrap Film LLC	Vivian Kerr	Director / Writer
0001670254-22-000236	1	Pocket Properties App Corp	Stanley Glover	Chief Operations Officer, Treasurer
0001670254-22-000234	1	WhiteClouds, Inc.	Jerry Ropelato	CEO
0001917250-22-000002	1	OTPL LLC	Morey Highbarger	CEO
0001917250-22-000001	1	Sacred Skin Care Clinic Inc	Kelly Brown	President
0001670254-22-000232	1	HIGHCLERE CASTLE SPIRITS INVESTMENTS LLC	Adam Von Gootkin	Co-Founder & CEO
0001665160-22-000502	1	Macrofit, Inc.	Michael DeVerna	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001859717-22-000001	1	O'Hara Dev QOZF LLC	Joanna Bartholomew	Manager
0001913194-22-000003	1	NEURISH NETWORKS, INC.	Phil Gattone	President
0001669191-22-000239	1	KMX Technologies, LLC	Zachary Sadow	Principal Executive Officer
0001916408-22-000002	1	Housing Us Holdings II, Inc,	JONATHAN GIBSON	CEO
0001665160-22-000501	1	Support Groups Central, Inc.	Vincent F. Caimano	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001665160-22-000500	1	Puro Trader, Inc	Pierre Rogers	Principal Executive Officer
0001790674-22-000001	1	Delee Corp	Liza Velarde	Co Founder & CEO
0001669191-22-000237	1	Tahiti's Breeze, Inc.	Adelinda  Bryant	Principal Executive Officer
0001669191-22-000235	1	Canine Life Sciences Inc.	Jeff Sutherland	CEO
0001665160-22-000499	1	VLISO, inc.	David Obasiolu	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001780439-22-000001	1	Rockval Inc	Grant Gregory Weiss	Chief Executive Officer
0001670254-22-000229	1	Learnie Inc.	Pete Mastin	CEO
0001728560-22-000002	1	SynTouch, Inc.	Richard Koffler	President
0001917699-22-000009	1	NATIVE SAN & COMPANY, LLC	:Meskwaki-Yavapai: El	Chief Securities Officer
0001746059-22-000107	1	Kava Garden, Inc.	Billy Joseph Darr	President
0001901311-22-000003	1	TrueGen Health, Inc.	FRANK ADAMO	CEO
0001665160-22-000497	1	MySureFit Inc.	Christian Ruth	Founder, CEO and Director
0001665160-22-000495	1	StrideTech Medical, Inc.	George Douaire	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001793079-22-000010	1	PiQPiQ, Inc.	Edward Lerner	CEO
0001793079-22-000009	1	PiQPiQ, Inc.	Edward Lerner	CEO
0001665160-22-000494	1	Boomerang Bike CORP	Kevin Fahrner	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000228	1	Distilled Bath and Body, Inc.	Erica L Feucht	CEO
0001796060-22-000002	1	Dope Coffee Co LLC	Michael Loyd	CEO
0001665160-22-000493	1	Whereable Technologies, Inc.	A. Dale Mayo	Chairman of the Board, Interim CEO, and CFO
0001665160-22-000491	1	Virtualities, Inc.	Ryan Burningham	Chief Executive Officer, Co-Founder and Director, Principal Financial Officer, and Principal Accounting Officer
0001918224-22-000001	1	Ebony & Ivory Brewing Co LLC	Eugene Dupas Jr.	Co-Owner
0001665160-22-000488	1	Smart Eye Technology, Inc.	Dexter Caffey	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001683168-22-001767	1	KBW MHP Holdings, LLC	Darron Hays	Manager
0001665160-22-000487	1	R3 Printing, Inc.	Paul Sieradzki	Director; Treasurer; Head of Product; Chief Executive Officer; President of R3 Printing, Inc.
0001670254-22-000224	1	Distilled Bath and Body, Inc.	Erica L Feucht	CEO
0001670254-22-000222	1	The Bacon Jams LLC	Michael Oraschewsky	Chief Executive Boar
0001665160-22-000485	1	Sun50, LLC	Christie Covarrubias	Co-Founder, CEO and Chairman of the Board
0001854203-22-000002	1	Noble Pies LLC	Leslie Noble	President
0001854203-22-000001	1	Noble Pies LLC	Leslie Noble	President
0001665160-22-000480	1	Full Circle Brewing, Co. Ltd. LLC	Arthur Moye	CEO and Managing Member, Principal Financial Officer, and Principal Accounting Officer
0001665160-22-000479	1	SMARTfit Inc.	Cathi Lamberti	Chief Executive Officer, Chairperson of the board of directors, and founder of SMARTfit
0001665160-22-000477	1	Veloce Corporation	Robert Niichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001917958-22-000001	1	CNB Inc \ ID	Daniel Rockrohr	Co-Owner
0001669191-22-000233	1	Canine Life Sciences Inc	Jeff Sutherland	Principal Executive Officer
0001886772-22-000001	1	Apothio, LLC	Dr. Trent Jones	CEO-Manager
0001665160-22-000474	1	Maya Global Solutions, Inc.	Michael Mansouri	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000473	1	Everybody Water, Inc.	Megan Hayes	Co-CEO and Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000472	1	XSurgical Inc.	Gianluca De Novi	CEO, Principal Executive Officer and Director
0001665160-22-000471	1	Wilderwise Inc.	Arya Mazanek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.
0001669191-22-000231	1	Gobekli Inc.	Daniel Done	Principal Executive Officer
0001665160-22-000470	1	Seltzer Revolutions, Inc.	Alice Chen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001812932-22-000001	1	Unikorn Inc.	/s/Srivatsava Gorthy	Founder and CEO
0001902033-22-000003	1	O2, Inc.	David Colina	Founder & CEO
0001665160-22-000468	1	Legacy Concierge, Inc.	Betsy L. Ehrenberg	President, CEO and Director
0001665160-22-000465	1	Cocktail Squad, Inc.	Lauren Maggio	CEO, President, and Director
0001665160-22-000463	1	Karma Baker, Inc.	Arek Reeder	CEO, CFO and Founder
0001665160-22-000461	1	Dao Labs, Inc.	John G. McGarvey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000106	1	Kato Sake Works, LLC	Shinobu Kato	Owner and Founder
0001630105-22-000001	1	Claro Analytics, Inc.	Michael Beygelman	Chief Executive Officer
0001746059-22-000105	1	Amber Kendall Consultants LLC	Aryn Pipkin	Owner and CoFounder
0001746059-22-000104	1	QUAS LLC	Wardell Glass	Owner and Founder
0001670254-22-000220	1	infiniRel Corporation	Bert Wank	Founder & CEO
0001670254-22-000219	1	Swift Rails, Inc.	Daryl Anderson	CFO
0001878002-22-000007	1	Inclusion Score Inc.	James Felton Keith	CEO
0001665160-22-000460	1	CMPD Wealth, Corp.	Andrew Glaze	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000459	1	Doroni Aerospace, Inc.	Doron Merdinger	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001661933-22-000003	1	Matcherino, Inc.	Mark Wasowicz	CFO
0001877724-22-000002	1	Quantum Music, Inc.	Quan Zhang	CEO
0001877724-22-000001	1	Fitbux, Inc.	Joseph Reinke	CEO
0001665160-22-000458	1	Online Stores, Inc.	Kevin Hickey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001907058-22-000004	1	V Soul LLC	Shayfonyia Reed	President
0001665160-22-000456	1	CMPD Wealth, Corp.	Andrew Glaze	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000216	1	Taylor Hoffman, Inc.	Brandon Taylor	CEO & CIO
0001670254-22-000218	1	Lost Spirits Distillery, Inc.	Bryan Davis	Co-Founder & CEO - Board Director
0001665160-22-000457	1	KnaQ Group, Inc	Stephen Catanzo	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001878002-22-000005	1	Inclusion Score Inc.	James Felton Keith	CEO
0001747584-22-000008	1	CGB Green Liberty Notes LLC	Bryan Garcia	President & CEO
0001665160-22-000455	1	Harp and Cork Inc. dba Dharma Southern Kitchen	Shaun Noonan	Founder, CEO, and Director
0001665160-22-000453	1	Harp & Cork, Inc	Shaun Noonan	Founder, CEO, and Director
0001879956-22-000003	1	OHANA OATH INC.	Douglas Mochrie	CEO
0001665160-22-000452	1	Eli Electric Vehicles, Inc.	Binhan Li	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001744757-22-000001	1	KingsCrowd, Inc.	Christopher Lustrino	Chief Executive Officer
0001665160-22-000449	1	VGFIT INC.	Vladimir Colosov	CEO, President, Secretary, Treasurer, Board Director, Principal financial officer, Co-Founder
0001665160-22-000447	1	Terbine	David Knight	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
