ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	ISCOISSUER	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001670254-22-000271	0			Trella Technologies Inc	Other	Public Benefit Corporation	MA	2016-11-03	173 Clay Pond Rd.		Bourne	MA	02532	http://www.trella.io	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-000582	0			Greenberry's Coffee Roasters, Inc.	Corporation		DE	2021-02-05	1610 Quail Run		Charlottesville	VA	22911	https://greenberrys.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001920542-22-000001	0			Punch, Inc.	Corporation		DE	2022-03-28	115 W CALIFORNIA BLVD	#9034	PASADENA	CA	91105	http://trypunch.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001099910-22-000050	0		This amendment is being made to extend the deadline to reach the target offering amount to May 31, 2022. The amendment is also to reflect changes in how and when the money from the offering will be used.	Spirit of Speedway LLC	Limited Liability Company		IN	2021-06-28	11216 Fall Creek Road, Ste 125		Indianapolis	IN	46256	WWW.SPIRITOFSPEEDWAY.COM	Silicon Prairie Online LLC	N	0001711770	007-00123	289746
0001919337-22-000001	0			Innovative Recordings LLC	Limited Liability Company		DC	2018-07-24	2219 TOWN CENTER DRIVE SE SUITE 373		WASHINGTON	DC	20020	https://www.innovativerecordings.com/	SMBX, Inc.	N	0001707214	007-00129	290186
0001910645-22-000002	0		Offering deadline extended to April 13th, 2022.	Farm Fresh Mi, LLC	Limited Liability Company		MI	2022-01-01	10489E	SUITE F	BRIGHTON	MI	48116	farmfreshmi.com	Infrashares Inc.	N	0001686389	007-00107	288408
0001669191-22-000295	0			Cust Corp.	Corporation		DE	2021-11-22	745 Atlantic Ave.		Boston	MA	02110	https://custcorp.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-22-000579	0	At the close of the offering, the issuer closed on $73,472.58 and 1,8694 number of securities.		nVIAsoft Corp	Corporation		DE	2014-03-05	211 WARREN STREET, SUITE 518	SUITE 518	NEWARK	NJ	07103	https://www.nviasoft.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000129	0			Enotap LLC															
0001665160-22-000578	0		The issuer provided the stamped and filed copy of their amended articles that issue shares for this raise.	Bizfluence, Inc.	Corporation		DE	2020-08-26	5900 Balcones Dr. Ste. 100		Austin	TX	78731	https://bizfluenceapp.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001917891-22-000001	0			Bae Bae's Kitchen LLC	Limited Liability Company		PA	2017-04-18	951 LIBERTY AVE		PITTSBURGH	PA	15222	www.baebaes.kitchen	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001669191-22-000293	0		the issuer is extending the offering deadline.	Unum Health USA, Inc.	Corporation		DE	2021-04-16	651 N Broad St	Suite 206	Middletown	DE	19709	https://unumhealth.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000292	0		the issuer is extending the offering deadline.	The Tutelare Corporation	Corporation		WY	2020-08-03	703 Harts Gardens Ln.		Fort Collins	CO	80521	https://www.tutelarecorp.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000291	0		the issuer is extending the offering deadline.	Sports Engineering, Inc.	Corporation		DE	2017-03-07	126 Daniel Street	Suite 110	Portsmouth	NH	03801	https://sports.engineering/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000290	0		the issuer is extending the offering deadline.	Northstar Technologies Group, Inc.	Corporation		FL	2020-05-18	365 5th Avenue S	Suite 219	Naples	FL	34102	www.northstartgi.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000289	0		the issuer is extending the offering deadline.	KMX Technologies, LLC	Limited Liability Company		DE	2020-02-12	108 West 13th Street		Wilmington	DE	19801	https://www.kmxtechnologies.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000288	0		the issuer is extending the offering deadline.	Immortal Data Incorporated	Corporation		WY	2010-09-20	8990 Zia Blvd	Suite D	Las Cruces	NM	88007	www.immortaldata.net	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000287	0		the issuer is extending the offering deadline.	Brain Game LS Inc.	Corporation		NY	2014-10-15	1504 Bay Road	Suite 703	Miami Beach	FL	33139	https://finlitx.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000286	0		the issuer is extending the offering deadline.	TOP UNii, Inc	Corporation		MD	2020-01-19	1120 N. Charles St.	Suite 500	Baltimore	MD	21201	www.EPICFAMLife.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000285	0		the issuer is extending the offering deadline.	CARMEN TV PILOT LLC	Limited Liability Company		TX	2020-06-16	5 Cowboys Way	Suite 300	Frisco	TX	75034	https://www.afteredenpictures.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000284	0		the issuer is extending the offering deadline.	Targeted Shopping Solutions, Inc.	Corporation		CO	2008-01-08	9938 Longview Drive		Lone Tree	CO	80124	https://www.acqyrexchange.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-22-000268	1		Changing lead investor.	Envel, Inc.	Corporation		DE	2017-02-01	75 State Street,	Suite 100	Boston	MA	02109	http://www.envel.ai	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001746059-22-000128	0			Happy Flower LLC	Limited Liability Company		MA	2021-02-08	41 FREMONT ST		WORCESTER	MA	01603	http://happyflowerllc.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-22-000575	0			DelNova, Inc.	Corporation		DE	2018-03-19	250 Poplar Road		Highland Park	IL	60035	https://delnova.net/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-000573	0		Campaign is moving their end date up to 4/29/2022	WeatherFlow-Tempest, Inc.	Corporation		DE	2018-12-26	108 WHISPERING PINES DR #245		SCOTTS VALLEY	CA	95066	weatherflow.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000127	1		Issuer is extending the deadline to make an investment.	Becker Munson Industries, LLC	Limited Liability Company		TX	2016-06-24	10600 COPPERWOOD DR		FRISCO	TX	75035	https://www.oldmainbrewing.com/	MainVest, Inc.	N	0001746059	007-00162	
0001746059-22-000126	1		Issuer is extending the deadline to make an investment.	SPORKconcepts LLC	Limited Liability Company		NY	2019-07-22	476 HUMBOLDT ST APT 1R		BROOKLYN	MA	11211	https://7grainarmy.com/	MainVest, Inc.	N	0001746059	007-00162	
0001834769-22-000005	0			Midgie's Good Cream Inc.	Corporation		DE	2021-02-02	4048 SONOMA HIGHWAY	#15	NAPA	CA	94559	https://rethinkicecream.us		N			
0001821177-22-000001	0			Plant An App, Inc.	Corporation		DE	2019-10-28	8 The Green	Ste A	Dover	DE	19901	https://www.plantanapp.com		N			
0001834769-22-000003	0			Cabinet Health P.B.C.	Corporation	Public Benefit Corporation	DE	2018-09-20	30 FLORIDA AVENUE NW	#6	WASHINGTON	DC	20001	https://cabinethealth.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-22-000572	0	At the close of the offering, the issuer closed on $17,451.46 and 15,275 of securities.		TalkGo, Inc.	Corporation		DE	2018-11-26	3518 FREMONT AVE N #473		SEATTLE	WA	98103	https://talksocket.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-000267	0			Immersed Inc.	Corporation		DE	2017-01-04	PO Box 40681		Austin	TX	78704	https://immersed.com		N			
0001877079-22-000001	0		This non-material amendment is filed to note the change in Escrow Agent.	Brandcasters, Inc.	Corporation		NV	2017-05-13	26632 TOWNE CENTER DR.	SUITE 300	FOOTHILL RANCH	CA	92610	https://podetize.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001705050-22-000002	0		This non-material amendment is made to note the change in Escrow Agent.	FREIGHTPAL, INC.	Corporation		DE	2013-02-01	3940 LAUREL CANYON BLVD	SUITE 1195	STUDIO CITY	CA	91604	www.freightpal.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001834769-22-000002	0		This non-material amendment is filed to note the change in Escrow Agent.	Down to Cook, Inc.	Corporation		DE	2019-01-15	1416 DEVONSHIRE DRIVE		EL CERRITO	CA	94530	www.downtocookfoods.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-22-000266	0	The final number is $150,281.00 in investments.		Coco Market Inc	Corporation		DE	2019-01-01	New York	125 borinquen pl	Brookyn	NY	11211	http://www.cocomercado.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001193125-22-088286	0			Hawaiian Bros Inc.	Corporation		DE	2021-07-11	720 Main Street		Kansas City	MO	64105	https://hawaiianbros.com	OpenDeal Portal LLC dba Republic	N	0001751525	007-00167	283874
0001746059-22-000125	1		Issuer is amending historical financial statements.	Tallgrass Pictures LLC	Limited Liability Company		CA	2005-01-01	710 13TH ST STE 300		SAN DIEGO	CA	92101	https://www.izolabakery.com/	MainVest, Inc.	N	0001746059	007-00162	
0001851385-22-000001	0			Kneevoice Inc.	Corporation		DE	2016-06-17	1626 Montana Avenue #155		Santa Monica	CA	90403	www.kneevoice.com	MicroVenture Marketplace Inc.	N	0001478147	008-68458	152513
0001665160-22-000571	0	At the close of the offering, the issuer closed on $42,852.29 and 15,186 number of securities.		Bond Containers, Inc	Corporation		DE	2021-01-20	1311 NW 195TH ST		MIAMI	FL	33169	https://bondcontainers.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-000570	0	At the close of the offering, the issuer closed on $1,052,139.60 and 578,941 number of securities.		dexFreight Inc.	Corporation		DE	2018-10-11	1401 SAWGRASS CORPORATE PKWY		SUNRISE	FL	33323	https://www.dexfreight.io/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001893079-22-000004	0		This non-material amendment is filed to note the change in Escrow Agent.	AASHNA INC.	Corporation		DE	2020-04-06	2598 E SUNRISE BLVD	SUITE 2104	FORT LAUDERDALE	FL	33304	https://www.aashnaliving.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001893079-22-000003	0		Changing Offering Escrow Agent to Prime Trust, LLC	Xiggit, Inc.	Corporation		DE	2018-01-09	2625 MIDDLEFIELD ROAD	SUITE 103	PALO ALTO	CA	94306	https://xiggit.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001918895-22-000003	0		updating offering statement to prevent margins from cutting off content.	Digital Frontier Marketing Inc.	Corporation		FL	2017-09-17	1449 WETHERINGTON WAY		PALM HARBOR	FL	34683	https://digitalfrontiermarketing.co/	truCrowd, Inc	N	0001667145	007-00015	283063
0001919365-22-000001	0			Mihalko Medical LLC	Limited Liability Company		PA	2019-01-13	3500 5TH AVENUE	SUITE 101	PITTSBURGH	PA	15213	www.hiebers.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001665160-22-000569	0	At the close of the offering, the issuer closed on $320,438.81and 309,602.73 number of securities.		NanoVMs, Inc.	Corporation		DE	2015-08-05	148 TOWNSEND ST		SAN FRANCISCO	CA	94107	https://nanovms.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-22-000269	0			Petzey Technology, Inc.	Corporation		DE	2017-09-06	550 N Central Expressway	#726	McKinney	TX	75070	https://petzey.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001746059-22-000124	0			WeHa Brewing Co LLC	Limited Liability Company		CT	2019-05-29	49 GREENHURST ROAD		WEST HARTFORD	CT	06107	https://www.wehabrewing.com/	MainVest, Inc.	N	0001746059	007-00162	
0001845329-22-000003	0			Midgie's Good Cream Inc.	Corporation		DE	2021-02-02	4048 SONOMA HIGHWAY	#15	NAPA	CA	94559	https://rethinkicecream.us		N			
0001918895-22-000002	0			Digital Frontier Marketing Inc.	Corporation		FL	2017-09-17	1449 WETHERINGTON WAY		PALM HARBOR	FL	34683	https://digitalfrontiermarketing.co/	truCrowd, Inc	N	0001667145	007-00015	283063
0001669191-22-000265	0		the issuer has extended the offering deadline.	Orbital Assembly Corporation	Corporation		CA	2019-08-21	6532 Lonetree Blvd.	Suite 102	Rocklin	CA	95765	orbitalassembly.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000262	0			Avadain, Inc.	Corporation		DE	2020-09-21	746 Dent Road		Eads	TN	38028	https://www.avadaingraphene.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001882854-22-000003	0		Updated debt, use of proceeds, prior transaction, cancelation process, CRD # per finra feedback.	Cut Buddy LLC	Limited Liability Company		NC	2017-08-28	760 Redgate Road		Pittsboro	NC	27312	https://thecutbuddy.com/	Seed At The Table	N	0001808131	007-00230	309331
0001878002-22-000009	0		Updated debt, prior transaction, cancelation process, CRD # per finra feedback.	Inclusion Score Inc.	Corporation		NY	2022-01-08	650 Malcolm X BLVD	STE 5K	New York	NY	10037	www.inclusionscore.org	Seed At The Table	N	0001808131	007-00230	005548762
0001907816-22-000005	0		Updated debt, prior transaction, cancelation process, CRD # per finra feedback.	HBCU HUB	Corporation		CO	2017-06-14	1702 East Gladwick Street		Carson	CA	90746	https://apps.apple.com/us/app/hbcu-hub/id1128987146	Seed At The Table	N	0001808131	007-00230	309331
0001746059-22-000123	0			Tallgrass Pictures LLC	Limited Liability Company		CA	2005-01-01	710 13TH ST STE 300		SAN DIEGO	CA	92101	https://www.izolabakery.com/	MainVest, Inc.	N	0001746059	007-00162	
0001917116-22-000005	1		Target end date extended.	Forking Vegan LLC	Limited Liability Company		TX	2021-04-01	1300 E ANDERSON LN BUILDING D		AUSTIN	TX	78752	https://www.forkingveganatx.com/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001104659-22-039195	0			Blue World Voyages LLC	Limited Liability Company		FL	2016-04-28	142 SANS SOUCI DRIVE		CORAL GABLES	FL	33133	https://www.blueworldvoyages.com/		N			
0001858449-22-000001	0		Issuer is extending the length of their campaign.	Mediloq, Inc.	Corporation		DE	2016-10-12	5546 SPINE RD	UNIT 104	BOULDER	CO	80301	https://www.mediloq.com/	IGNITE SOCIAL IMPACT INC.	N	0001810362	007-00237	310501
0001882854-22-000002	0			Cut Buddy LLC	Limited Liability Company		NC	2017-08-28	760 Redgate Road		Pittsboro	NC	27312	https://thecutbuddy.com/	Seed At The Table	N	0001808131	007-00230	309331
0001907816-22-000004	0			HBCU HUB	Corporation		CO	2017-06-14	1702 East Gladwick Street		Carson	CA	90746	https://apps.apple.com/us/app/hbcu-hub/id1128987146	Seed At The Table	N	0001808131	007-00230	309331
0001886475-22-000003	0			Donald Scott	Limited Liability Company		IL	2020-10-06	10357 S. Leavitt St		Chicago	IL	60643	www.piggybacknetwork.com	SEED AT THE TABLE	N	0001808131	007-00230	309331
0001894171-22-000002	0			Diggs Boys LLC	Limited Liability Company		PA	2020-06-15	302 Devon Ct		North Wales	PA	19454	www.diggsboys.net	Seed at the table	N	0001808131	007-00230	309331
0001878002-22-000008	0			Inclusion Score Inc.	Corporation		NY	2022-01-08	650 Malcolm X BLVD	STE 5K	New York	NY	10037	www.inclusionscore.org	Seed At The Table	N	0001808131	007-00230	309331
0001822500-22-000005	0			Sports News Corp.															
0001670254-22-000263	1		Adding 2021 financials to extend the campaign.	Centers for Age Control Inc.	Corporation		WY	2016-03-02	7582 Las Vegas Blvd South	Number 219	Las Vegas	NV	89123	https://agemeter.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001644600-22-000036	0			AFFL ASSOCIATES, INC.	Corporation		DE	2016-10-19	50 E. 79th St.	Apt 2A	NEW YORK	NY	10075	www.affl.com	JUSTLY MARKETS LLC	N	0001534163	008-69001	000159572
0001670254-22-000264	0			Bison Venture Partners LLC	Limited Liability Company		DE	2021-08-26	112 French St	Suite 110	Wilmington	DE	19801	bison.shop	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001822500-22-000004	0			Rellevate, Inc.															
0001670254-22-000260	0			Access.Vet, Inc.	Corporation		DE	2020-06-22	1111 Brickell Avenue 1300		Miami	FL	33131	http://www.access.vet	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-000567	0	Adjustment to the initial Form C-U filing of 2/10/2022. At the close of the offering, the issuer closed on  $54,323.01 and 4,351 number of securities.		Hexanika, Inc.	Corporation		DE	2014-01-31	419 MAIN ST SUITE 200 NORTH		LITTLE ROCK	AR	72114	https://hexanika.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-000568	0	At the close of the offering, the issuer closed on $2,321,660.35 and 2,431,000 number of securities.		Phormed Inc	Corporation		NV	2019-05-15	9735 WILSHIRE BLVD., SUITE 216	SUITE 216	BEVERLY HILLS	CA	90212	www.phormed.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-000265	1		Disclosing cease and desist regarding corporate branding.   New SAFE valuation.  New financials (debt lowered).  Additional and reworded risks were added.	Homecooked, Inc.	Corporation		DE	2018-01-02	17 Broadway	2L	New Haven	CT	06511	http://magical.app	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-000566	0	At the close of the offering, the issuer closed on $1,058,958.85 and 266,393 securities.		HyperSciences, Inc.	Corporation		DE	2014-10-13	2311 E MAIN AVE, SUITE 200		SPOKANE	WA	99202	www.hypersciences.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-000565	1		Issuer is extending campaign end date.	Cubios, Inc.	Corporation		DE	2021-06-28	5602 MARQUESAS CIRCLE #207		SARASOTA	FL	34240	www.wowcube.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-000564	1		Issuer is extending campaign end date.	2124 Brewing Co LLC	Limited Liability Company		PA	2012-04-18	8321 OHIO RIVER BOULEVARD		EMSWORTH	PA	15202	https://aurochsbrewing.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-22-000259	0		the issuer changed a graphic on the offering page, as well as added a video and transcript.	Sazi Foods, LLC	Limited Liability Company		MA	2021-03-29	PO Box 134		Stockbridge	MA	01262	https://sazi.co/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000256	0		the issuer is extending the offering deadline.	Arowana Media Holdings, Inc.	Corporation		WY	2018-10-16	20860 N. Tatum Blvd	Suite 300	Phoenix	AZ	85050	https://www.arowanamedia.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001914061-22-000004	0		This non-material amendment is filed to note the change in Escrow Agent.	Kul Beverages LLC	Limited Liability Company		WI	2019-10-16	W6045 845TH AVENUE		RIVER FALLS	WI	54022	https://www.kulmocks.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-22-000563	0			Thriviva, Inc.															
0001670254-22-000259	1		Adding 2021 financials to extend raise.	Prewrite Inc.	Corporation		DE	2020-10-14	306 Wembley Rd		Greenville	SC	29607	https//prewrite.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-000562	1		Campaign is extending their offering by 30 days	Aphelion Aerospace, Inc.	Corporation		CO	2021-04-12	5815 W 6TH AVE UNIT 2D		LAKEWOOD	CO	80214	http://www.aphelionaerospace.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-000561	1		Offering is extending their end date by 30 days	PurJeena, Inc.	Corporation		DE	2018-10-17	6 MOUNT HOLLY DR.		RYE	NY	10580	mechanismwellness.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-000559	0			Fisher Wallace Laboratories Inc.	Corporation		DE	2019-08-23	630 Flushing Avenue, Suite #104		Brooklyn	NY	11206	www.fisherwallace.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001914061-22-000003	0		This non-material amendment is filed to note the change in Escrow Agent.	Novadore USA LLC	Limited Liability Company		FL	2014-02-20	1835 NORTHEAST MIAMI GARDENS DRIVE	#401	NORTH MIAMI BEACH	FL	33179	https://duradry.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
