ACCESSION_NUMBER	ID	ISEDGARFILER	COISSUERCIK	NAMEOFCOISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	COISSUERWEBSITE
0001670254-22-000228	2			Pit Liquor I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000220	2			infiniRel I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000220	1			infiniRel I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000216	1			Taylor Hoffman I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	15-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000212	2			Just Wings I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000212	1			Just Wings I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000211	2			Zero carbon inc. II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000211	1			Zero carbon inc. II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000209	1			Envel III, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000209	2			Envel III EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000207	1			Content Launch I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000207	2			Content Launch I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000206	2			UpStaged Entertainment Group I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000206	1			UpStaged Entertainment Group I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-22-000032	1			Xairos CF SPV, LLC	Limited Liability Company		DE	11-FEB-2022	9741 Sunset Hill Circle		Lone Tree	CO	80124	www.xairos.com
0001670254-22-000205	1			wOS I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-MAY-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000202	1			Uptip I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000200	1			Gathr I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000198	1			Light Art VR I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000198	2			Light Art VR I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-MAR-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-22-000031	1			Xairos CF SPV, LLC	Limited Liability Company		DE	11-FEB-2022	9741 Sunset Hill Circle		Lone Tree	CO	80124	www.xairos.com
0001670254-22-000197	2			BunnyMoney I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000197	1			BunnyMoney I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000195	1			Noble Story I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000195	2			Noble Story I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-NOV-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-22-000030	1			Xairos CF SPV, LLC	Limited Liability Company		DE	11-FEB-2022	9741 Sunset Hill Circle		Lone Tree	CO	80124	www.xairos.com
0001670254-22-000192	2			Rasa I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-JUL-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000192	1			Rasa I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	30-JUL-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000190	1			Vitalize Angels Happioh Inc I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	25-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000193	1			Ramper Innovations I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	23-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000189	1			ABC FinTech I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000189	2			ABC FinTech I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000188	1			Cor I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	24-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000186	1			Nuu Collective II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000186	2			Nuu Collective II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000184	1			First Person Solutions I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000184	2			First Person Solutions I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000181	1			Senic  II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	22-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001644600-22-000028	1			Xairos CF SPV, LLC	Limited Liability Company		DE	11-FEB-2022	9741 Sunset Hill Circle		Lone Tree	CO	80124	www.xairos.com
0001670254-22-000176	1			PeerKnect I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000176	2			PeerKnect I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000173	2			Juvo Jobs I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000173	1			Juvo Jobs I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000167	1			Vitalize Angels Balloonr, Inc. I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	16-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001806528-22-000002	1			EqualityMD CF SPV 2022, LLC	Limited Liability Company		VA	25-JAN-2022	1342 Flynn Road		Richmond	VA	23225	
0001670254-22-000160	1			Destiny Robotics I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000160	2			Destiny Robotics I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000157	2			Edsoma, Inc I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000157	1			Edsoma, Inc I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	10-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000155	2			Syr I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000155	1			Syr I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000154	2			SEANCE Film I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000154	1			SEANCE Film I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	21-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000152	2			Quorum X Diagnostics I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000152	1			Quorum X Diagnostics I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000150	1			The Zone I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000144	2			Asenso Finance I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000146	1			Evva Health I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000146	2			Evva Health I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000144	1			Asenso Finance I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	11-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000143	2			TTC Oncology I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000143	1			TTC Oncology I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000140	1			Vitalize Angels Virtual Sapiens I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000138	2			Spoonful I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000138	1			Spoonful I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	09-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000136	1			Quantbase I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000136	2			Quantbase I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	08-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001806528-22-000001	1			EqualityMD CF SPV 2022, LLC	Limited Liability Company		VA	25-JAN-2022	1342 Flynn Road		Richmond	VA	23225	
0001670254-22-000135	2			ZEUS Motor Inc I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	07-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000135	1			ZEUS Motor Inc I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	07-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000133	2			Legal Equalizer I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000133	1			Legal Equalizer I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000127	1			necoBrands I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000127	2			necoBrands I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	04-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000125	1			Hempitecture I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	29-JUN-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000123	1			TEMPLE II I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000123	2			TEMPLE II I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000121	1			Smartbin.io  I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	03-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000119	2			ABC FinTech I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000119	1			ABC FinTech I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000117	2			M.C. Squares I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000117	1			M.C. Squares I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	02-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000114	2			Zero carbon inc. II EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000115	1			Civic Platform I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000115	2			Civic Platform I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000114	1			Zero carbon inc. II, a series of Wefunder SPV, LLC	Limited Liability Company		DE	06-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000112	2			TrioWave Technologies I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000112	1			TrioWave Technologies I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000110	1			Kare Mobile I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	01-FEB-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000103	2			SimGraphics Engineering I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000103	1			SimGraphics Engineering I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000106	1			Altair I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-JUL-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000107	1			HotelsByDay I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000107	2			HotelsByDay I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	31-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000106	2			Altair I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-JUL-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000098	1			Doodeo  I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000098	2			Doodeo  I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	28-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000100	1			Humbleroots Apothecary I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000100	2			Humbleroots Apothecary I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-DEC-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000097	1			Sonatafy Technology I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	13-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000101	1			Proof in Recovery I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000101	2			Proof in Recovery I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000096	1			Agora I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	12-AUG-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000094	1			Arbol Community I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000090	1			Moxey I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000090	2			Moxey I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	27-JAN-2022	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000081	2			Qube Money I EB, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
0001670254-22-000081	1			Qube Money I, a series of Wefunder SPV, LLC	Limited Liability Company		DE	14-OCT-2021	4104 24TH ST	PMB 8113	San Francisco	CA	94114	https://wefunder.com/
