ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001665160-21-001191	1	Nicolas Billaud	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-28
0001665160-21-001190	1	Lani Cooper	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-28
0001650200-21-000002	1	Ray Sturm	CEO	2021-06-28
0001669191-21-000648	6	James Mulford	Board Member	2021-06-28
0001669191-21-000648	4	David Sterling	Board Member	2021-06-28
0001669191-21-000648	3	James Mulford	Principal Accounting Officer	2021-06-28
0001669191-21-000648	2	James Mulford	Principal Financial Officer	2021-06-28
0001669191-21-000648	1	James Mulford	Principal Executive Officer	2021-06-28
0001669191-21-000648	5	Roderick McLean	Board Member	2021-06-28
0001669191-21-000646	2	Adrienne Moore	Principal Financial Officer	2021-06-28
0001669191-21-000646	1	Adrienne Moore	Principal Executive Officer	2021-06-28
0001669191-21-000646	3	Adrienne Moore	Principal Accounting Officer	2021-06-28
0001669191-21-000646	4	Adrienne Moore	Board Member	2021-06-28
0001669191-21-000644	1	Neil Littman	Principal Executive Officer	2021-06-28
0001669191-21-000644	3	Neil Littman	Principal Accounting Officer	2021-06-28
0001669191-21-000644	2	Neil Littman	Principal Financial Officer	2021-06-28
0001669191-21-000644	4	Neil Littman	Board Member	2021-06-28
0001669191-21-000642	4	Archil Cheishvili	Board Member	2021-06-28
0001669191-21-000642	3	Archil Cheishvili	Principal Accounting Officer	2021-06-28
0001669191-21-000642	2	Archil Cheishvili	Principal Financial Officer	2021-06-28
0001669191-21-000642	1	Archil Cheishvili	Principal Executive Officer	2021-06-28
0001746059-21-000299	1	Meseret Bekele	Owner and CoFounder	2021-06-28
0001746059-21-000298	2	Rodney Harman	Owner and CoFounder	2021-06-28
0001746059-21-000298	1	Tim Wickard	Owner and CoFounder	2021-06-28
0001665160-21-001189	1	Panagiotis Moutafis, Ph.D.	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-28
0001845758-21-000003	1	Ravindra Singh	Founder	2021-06-28
0001746059-21-000297	1	Sheila Coon	Owner and CEO	2021-06-28
0001828173-21-000004	1	Pete Bender	Owner Manager	2021-06-28
0001746059-21-000296	1	Nyle Molina	Owner and Founder	2021-06-28
0001683827-21-000004	1	/s/ Amber Lewis	Manager	2021-06-28
0001858426-21-000003	1	Monroe Willis	CEO	2021-06-28
0001863544-21-000007	3	Ally Tam	Director	2021-06-28
0001863544-21-000007	2	Sarah Hardy	Chief Operating Officer, Director	2021-06-28
0001863544-21-000007	1	Laura Hughes Modi	Chief Executive Officer, Director	2021-06-28
0001863544-21-000007	4	Sara Adler	Director	2021-06-28
0001670254-21-000756	2	Mark Spencer	Shareholder	2021-06-25
0001670254-21-000756	1	Amedeo Dino Sgueglia	Shareholder	2021-06-25
0001865457-21-000002	1	Eugene Kim	CEO	2021-06-25
0001670254-21-000754	2	Jacques Wong	Chief Executive Officer	2021-06-25
0001670254-21-000754	1	Barend Greyling	Chairman	2021-06-25
0001619078-21-000008	4	George DeCarlo	Director	2021-06-25
0001619078-21-000008	3	Elizabeth Tse	Director	2021-06-25
0001619078-21-000008	2	John Allison	Director	2021-06-25
0001856356-21-000001	1	Kaushal Kulkarni	Sole Director	2021-06-25
0001670254-21-000756	3	Steve Stanulis	Founder, Chief Executive Officer, President	2021-06-25
0001619078-21-000008	1	Colin Nederkoorn	CEO & Director	2021-06-25
0001670254-21-000752	2	Alagiri Senthilkumar	Chief Executive Officer	2021-06-23
0001670254-21-000752	1	Vishnu Vardhana Balu	CTO	2021-06-23
0001867285-21-000002	1	Logan Power by Sean Fuellhart POA	Owner	2021-06-25
0001833112-21-000004	1	/s/ Konrad Dabrowski	Treasurer, Secretary, and CFO	2021-06-25
0001858421-21-000004	1	Brian Schardt	Director	2021-06-25
0001665160-21-001187	1	Peter Budlong	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-25
0001665160-21-001185	3	Dan Coffman	Chairman of the Board	2021-06-25
0001665160-21-001185	1	Harry R. Kraatz	CEO, Principal Executive Officer and Director	2021-06-25
0001665160-21-001185	2	Tom Kraatz	Principal Financial Officer and Principal Accounting Officer	2021-06-25
0001815995-21-000006	1	Matthew Culler	CFO	2021-06-24
0001644600-21-000065	2	Ronald Miller	Director and Chairman	2021-06-25
0001644600-21-000065	1	Howard Marks	Chief Executive Officer, Chief Financial Officer, Chief Accounting Officer and Director	2021-06-25
0001665160-21-001182	1	Rolan Reichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-24
0001104659-21-085566	1	/s/Arup Roy-Berman	Director	2021-06-25
0001104659-21-085566	2	/s/Crista Bailey	Director	2021-06-25
0001104659-21-085566	3	/s/Rachel Fish	Director	2021-06-25
0001869516-21-000001	1	Colin Anderson	President	2021-06-22
0001823421-21-000003	1	/s/ Jason Burstein	CEO	2021-06-25
0001665160-21-001180	1	Angela Benton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-24
0001842772-21-000003	2	Matthew Gordon	Manager	2021-06-24
0001670254-21-000750	1	Spencer Andrew Martin	CEO and Cofounder	2021-06-22
0001848794-21-000002	1	PHILLIP POMPA	CEO	2021-06-24
0001817744-21-000002	1	Ernest Eich IV	CEO	2021-06-24
0001665160-21-001178	1	Michael Cafarelli	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-24
0001842772-21-000003	1	Brian McCarthy	Manager	2021-06-24
0001665160-21-001173	1	Eric Solis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-24
0001852231-21-000003	1	Jason Smith	Chief Executive Officer	2021-06-24
0001746059-21-000295	1	Archibald Thompson	CEO	2021-06-24
0001665160-21-001171	1	Chris Outwater	CEO, Principal Executive Officer and Director	2021-06-24
0001665160-21-001171	2	Timothy A. Hylas	Principal Financial Officer and Principal Accounting Officer	2021-06-24
0001746059-21-000294	1	Kimari Hodges	Owner and Founder	2021-06-24
0001665160-21-001170	1	Jonathan Ovadia	Co-Founder and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.	2021-06-24
0001665160-21-001169	1	Franny Tacy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-24
0001858421-21-000002	1	Brian Schardt	Director	2021-06-24
0001670254-21-000748	2	Brandon Metcalf	Founder & CEO	2021-06-18
0001670254-21-000748	1	Michael Troy for Geekdom Fund III, LP	Managing Director	2021-06-21
0001670254-21-000746	1	Daniel Cummins	Co-Founder and Lead Software Engineer	2021-06-23
0001670254-21-000746	2	Clair Marie McDade	Founder and CEO	2021-06-23
0001670254-21-000744	1	Charles Cameron Taylor	CTO	2021-06-23
0001670254-21-000744	3	Milad Riazifar	CEO	2021-06-23
0001670254-21-000744	2	Todd Schurr	COO	2021-06-23
0001556917-21-000002	4	Steven Piersanti	Board Member	2021-06-23
0001556917-21-000002	5	Katie Sheehan	Board Member	2021-06-23
0001556917-21-000002	6	Peter Neuwirth	Board Member	2021-06-23
0001556917-21-000002	7	Jesse Lyn Stoner	Board Member	2021-06-23
0001556917-21-000002	8	Marilyn McConnell	Board Member	2021-06-23
0001556917-21-000002	1	David Marshall	Chief Executive Officer and Board Member	2021-06-23
0001556917-21-000002	10	Jack W. Perry	Board Member	2021-06-23
0001860502-21-000002	1	Adrien Chatillon	Director	2021-06-23
0001670254-21-000742	1	Dr. Sean Dixon	CEO	2021-06-23
0001556917-21-000002	3	Johanna E. Vondeling	Board Member	2021-06-23
0001556917-21-000002	2	William L. Upton	Board Chair	2021-06-23
0001556917-21-000002	9	Ed Frauenheim	Board Member	2021-06-23
0001669191-21-000640	6	Brad  Nemire	Board Member	2021-06-23
0001669191-21-000640	5	John Rigoli	Board Member	2021-06-23
0001669191-21-000640	4	Ruth Nemire	Board Member	2021-06-23
0001669191-21-000640	3	Ruth Nemire	Principal Accounting Officer	2021-06-23
0001669191-21-000640	2	John Rigoli	Principal Financial Officer	2021-06-23
0001669191-21-000640	1	Ruth Nemire	Principal Executive Officer	2021-06-23
0001670254-21-000740	2	Bruce Roesner	President at GreenLifeTech	2021-06-18
0001670254-21-000740	1	Julia Roesner	Advisor at GreenLifeTech	2021-06-21
0001670254-21-000738	1	Andre Mlynsky	Founder & CEO	2021-06-22
0001665160-21-001168	1	Robert Peck	CEO, Principal Executive Officer and Director	2021-06-23
0001665160-21-001168	3	Avin Samtani	COO, Principal Operations Officer and Director	2021-06-23
0001665160-21-001168	2	Jonathan Kinas	CFO, Principal Financial Officer and Director	2021-06-23
0001670254-21-000736	1	Mohamed Zaid	Founder and CEO	2021-06-18
0001665160-21-001167	1	Rick Burnett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-23
0001665160-21-001167	2	Mason Burnett	COO	2021-06-23
0001665160-21-001165	1	Lawrence Johnson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-23
0001670254-21-000734	2	Nicholas Luft	CEO	2021-06-21
0001670254-21-000734	1	Jon Harris	Co-Founder	2021-06-21
0001665160-21-001164	1	Dr. Ahmad Glover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-23
0001864227-21-000001	1	/s/ Anne Cheng	Chief Executive Officer, President and Director	2021-06-23
0001670254-21-000732	2	Alice Jun	Founder & Brewer	2021-06-18
0001670254-21-000732	1	John Limb	Managing Member	2021-06-19
0001669191-21-000638	4	Byron Kwok	Board Member	2021-06-22
0001669191-21-000638	2	David Baker	Board Member	2021-06-22
0001669191-21-000638	1	David Baker	Principal Executive Officer	2021-06-22
0001669191-21-000638	3	Vadim Tarasov	Board Member	2021-06-22
0001812129-21-000001	1	Sean O'Neill	President	2021-06-22
0001746059-21-000293	1	Katy Schaan	Owner and Founder	2021-06-22
0001746059-21-000291	1	Nicole Nassif	Owner and Founder	2021-06-22
0001746059-21-000290	1	Caitlin Olsen	Owner and Founder	2021-06-22
0001665160-21-001163	2	Eli Fouch	COO, Director	2021-06-22
0001665160-21-001163	1	Lucas Wright	CEO, Principal Execuetive Officer and Director, Principal Financial Officer and Controller	2021-06-22
0001665160-21-001162	1	Darren Enenstein	CEO, CFO, Chairman of the Board, and Director	2021-06-22
0001665160-21-001161	1	William Stuart	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-06-22
0001665160-21-001158	1	Patrick Henry	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-06-22
0001665160-21-001158	2	Farooq Anjum, PhD	Director, CTO and VP of Egineering	2021-06-22
0001665160-21-001157	1	David Obasiolu	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-22
0001867887-21-000001	1	Mary Johnson	President	2021-06-22
0001665160-21-001153	1	David Obasiolu	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001152	1	Travis Matthew Siflinger	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001148	1	John Terry, PhD	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001145	1	MerchantCass Advisors, LLC Nancy Cass	Principal Executive Officer	2021-06-21
0001665160-21-001145	2	Dr. Cheryl Baker, PhD	Scientific Founder and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001144	1	Geoff Patterson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principle Accounting Officer	2021-06-21
0001665160-21-001142	1	Rick Burnett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001142	2	Mason Burnett	COO	2021-06-21
0001665160-21-001140	1	Arya Mazanek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001669191-21-000631	3	Brian Spangle	Principal Accounting Officer	2021-06-21
0001669191-21-000631	1	Lonnie Johnson	Principal Executive Officer	2021-06-21
0001669191-21-000631	2	Julianna  Smoot	Principal Financial Officer	2021-06-21
0001669191-21-000631	4	Lonnie Johnson	Board Member	2021-06-21
0001669191-21-000631	6	Brian Spangle	Board Member	2021-06-21
0001669191-21-000631	5	Julianna  Smoot	Board Member	2021-06-21
0001665160-21-001138	1	Sean Clarke	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001136	1	Mayank Agrawal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001134	1	Laura Boccanfuso	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001132	1	Todd D. Wiebusch	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001619078-21-000006	1	Colin Nederkoorn	CEO & Director	2021-06-21
0001619078-21-000006	4	George DeCarlo	Director	2021-06-21
0001619078-21-000006	3	Elizabeth Tse	Director	2021-06-21
0001619078-21-000006	2	John Allison	Director	2021-06-21
0001665160-21-001129	1	Allan Grosvenor	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001127	1	Darren Enenstein	CEO, CFO, Chairman of the Board, and Director	2021-06-21
0001665160-21-001125	1	John Larson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001122	1	Emily Splichal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001121	1	Felicia Jackson	CEO, Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer	2021-06-21
0001665160-21-001119	1	Peter Peng	Chairman, Founder, CEO, Principal Executive Officer and Director	2021-06-21
0001665160-21-001119	2	Heber Maughan	CFO, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001117	1	Dele Atanda	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001746059-21-000289	1	Justin Barrett	Owner and Founder	2021-06-21
0001746059-21-000288	1	Marco Albertin	Owner & Founder	2021-06-21
0001665160-21-001115	1	Todd Zaroban	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001113	1	Chris James Morgans	CEO, Principal Executive Officer, and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001790181-21-000004	1	Brad David Podowski	Manager	2021-06-16
0001665160-21-001110	1	Todd Thompson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001107	1	Abhinav Verma	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001665160-21-001104	1	Jabari Johnson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001809210-21-000003	2	Lisa M. Samara	Director	2020-06-18
0001809210-21-000003	3	Kirill Tatarinov	Director	2021-06-19
0001809210-21-000003	1	Cory J. Linton	Director	2021-06-18
0001665160-21-001102	1	Frances Tacy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-21
0001746059-21-000287	2	Stephen Thomas	Owner and Cofounder	2021-06-21
0001746059-21-000287	1	Herbert Mcknight	Owner and Cofounder	2021-06-21
0001665160-21-001097	1	David Chasasen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-18
0001746059-21-000286	1	James McGuffin	Owner and Founder	2021-06-21
0001788590-21-000001	2	Mark Zheng	President	2021-06-18
0001788590-21-000001	1	Raymond Li	Founder & Chief Executive Officer	2021-06-18
0001670254-21-000731	3	Matthew Tang	COO	2021-06-14
0001670254-21-000731	5	Max W. Hooper	CEO and Managing Director	2021-06-14
0001670254-21-000731	4	Aaron Jay Ripin	Chief Strategy Officer and Secretary	2021-06-14
0001670254-21-000731	1	John Lessel	General Counsel	2021-06-15
0001670254-21-000731	2	Allen weiss	General partner and chairman	2021-06-14
0001866215-21-000002	2	Heather Emerson	Manager	2021-06-17
0001670254-21-000728	2	Tyler Tringas	General Partner and Founder	2021-06-16
0001665160-21-001081	1	Randy P. Krotz	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-17
0001665160-21-001085	1	J. Garrett Green	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-17
0001867285-21-000001	1	Logan Power by Sean Fuellhart POA	Owner	2021-06-17
0001665160-21-001087	1	Kyle Flanagan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-17
0001665160-21-001091	1	Shawn Findlater	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-17
0001665160-21-001093	1	Andrew Bozcar	Chief Executive Officer	2021-06-17
0001866215-21-000002	1	Faiez Rana	Manager	2021-06-17
0001843387-21-000003	4	Shreyas Sadalgli	Director	2021-06-17
0001843387-21-000003	3	Craig London	Director	2021-06-17
0001843387-21-000003	2	Gary Klinefelter	Director	2021-06-17
0001665160-21-001095	1	Kevin McGregor	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-17
0001665160-21-001083	1	Jonathan Ovadia	Co-Founder and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-17
0001865457-21-000001	1	Eugene Kim	CEO	2021-06-17
0001843387-21-000003	1	Shane Dyer	Director	2021-06-17
0001670254-21-000728	1	Matthew Goldstein	Head of Finance & Operations	2021-06-16
0001843387-21-000003	5	Robert Ahlgren	Director	2021-06-17
0001665160-21-001079	1	Daniel Rubenstein	CEO, Principal Executive Officer and Director	2021-06-17
0001665160-21-001079	2	Lori A. Parks	Principal Financial Officer and Principal Accounting Officer	2021-06-17
0001644600-21-000062	1	Jeremy Allam	Chief Executive Officer, Principal Financial Officer, Principal Accounting Officer, Director	2021-06-17
0001665160-21-001076	1	Scott Stout	Co-Founder and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-17
0001665160-21-001073	1	Nils Thorjussen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-06-17
0001665160-21-001073	2	Tony Samaritano	Director	2021-06-17
