ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	ISCOISSUER	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001746059-21-000305	0	At the close of the offering, the issuer closed on $31,400. The funds are currently being processed. The actual amount may be lower.		Sporty Dog Creations, LLC	Limited Liability Company		MD	2019-11-07	333 N CHARLES ST, BALTIMORE MD 21201, 1S		BALTIMORE	MD	21201	https://www.sportydogcreations.com/	MainVest, Inc.	N	0001746059	007-00162	
0001866542-21-000002	0		Updating offering end date.	Desert Cannalytix Inc.	Corporation		NV	2019-02-17	4596 EUREKA ST		LAS VEGAS	NV	89103	desertcannalytix.com	truCrowd, Inc	N	0001667145	007-00015	283063
0001746059-21-000304	0	At the close of the offering, the issuer closed on $52,500. The funds are currently being processed. The actual amount may be lower.		Brass Knuckle Brewing Company, LLC	Limited Liability Company		FL	2020-10-12	649 MUNICH ST		PALM BAY	FL	32907	http://www.brassknucklebrewing.com/	MainVest, Inc.	N	0001746059	007-00162	
0001866542-21-000001	0			Shaman Productions Corp.	Corporation		PR	2019-06-28	2514 VILLA DORADO CONDO		DORADO	PR	00646	https://www.abeytunaturals.com/	truCrowd, Inc	N	0001667145	007-00015	283063
0001870094-21-000001	0			Sublime Stericeuticals Corp	Corporation		IA	2018-10-12	1317 10TH AVE N		FORT DODGE	IA	50501	http://www.sublimestericeuticals.com/	Silicon Prairie Holdings Inc.	N	0001711770	007-00123	289746
0001812129-21-000003	0		Adding information re: additional investment perk.	Toast! Supplements Inc	Corporation		DE	2017-11-18	11 BLACKBURNIAN RD	11 BLACKBURNIAN RD	LINCOLN	MA	01773	alwaystoast.com	MicroVenture Marketplace Inc.	N	0001478147	008-68458	152513
0001746059-21-000302	1		Issuer is extending deadline.	SPORKconcepts LLC	Limited Liability Company		NY	2019-07-22	476 HUMBOLDT ST APT 1R		BROOKLYN	MA	11211	https://7grainarmy.com/	MainVest, Inc.	N	0001746059	007-00162	
0001669191-21-000662	0		issuer extended the offering date.	ACK Right Endeavors LLC	Limited Liability Company		CA	2017-07-01	24 1/2 Northstar Street		Marina Del Rey	CA	90292-6709	greenboxRobotics.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-000660	0		issuer extended the offering date.	Northstar Technologies Group, Inc.	Corporation		FL	2020-05-18	365 5th Avenue S	Suite 219	Naples	FL	34102	www.northstartgi.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001852221-21-000005	0		Updated Offering Page and added pitch video script	2XPLR, Inc.	Corporation		DE	2018-01-26	CLUSTER C/O METAL LAW	725 S. FIGUEROA STREET, SUITE 3065	LOS ANGELES	CA	90017	https://clusterforchange.com	Fundify Portal, LLC	N	0001788777	007-00216	306519
0001781955-21-000004	0		Dome Audio will be extending their offering deadline date from 06-30-2021 to 07-31-2021.	Dome Audio Inc.	Corporation		DE	2019-04-16	2 PARK SQUARE	SUITE 2212	RAHWAY	NJ	07065	www.domeaudioinc.com	PicMii Crowdfunding LLC	N	0001817013	007-00246	310171
0001509693-21-000002	0			IzMaCo Investments LLC	Limited Liability Company		VA	2019-02-27	191 WHITE OAK BLUFF RD.		STELLA	NC	28582	www.izmaco.com	JUMPSTART SECURITIES, LLC	N	0001509693	008-68773	000156214
0001665160-21-001200	1		Partnership update with Jamba.	6d bytes inc.	Corporation		DE	2015-11-16	440 N WOLFE RD M/S 215	M/S 215	SUNNYVALE	CA	94085	https://www.blendid.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001198	0			Covira Surgical, Inc.	Corporation		DE	2018-09-07	3333 Green Bay Road Office L-404		North Chicago	IL	60064	https://www.covirasurgical.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001196	0			Global Startup Ecosystem, Inc.	Corporation		NY	2017-05-22	10 Hudson Yards, 48th Floor		New York	NY	10001	globalstartupecosystem.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-21-000657	0			Adaptive Holdings, LLC	Limited Liability Company		FL	2021-02-25	4581 Weston Road	Suite 191	Weston	FL	33331	http://www.proteinquick.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001796060-21-000005	1		offering end date changed to 10/31/2021	Dope Coffee Co LLC	Limited Liability Company		GA	2019-03-27	4110 PEABODY COURT		DECATUR	GA	30034	https://www.realdope.coffee/	MiTec, PBC	N	0001690300	007-00133	292759
0001829703-21-000003	0			Union Electric Supply, Inc.	Corporation		DE	2020-01-09	4055 REDWOOD AVE	#420	LOS ANGELES	CA	90066	https://unionelectric.co	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-21-000758	0			Factmata Inc	Corporation		DE	2017-03-11	2093 PHILADELPHIA PIKE #1946		CLAYMONT	DE	19703	http://www.factmata.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001848794-21-000003	0		Correcting offering deadline	Work4Workers, Inc.	Corporation		DE	2020-03-30	8113 AMELIA COVE		AUSTIN	TX	78750	https://www.work4workers.com	Fundify Portal, LLC	N	0001788777	007-00216	306519
0001746059-21-000301	1		Issuer is increasing minimum and maximum target amounts. Issuer is amending financial projections. Issuer is amending minimum and maximum revenue share percentage. Issuer is amending maturity date and investment multiple. Issuer is amending use of funds.	Roast Umber, LLC	Limited Liability Company		MI	2018-11-26	3408 MILLER RD # 309		KALAMAZOO	MI	49001	roastumber.com	MainVest, Inc.	N	0001746059	007-00162	
0001746059-21-000300	1		Issuer is extending deadline to invest.	High Water Music, LLC	Limited Liability Company		NY	2008-09-24	1861 MADISON ST APT 2R		RIDGEWOOD	NY	11385	http://highwatermusic.net	MainVest, Inc.	N	0001746059	007-00162	
0001669191-21-000654	0		issuer extended the offering date.	MUSTWATCH LLC	Limited Liability Company		DE	2017-11-16	1400 Commonwealth Avenue	Apt 18	Allston	MA	02134	watchpartyllc.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-000652	0		issuer extended the offering date.	Zelgor Inc	Corporation		DE	2012-08-03	745 Atlantic Ave		Boston	MA	02111	zelgor.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-000650	0		issuer extended the offering date.	Innovative Product Solutions Inc.	Corporation		CO	2020-05-22	2804 Royal Fox Drive		St Charles	IL	60174	www.iproductsolutions.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001869516-21-000002	1		"We've added a ""maximum investment amount"" of $25,000.00."	Eureka Compass Vegan Food, LLC	Limited Liability Company		MN	2017-03-10	1656 MINNEHAHA AVE WEST		ST. PAUL	MN	55104	https://eurekacompassveganfood.com/	Silicon Prairie Holdings Inc.	N	0001711770	007-00123	289746
0001665160-21-001193	0	At the close of the offering, the issuer closed on $3,495,065.54 and 876,695 number of securities.		Fanbase Social Media, Inc.	Corporation		DE	2019-10-01	976 JEFFERSON ST. NW SUITE I		ATLANTA	GA	30318	fanbase.app	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001191	1		Issuer extended the length of its offering.	La Fayette Franchise, Inc.	Corporation		DE	2020-05-26	2332 GALIANO STREET, 2ND FLOOR		CORAL GABLES	CA	33134	http://www.lesmoulinslafayetteusa.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001190	0	At the close of the offering, the issuer closed on $102869.61 and 240373 number of securities.		Mobot Nation Inc.	Corporation		CA	2014-01-23	2554 LINCOLN BLVD #555	#555	VENICE	CA	90291	https://mobot.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001650200-21-000002	0	The Offering closed successfully on 06/25/2021, having received investment commitments of $1,850,165.64, although a final accounting has not taken place.		ALPHAFLOW INC.	Corporation		DE	2015-05-19	2269 CHESTNUT STREET	#267	SAN FRANCISCO	CA	94123	http://www.alphaflow.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001669191-21-000648	0		issuer extended the offering date.	Targeted Shopping Solutions, Inc.	Corporation		CO	2008-01-08	9938 Longview Drive		Lone Tree	CO	80124	www.acqyrexchange.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-000646	0		issuer extended the offering date.	Kehei, LLC	Limited Liability Company		FL	2009-01-22	19101 Mystic Pointe drive	Suite 410	Aventura	FL	33180	www.keheitraveler.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-000644	0		issuer extended the offering date.	Bioverge, Inc.	Corporation		DE	2017-08-17	237 Kearny Street	Ste. 9171	San Francisco	CA	94108	https://bioverge.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-000642	0		the issuer extended the offering date.	GenesisAI Corporation	Corporation		DE	2018-07-03	201 SE, 2nd Avenue		Miami	FL	33131-2264	https://www.genesisai.io/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001746059-21-000299	0	At the close of the offering, the issuer closed on $74,000. The funds are currently being processed. The actual amount may be lower.		Ethiopic, LLC	Limited Liability Company		MD	2019-08-01	1515-1519 W BALTIMORE ST		BALTMORE	MD	21223	https://www.ethiopicrestaurant.com/	MainVest, Inc.	N	0001746059	007-00162	
0001746059-21-000298	0	At the close of the offering, the issuer closed on $21,400. The funds are currently being processed. The actual amount may be lower.		Back Porch Brewing Inc	Corporation		PA	2019-10-23	133 N HANOVER ST		CARLISLE	PA	17013	http://www.backporchbrewinginc.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-001189	1		Issuer will be extending their campaign to 9/29/2021.	Zenus, Inc.	Corporation		DE	2015-10-19	411 WEST MONROE STREET		AUSTIN	TX	78704	https://zenu.ai/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001845758-21-000003	0	The Offering closed successfully on June 26th, 2021, having received investment commitments of $38,475, although a final accounting has not taken place		Abletek, Inc.	Corporation		DE	2020-11-30	KANUPRIYA, B WING 701, SECTOR 18	PLOT NO 32 AND 33	KAMOTHE, NAVI MUMBAI	K7	410209	https://myudaanstore.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-21-000297	0	At the close of the offering, the issuer closed on $15,400. The funds are currently being processed. The actual amount may be lower.		HOT OVEN COOKIES, LLC	Limited Liability Company		MA	2020-04-20	1597 MAIN ST.		SPRINGFIELD	MA	01103	https://www.hotovencookies.com/	MainVest, Inc.	N	0001746059	007-00162	
0001828173-21-000004	1		Issuer will extend the offering to 12/31/2021 and set a reduced valuation for the company at $2,000,000 allowing for greater investor ownership.	Verge Brewing LLC	Limited Liability Company		OH	2019-07-31	1931 POPLAR DR.		LOVELAND	OH	45140	www.vergebrewing.com	Wunderfund, Inc.	N	0001707360	007-00116	288924
0001746059-21-000296	0			PIVOVAR WEST BREWING Co LLC															
0001683827-21-000004	0			Good Kitchen, LLC	Limited Liability Company		NC	2011-11-28	9716 REA RD	STE B PMB 1066	CHARLOTTE	NC	28277	https://thegoodkitchen.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001858426-21-000003	0	Minimum Funding Goal has been met.		Moonrock Property Management LLC	Limited Liability Company		LA	2019-06-03	406 NORTHEAST STREET		JONESBORO	LA	71251	www.moonrockpm.com	Miventure, Inc.	N	0001804083	007-00227	
0001863544-21-000007	0			Bobbie Baby, Inc.	Corporation		DE	2018-03-01	2193 FILLMORE ST.		SAN FRANCISCO	CA	94115	hibobbie.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001856356-21-000001	0			Eyetamins, Inc.	Corporation		DE	2019-05-22	1250 BROADWAY	36TH FLOOR	NEW YORK	NY	10001	https://eyetamins.co	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-21-000756	0			Stanulis Films Inc.	Corporation		WY	2019-01-07	600 Annadale Road		Staten Island	NY	10312	http://www.stanulisfilms.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001865457-21-000002	0		"Updated to fix scrivener's error in definition of ""Valuation cap"""	Passu, Inc.	Corporation		DE	2017-03-23	1370 NORTH SAINT ANDREWS PLACE		LOS ANGELES	CA	90028	https://www.dims.world/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-21-000754	0			LearnDay, Inc.	Corporation		DE	2020-07-01	110 East 25th Street		New York	NY	10010	https://www.learnday.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001619078-21-000008	1		The Company has extended the Early Investor deadline to 6:59 AM PT on June 28, 2021; and amended Exhibits C-1 and C-2 to add omitted exhibit. No other revisions or updates have been made to the Form C originally filed on June 21, 2021.	Peaberry Software Inc.	Corporation		DE	2012-01-30	921 SW WASHINGTON ST	SUITE 820	PORTLAND	OR	97205	https://www.customer.io	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-21-000752	0			Bewell Digital Inc	Corporation		DE	2020-11-30	3260, Hill View Avenue		Palo Alto	CA	94304	http://bewelldigital.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001867285-21-000002	0		amending offering deadline	Hillhouse Coffee & Lounge	Limited Liability Company		AZ	2020-01-20	7756 E MARQUISE DR		TUCSON	AZ	85715	Hillhousecoffee.com	truCrowd, Inc	N	0001667145	007-00015	283063
0001833112-21-000004	1		Extending the offering deadline and provided updating financial metrics.	MicroSalt Inc.	Corporation		FL	2020-09-10	515 N Flager Drive, Suite P-300		West Palm Beach	FL	33401	https://www.microsaltinc.com/	MicroVenture Marketplace Inc.	N	0001478147	008-68458	152513
0001858421-21-000004	0		Correcting incorporation state in filing from California to Delaware.	Iris Social Stock App INC.	Corporation		DE	2020-09-08	1427 7TH STREET	206	SANTA MONICA	CA	90401	https://www.iris.finance	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-001187	1		Issuer is extending campaign end date by 30 days.	Hundy, Inc.	Corporation		DE	2016-08-26	45 SW 9th Street, Suite 2810		Miami	FL	33130	https://www.hundy.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001185	0	At the close of the offering, the issuer closed on $111,350.47 and 113,818 number of securities.		Clear Genius Inc.	Corporation		DE	2014-04-29	103 KOCH RD.	#31309	CORTE MADERA	CA	94925	clear-genius.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001815995-21-000006	0		This amendment is to update the key personnel and current cash position.	ADWALLET INC.	Corporation		DE	2020-06-11	28 CEDAR HILL PLACE, N.E.		ALBUQUERQUE	UT	87122	https://www.adwallet.com	OpenDeal Portal LLC	N	0001751525	007-00167	
0001644600-21-000065	0			STARTENGINE CROWDFUNDING, INC.	Corporation		DE	2014-03-19	3900 W ALAMEDA AVE.	SUITE 1200	BURBANK	CA	91505	www.startengine.com		N			
0001665160-21-001182	0			Custom Social Inc.	Corporation		DE	2019-01-22	3160 College Ave, Suite 203		Berkeley	CA	94705	https://www.getarrow.ai/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001104659-21-085566	0			Elemeno Health, Inc.	Corporation		DE	2016-01-29	2910 Ford Street		Oakland	CA	94601	https://www.elemenohealth.com	StartEngine Capital LLC	N	0001665160	007-00007	
0001869516-21-000001	0			Eureka Compass Vegan Food, LLC	Limited Liability Company		MN	2017-03-10	1656 MINNEHAHA AVE WEST		ST. PAUL	MN	55104	https://eurekacompassveganfood.com/	Silicon Prairie Holdings Inc.	N	0001711770	007-00123	289746
0001823421-21-000003	0	$152,161.00 in investments. Payments still processing; final figure not yet determined.		Remedy Processors LLC	Limited Liability Company		CA	2018-12-10	7919 SILVERTON AVE #402	7919 SILVERTON AVE #402	SAN DIEGO	CA	92126	www.remedyprocessors.com	MicroVenture Marketplace Inc.	N	0001478147	008-68458	152513
0001665160-21-001180	0			Streamlytics, Inc.	Corporation		DE	2018-10-11	777 Brickell Avenue, Suite 500		Miami	FL	33131	https://www.streamlytics.co/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001817744-21-000002	0			Shandoka, Ltd Liability Corp	Limited Liability Company		NC	2019-01-25	222 SOUTH CHURCH STREET, SUITE 100		CHARLOTTE	NC	28202	https://www.shandokacycles.com/	Wunderfund, Inc.	N	0001707360	007-00116	288924
0001848794-21-000002	0			Work4Workers, Inc.	Corporation		DE	2020-03-30	8113 AMELIA COVE		AUSTIN	TX	78750	https://www.work4workers.com	Fundify Portal, LLC	N	0001788777	007-00216	306519
0001842772-21-000003	0			SRQ Pickleball Partners LLC															
0001665160-21-001178	0		Issuer adjusted page	The Studio Kitchen Company	Corporation		DE	2021-01-01	6130 W Flamingo Rd		Las Vegas	NV	89103	https://www.thestudio.kitchen/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-21-000750	0			Get a Clew, Co.	Corporation		DE	2021-04-27	118 N. Argyle Place		Seattle	WA	98103	http://getaclew.co	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-21-001173	0			MovoCash, Inc.	Corporation		DE	2014-06-20	530 Lytton Ave. 2nd Floor		Palo Alto	CA	94301	https://movo.cash/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001852231-21-000003	0	The issuer raised approximately $999,977.42 during the offering period. Payments are still being processed; the exact amount has yet to be determined.		Driven Technologies, Inc	Corporation		DE	2020-11-06	5455 SPINE ROAD	UNIT MW	BOULDER	CO	80301	www.ceramicspeed.com/en/driven/	SI SECURITIES, LLC	N	0001603038	008-69440	000170937
0001746059-21-000295	0			ARMAGA VR Inc	Corporation		IL	2018-08-27	2400 SUNRISE CT		AURORA	IL	60503	http://www.armagavr.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-001171	1		Issuer is extending the length of their campaign by 90 days.	Liberty PlugIns, Inc.	Corporation		DE	2009-09-15	1482 EAST VALLEY RD, STE 329	SUITE 329	SANTA BARBARA	CA	93108	www.libertyaccesstechnologies.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000294	0			Earth, Wind & BOOKS LLC	Limited Liability Company		TX	2021-01-05	2816 MAIN ST		DALLAS	TX	75226	https://linktr.ee/earthwindandbooks	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-001170	0	At the close of the offering, the issuer closed on $1,041,258 and 186,320 shares of Class A Common Stock.		AEXLAB, Inc.	Corporation		DE	2021-01-15	60 SW 13 STREET		MIAMI	FL	33130	https://aexlab.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001169	0	At the close of the offering, the issuer closed on $271,674.00 and 141,483 number of securities.		Franny's Manufacturing Inc	Corporation		NC	2019-03-18	211 MERRIMON AVENUE - SUITE 111		ASHEVILLE	NC	28801	www.frannysfarmacy.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001858421-21-000002	0			Iris Social Stock App INC.	Corporation		CA	2020-09-08	1427 7TH STREET	206	SANTA MONICA	CA	90401	https://www.iris.finance	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-21-000748	0			Place Technology, Inc.	Corporation		DE	2018-08-02	3700 Thompson Street	Suite 200	Austin	TX	78702	http://www.placetechnology.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-21-000746	0			Archneura Inc.	Corporation		DE	2021-01-11	7420 Colshire Dr.	Apt #1	McLean	VA	22102	http://Archneura.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-21-000744	0			Entelexo Biotherapeutics Inc.	Corporation		DE	2020-04-22	5270 California Ave Ste 300		Irvine	CA	92617	http://Entelexo.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001556917-21-000002	0	81 investors and $583,649 total invested		Berrett-Koehler Group, Inc.	Corporation		CA	1998-11-10	1333 BROADWAY	SUITE 1000	OAKLAND	CA	94612	www.bkconnection.com	MiTec, PBC	N	0001690300	007-00133	292759
0001860502-21-000002	0			Actipulse Neuroscience, Inc.	Corporation		DE	2019-06-27	210 BROADWAY	201	CAMBRIDGE	MA	02139	https://www.actipulseneuroscience.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-21-000742	0			Simply Tiny Development, a Public Benefit LLC	Limited Liability Company		DE	2019-02-06	1556 S Field Court		Lakewood	CO	80232	http://www.simplytinydevelopment.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001669191-21-000640	0		issuer extended the offering date.	Acquire Skills and Knowledge Education Inc.	Corporation		DE	2019-11-06	4448 Brandywine Dr		Boca Raton	FL	33487	askgames.org	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-21-000740	0			GreenLife Tech Corporation	Corporation		NC	2020-10-27	197 Camelot Dr		Banner Elk	NC	28604	http://www.greenlifetech.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-21-000738	0			Upstack Technologies, Inc.	Corporation		DE	2015-11-04	493 Oxford Rd		Cedarhurst	NY	11516	http://www.upstack.co	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-21-001168	0	At the close of the offering, the issuer closed on $849,173.40 and 93,521 number of securities.		AquaVault, Inc.	Corporation		DE	2011-03-07	20533 BISCAYNE BLVD, STE. 4947		AVENTURA	FL	33180	TheAquaVault.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-21-000736	0			SnapGoal Inc.	Corporation		DE	2018-08-09	24002 colonial parkway	5106	Katy	TX	77493	http://www.fanera.co	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-21-001167	0		Issuer is extending their campaign to August 31, 2021 and increasing their funding goal to $4,938,318.00.	Laneaxis, Inc.	Corporation		DE	2015-06-04	419-A MAIN STREET, SUITE 121		HUNTINGTON BEACH	CA	92648	https://laneaxis.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
