ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	ISCOISSUER	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001665160-21-002418	0			CFBB Pictures, LLC	Limited Liability Company		NC	2018-06-28	2642 Stratford Drive		Greensboro	NC	27408	www.killgiggles.com		N			
0001665160-21-002415	0			The NoBaked Company	Corporation		DE	2020-12-21	1200 Villa Pl #113		Nashville	TN	37212	https://nobakedcookiedough.com/		N			
0001746059-21-000642	1		Issuer is extending the deadline to make an investment. Issuer is decreasing minimum target amount. Issuer is amending revenue share percentages. Issuer is amending intended use of funds.	ELITEA LLC	Limited Liability Company		MI	2012-06-06	4980 COUNTRYSIDE DR		WEST BLOOMFIELD	MI	48323	http://www.eliteabar.com	MainVest, Inc.	N	0001746059	007-00162	
0001902033-21-000001	0			O2, Inc.	Corporation		DE	2021-12-16	1481 SHOWCASE DRIVE		COLUMBUS	OH	43212	https://www.drinko2.com	SI SECURITIES, LLC	N	0001603038	008-69440	000170937
0001746059-21-000641	0	At the close of the offering, the issuer closed on $235,800. The funds are currently being processed. The actual amount may be lower.		Star Estate Development Group	Limited Liability Company		NY	2015-06-25	1835 BROADWAY		WEST PARK	NY	12493	http://www.thehudsonhouseny.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-002412	0			CLEARWATER DISTILLING COMPANY LLC	Limited Liability Company		UT	2018-04-23	564 W 700 S, Suite 401		Pleasant Grove	UT	84062	https://www.clearwaterdistilling.com/		N			
0001746059-21-000640	1		Issuer is extending deadline to invest.	Slauterhouse, LLC	Limited Liability Company		IL	2019-11-01	2612 INTERLACKEN DR STE B		SPRINGFIELD	IL	62704	https://slauterhousebrewing.com/	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-002407	0			Trella Technologies LLC	Limited Liability Company		MA	2016-11-03	173 Clay Pond Rd.		Bourne	MA	02532	www.trella.io		N			
0001746059-21-000639	1		Issuer is amending deadline to invest.	SIN CITY SUPERETTE LLC	Limited Liability Company		MA	2020-08-26	71 EXCHANGE STREET		LYNN	MA	01901	https://www.sincitysuperette.com/	MainVest, Inc.	N	0001746059	007-00162	
0001872382-21-000011	0		The Issuer has increased its raise max to $1mm per rules outlined by the SEC and the corresponding CPA review. The issuer intends to extend its deadline until January 31st, 2022 & has notified its investors about its amendment.	Row House Publishing, Inc.	Corporation		NJ	2020-11-03	196 Long Swamp Rd		New Egypt	NJ	08533	http://rowhousepublishing.com	Seed At The Table	N	0001808131	007-00230	005548762
0001746059-21-000638	1		Issuer is extending the deadline to make an investment. Issuer is amending revenue share percentage. Issuer is amending intended use of funds. Issuer is decreasing target minimum.	Bar at 66 Greenpoint LLC	Limited Liability Company		NY	2021-09-07	2 BLUE SLIP APT 27J		BROOKLYN	NY	11222	http://www.66greenpoint.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-002397	0			YouSolar, Inc.	Corporation		DE	2010-05-11	292 Brokaw Road		Santa Clara	CA	95050	www.yousolar.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002396	0		Britt Johnson is no longer with the company and has been removed from the campaign page	GACW Incorporated	Corporation		AZ	2019-11-26	3110 West Ray Road, Suite 201		Chandler	AZ	85226	https://globalaircylinderwheels.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002394	0	At the close of the offering, the issuer closed on $622,524.47 and 638,973 number of securities.		Colorado Sake Co.	Corporation		CO	2016-12-12	3559 LARIMER STREET	SUITE 500	DENVER	CO	80205	https://www.coloradosakeco.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000637	0			SIN CITY SUPERETTE LLC	Limited Liability Company		MA	2020-08-26	71 EXCHANGE STREET		LYNN	MA	01901	https://www.sincitysuperette.com/	MainVest, Inc.	N	0001746059	007-00162	
0001811251-21-000004	1		Filing amendment to add a webinar transcript and disclose that related parties of the Company have made investments during the offering that at the time of investment represented more than 10% of the total amount raised.	Resteasiest.com, Inc.	Corporation		DE	2019-12-06	2607 Lawrence St		Houston	TX	77008	https://thepostage.com/	MicroVenture Marketplace Inc.	N	0001478147	008-68458	152513
0001892429-21-000001	0			PlusMedia Solutions, Inc.	Corporation		DE	2021-09-21	27 PROSPECT HILL ROAD		BRANFORD	CT	06405	https://www.plusmedia.solutions	IGNITE SOCIAL IMPACT INC.	N	0001810362	007-00237	310501
0001886737-21-000003	1		Updated the Minimum Offering Amount and the number of securities being issued if the Minimum Offering Amount is reached.	The EvStructure Inc.	Corporation		DE	2021-01-27	3579 Foothill Blvd	Suite 213	Pasadena	CA	91107	http://evsdev.444.media/	Fundify Portal, LLC	N	0001788777	007-00216	306519
0001867987-21-000002	1		This Form C/A is filed to: increase the Maximum Offering Amount to $1,070,000; update the use of proceeds amounts; update the financials listed in the 2019 and 2020 tables; increase the Maximum Individual Purchase Amount; and include reviewed financials	DATG Group, LLC	Limited Liability Company		DE	2017-12-08	50 AVENUE A	6B	NEW YORK	NY	10009	https://dreamsarentthisgood.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-002393	0			Kationx Corp.	Corporation		DE	2019-05-28	442 Fourth Ave		Indialantic	FL	32903	kationx.com		N			
0001665160-21-002390	0			Tapville Franchising Inc.	Corporation		DE	2020-06-08	216 S Washington Street		Naperville	IL	60540	https://tapvillesocial.com/		N			
0001665160-21-002389	0			Hidden Water Robotics, Inc.	Corporation		DE	2018-10-20	2045 McLaren Rd		North Palm Beach	FL	33408	https://www.hidden-water.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001866215-21-000004	0	The Offering closed successfully on 12/29/2021, having received investment commitments of $346,003.00, although a final accounting has not taken place.		Prep to Your Door LLC	Limited Liability Company		TX	2018-02-02	507 CALLES STREET	100	AUSTIN	TX	78702	https://www.preptoyourdoor.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-002387	0			RED EYE LOUIE'S INC	Corporation		AL	2011-02-18	160 Highland View Dr.		Birmingham	AL	35242	www.redeyelouies.com		N			
0001665160-21-002384	0			AvaWatz Company	Corporation		TX	2019-02-13	14681 Midway Rd, Ste 200		Addison	TX	75001	https://avawatz.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002383	0			YouSolar,  Inc.	Corporation		DE	2010-05-11	292 Broakaw Road		Santa Clara	CA	95050	www.yousolar.com		N			
0001746059-21-000635	0			Greenjeans Farms LLC	Limited Liability Company		MA	2021-01-06	4 OLD SAWMILL RD		HOLLISTON	MA	01746	http://www.greenjeanscoop.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-002378	0		Issuer is updating campaign page.	XRHealth, Inc.	Corporation		DE	2020-05-05	1330 Beacon St STE 209		Brookline	MA	02446	https://www.xr.health/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002379	0			Atlas	Corporation		CA	2021-06-10	16821 Edgar Street		Pacific Palisades	CA	90272	www.atlasinc.solar	StartEngine Capital, LLC	N	0001665160	007-00007	
0001885303-21-000008	0		This amendment is being made to extend the deadline to reach the target offering amount to February 28, 2022.	Spirit of Speedway LLC	Limited Liability Company		IN	2021-06-28	11216 FALL CREEK ROAD	SUITE 125	INDIANAPOLIS	IN	46256	www.spiritofspeedway.com	Silicon Prairie Online LLC	N	0001711770	007-00123	289746
0001665160-21-002381	0			YouSolar,  Inc.	Corporation		DE	2010-05-11	292 Broakaw Road		Santa Clara	CA	95050	www.yousolar.com		N			
0001746059-21-000636	0			Cakes & Pipers Bakery, LLC	Limited Liability Company		VA	2021-02-25	125 HOLMES CIR		LYNCHBURG	VA	24501	https://www.cakesandpipersbakery.com/	MainVest, Inc.	N	0001746059	007-00162	
0001893044-21-000002	0		Update to Maximum Amount - From $245,000 to $250,000. Update to Jurisdiction of corporation.	Undesert Corporation	Corporation		DE	2021-10-18	3283 WALNUT STREET	APT B	LOS ALAMOS	NM	87544	www.undesert.com	Fundify Portal, LLC	Y	0001788777	007-00216	306519
0001665160-21-002372	0			Veriglif, Inc.	Corporation		DE	2018-10-22	251 W. 30th Street #606		New York	NY	10001	veriglif.com		N			
0001665160-21-002370	0			Fanbase Social Media, Inc.	Corporation		DE	2019-10-01	976 Jefferson St. NW Suite I		Atlanta	GA	30318	fanbase.app	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002368	0			Geoship S.P.C.	Corporation		WA	2014-01-24	12394 Bitney Springs Rd		Nevada City	CA	95959	https://geoship.is/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001857219-21-000004	1		Extends the Offering Deadline to March 26, 2022, revises cash and cash equivalents on hand to reflect amount as of November 30, 2021, updates the Business Plan to include new apps being developed, and adds related party shareholder loan of $225,000.	Responsum Inc.	Corporation		DE	2014-07-08	100 M STREET, SE	STE 750	WASHINGTON	DC	20003	https://responsumhealth.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-21-000633	0			Eiser International, LLC	Limited Liability Company		GA	2020-02-06	6555 SUGARLOAF PKWY STE 307		DULUTH	MA	30097	https://www.resiesrestaurant.com/	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-002363	0			Yerbae Brands Co.	Corporation		DE	2020-08-21	14850 N Scottsdale Rd #295		Scottsdale	AZ	85254	https://yerbae.com/		N			
0001665160-21-002360	0			Quri Vodka Inc.	Corporation		DE	2020-07-08	11321 NEWPORT BAY DR		BERLIN	MD	21811	https://www.qurivodka.com/		N			
0001665160-21-002358	1		Issuer is extending offering end date and updating campaign page	Covira Surgical, Inc.	Corporation		DE	2018-09-07	3333 Green Bay Road Office L-404		North Chicago	IL	60064	https://www.covirasurgical.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002356	0			Excursion Van Rentals, Inc	Corporation		DE	2021-02-02	8625 SE 32nd Ave		Milwaukie	OR	97222	https://www.excursionvanrentals.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000632	0			Mike & Patty's JP, LLC	Limited Liability Company		MA	2021-02-01	388 CENTRE ST		JAMAICA PLAIN	MA	02130	http://mikeandpattys.com	MainVest, Inc.	N	0001746059	007-00162	
0001893044-21-000001	0			Undesert Corporation	Corporation		NM	2021-10-18	3283 WALNUT STREET	APT B	LOS ALAMOS	NM	87544	www.undesert.com	Fundify Portal, LLC	Y	0001788777	007-00216	306519
0001665160-21-002354	0	At the close of the offering, the issuer closed on $310,456.41 and 129,018 number of securities.		SoloQi Corp	Corporation		CA	2019-02-28	5653 CALVIN AVENUE, TARZANA, CA, USA	CALVIN AVENUE	LOS ANGELES	GA	91356	https://soloqi.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002353	0	At the close of the offering, the issuer closed on $0 and 0 number of securities.		EventCombo, Inc.	Corporation		DE	2015-09-28	750 N SAN VICENTE BLVD.	STE. 800 WEST	WEST HOLLYWOOD	CA	90069	www.eventcombo.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000631	0	At the close of the offering, the issuer closed on $65,000. The funds are currently being processed. The actual amount may be lower.		Convivio Cafe LLC	Limited Liability Company		CO	2020-09-06	1001 S BRYANT ST		DENVER	CO	80219	https://www.conviviocafe.com/	MainVest, Inc.	N	0001746059	007-00162	
0001746059-21-000630	0			Boheme Retreats, LLC															
0001665160-21-002352	0			Eyedaptic, Inc.	Corporation		CA	2016-09-12	23421 South Pointe Drive		Laguna Hills	CA	92653	https://eyedaptic.com/		N			
0001746059-21-000629	0			Barkin' Creek Dog Kitchen LLC															
0001746059-21-000628	0			Ra Salon & Spa Group LLC	Limited Liability Company		MD	2020-11-18	5457 TWIN KNOLLS RD STE 300		COLUMBIA	MD	21045	www.rasalonandspagroup.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-002346	0			Alelo Inc.	Corporation		CA	2006-01-03	5200 W Century Blvd. Suite 290		Los Angeles	CA	90045	https://www.alelo.com/		N			
0001889280-21-000002	0			VIRTUAL FILM SCHOOL, INC	Corporation		DE	2018-03-12	2219 W OLIVE AVE	277	BURBANK	CA	91506	www.virtualfilmschool.com	YOUNG AMERICA CAPITAL, LLC	N	0001463911	008-68260	000150443
0001665160-21-002344	0		Addition of audited financials to the amendment filing which were previously included in the offering page	GACW Incorporated	Corporation		AZ	2019-11-26	3110 West Ray Road, Suite 201		Chandler	AZ	85226	https://globalaircylinderwheels.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002341	0			Innovative Eyewear, Inc.	Corporation		FL	2019-08-15	66 W Flagler St. Suite 900		Miami	FL	33130	lucyd.co		N			
0001665160-21-002337	0			Cubios, Inc.	Corporation		DE	2021-06-28	5602 Marquesas Circle #207		Sarasota	FL	34240	www.wowcube.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002334	0			Wireless electrical Grid LAN, WiGL, Inc.	Corporation		VA	2020-02-26	1919 Commerce Dr suite 120		Hampton	VA	23666	https://www.Wi-GL.com/		N			
0001665160-21-002329	0			Solo Avital	Corporation		CA	2019-02-28	5653 Calvin Avenue, Tarzana, CA, USA	Calvin Avenue	Los Angeles	GA	91356	https://soloqi.com/		N			
0001665160-21-002326	0			ElectroniXiQ, Inc.	Corporation		GA	2015-04-15	88 North Avondale Rd.	#506	Avondale Estates	GA	30002	https://teamxiq.com/		N			
0001665160-21-002324	0			JUDOBABY	Corporation		CA	2008-11-03	222 Laurel Street	204	San Carlos	CA	94070	www.petsportsleague.com		N			
0001665160-21-002317	0			Phyt.Health, Inc.	Corporation		DE	2021-01-04	4016 Verano Dr		Austin	TX	78735	https://www.phyt.health	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002321	0			Kemper Snowboards, Inc.	Corporation		DE	2020-11-16	1516 S Daniel		Heber City	UT	84032	https://www.kemper-snowboards.com/		N			
0001670254-21-001424	0			Shine Registry INC	Corporation		DE	2019-10-07	153-37 76th Rd		Queens	NY	11367	http://www.shineregistry.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001652564-21-000013	0			Gourmet Renee, LLC	Limited Liability Company		KY	2012-03-27	326 ELM STREET		LUDLOW	KY	41016	www.bircus.com	Wunderfund, Inc.	N	0001707360	007-00116	288924
0001780439-21-000020	0		Rockval has updated their raise video.	Rockval Inc	Corporation		DE	2020-07-30	10515 KINKAID TERRACE		LAKE WORTH	FL	33449	www.rockval.com	Fundopolis Portal LLC	Y	0001729158	007-00143	
0001665160-21-002316	0			Taste Labs, Inc.	Corporation		DE	2018-01-08	833 Broadway, Floor 2		New York	NY	10003	https://www.taste.io/		N			
0001789922-21-000003	0	The Offering closed successfully on December 11, 2021, having received investment commitments of $508,472 although a final accounting has not taken place.		Aavrani, Inc.	Corporation		DE	2017-12-12	139 FULTON STREET		NEW YORK	NY	10038	http://aavrani.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-002319	0			Rumble Motors, Inc.	Corporation		CA	2019-07-02	4563 Maple Crest St		Sacramento	CA	95834	www.rumblemotors.com		N			
0001852227-21-000002	0		Issuer is amending the Form C to add a new video to its offering page on the Intermediary's website and include the most-recent version of such page at Exhibit B to this Form C/A and replace Exhibit D with the transcript for such video.	Poppilu Inc.	Corporation		IL	2018-05-07	1100 NORTH LAKE SHORE DRIVE	21B	CHICAGO	IL	60611	https://www.poppilu.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-002314	1		Issuer is increasing offering maximum to $5 million.	GACW Incorporated	Corporation		AZ	2019-11-26	3110 West Ray Road, Suite 201		Chandler	AZ	85226	https://globalaircylinderwheels.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002313	0	At the close of the offering, the issuer closed on $402,106.71 and 226,448 number of securities.		ENVEL, INC.	Corporation		DE	2017-02-01	75 STATE STREET, SUITE 100		BOSTON	MA	02109	enve.ai	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002311	0	At the close of the offering, the issuer closed on $308,090 and 65,335 number of securities.		Hitch Hotel Inc.	Corporation		DE	2015-04-21	24852 AVENUE ROCKEFELLER		SANTA CLARITA	CA	91355	www.hitchhotel.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002310	0	At the close of the offering, the issuer closed on $434,479.41 and 647762 number of securities.		Orion Haus Homes & Hotels Inc.	Corporation		DE	2021-07-15	2801 S. FEDERAL HIGHWAY, 21770		FORT LAUDERDALE	FL	33335	www.orionhaus.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001877762-21-000004	0	100% of Target Goal reached Target date reached and offering closed		Alchemy Springs Partners, LLC	Limited Liability Company		DE	2021-08-03	2407 HARRISON ST	#13	SAN FRANCISCO	CA	94110	www.alchemysprings.com	NSSC Funding Portal, LLC	N	0001665614	007-00012	
0001746059-21-000627	1		Issuer increased target minimum. Issuer amended revenue share percentages. Issuer amended intended use of funds. Issuer extended deadline to invest.	Tender Fire, LLC	Limited Liability Company		NM	2020-01-23	507A CAMINO SIN NOMBRE		SANTA FE	NM	87505	https://www.tenderfirekitchen.com/	MainVest, Inc.	N	0001746059	007-00162	
0001816536-21-000006	0	$25,000 IN INVESTMENTS. PAYMENTS STILL PROCESSING; FINAL FIGURE NOT YET DETERMINED.		IPD Products, Inc.	Corporation		TX	2020-02-20	3609 CROPSEY CT		MIDLOTHIAN	TX	76065	https://ipd-products.com/	MICROVENTURE MARKETPLACE INC.	N	0001478147	008-68458	000152513
0001670254-21-001422	0			HLD Film, Inc.	Corporation		DE	2021-08-27	910 Sheridan Avenue	Apt. 6G	Bronx	NY	10451	http://facebook.com/suchafunnylife	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-21-002309	0			An Angry Boy Inc.	Corporation		DE	2018-09-18	88 Greenwich St. Suite 2702		New York	NY	10006	www.newdawnfilm.com		N			
0001669191-21-001268	0		the issuer changed the close date.	FinTron LLC	Limited Liability Company		NY	2017-09-22	101 Franklin St	Suite C	Westport	CT	06880	https://www.fintroninvest.com/home	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001213900-21-067277	0			ChoiceTrade Holdings, Inc.	Corporation		PR	2014-10-23	151 SAN FRANCISCO STREET	SUITE 200	SAN JUAN	PR	00901	www.choicetrade.com		N			
0001665160-21-002306	0	At the close of the offering, the issuer closed on $62,699.42 and 34,085 securities.		StartEngine Capital LLC	Corporation		DE	2021-04-05	750 N SAN VICENTE BLVD.	STE. 800 WEST	WEST HOLLYWOOD	CA	90069	https://www.foodspass.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002304	0			TalkGo, Inc.	Corporation		DE	2018-11-26	3518 Fremont Ave N #473		Seattle	WA	98103	https://talksocket.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001886737-21-000001	0			The EvStructure Inc.	Corporation		DE	2021-01-27	3579 Foothill Blvd	Suite 213	Pasadena	CA	91107	http://evsdev.444.media/	Fundify Portal, LLC	N	0001788777	007-00216	306519
0001888739-21-000004	0		Extend offering close date Update pitch deck	Blossoms Events & Catering LLC	Limited Liability Company		MD	2009-04-16	311 FRANKLE ST		BALTIMORE	MD	21225	https://vegboxmd.com/	MiTec, PBC	N	0001690300	007-00133	292759
0001665160-21-002302	0	At the close of the offering, the issuer closed on $0 and 0 number of securities.		CPRWrap, Inc.	Corporation		DE	2019-01-18	957 LOWER MILL ROAD		HIXSON	TN	37343	https://www.cprwrap.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002301	0			Throwdown Inc.															
0001746059-21-000626	1		Intermediary is amending a typographical error in the terms table of the offering memorandum as well as the Revenue Sharing Note.	Xenia LA LLC	Limited Liability Company		CA	2019-03-18	500 1/2 N GENESEE AVE		LOS ANGELES	CA	90036	https://eatxenia.com/	MainVest, Inc.	N	0001746059	007-00162	
0001746059-21-000625	0	At the close of the offering, the issuer closed on $80,000. The funds are currently being processed. The actual amount may be lower.		Maison Provence Corp	Corporation		NY	2021-09-24	52 HAVEMEYER ST		BROOKLYN	NY	11211	https://instagram.com/Maisonprovencebk	MainVest, Inc.	N	0001746059	007-00162	
0001878343-21-000003	1		This Amendment is filed to extend the Offering Deadline to March 31, 2022.	Alpine X Inc.	Corporation		DE	2021-06-24	1308 VINCENT PLACE	SECOND FLOOR	MCLEAN	VA	22101	www.Alpine-X.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-002300	0		Issuer is extending their campaign 60 days to 03/04/2022.	Whooshh Innovations, Inc.	Corporation		DE	2007-10-22	PORT OF SEATTLE,2001 W GARFIELD ST	PIER 91 PORT OF SEATTLE, BLDG 156 C-126	SEATTLE	WA	98119	https://www.whooshh.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000624	0			Xenia LA LLC	Limited Liability Company		CA	2019-03-18	500 1/2 N GENESEE AVE		LOS ANGELES	CA	90036	https://eatxenia.com/	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-002299	0	At the close of the offering, the issuer closed on $308,805 and 347,407 number of securities.		Saucy Brew Works LLC	Limited Liability Company		OH	2015-06-15	2885 DETROIT AVE.		CLEVELAND	OH	44113	www.saucybrewworks.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-21-001419	0			Next Thing Technologies, Inc	Corporation		DE	2019-08-26	237 Kearny Street #9223		San Francisco	CA	94108	http://nextbolt.co	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-21-002298	0			Signature Athletics, Inc.	Corporation		DE	2016-02-05	301 West Platt Street Unit 416		Tampa	FL	33606	signaturelacrosse.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002294	0		Updated company officers section to correct a typo. Under Katya Sverdlov Co-Founder and CEO section it should state she will recieve $125k per year instead of $125k per month.	JelikaLite Corp.	Corporation		DE	2021-10-25	30 Wall Street, 8th Floor		New York	NY	10005	https://jelikalite.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-21-001266	0	End of offering. Issuer closed its offering with estimated gross proceeds of $53,975. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		ACK Right Endeavors LLC	Limited Liability Company		CA	2017-07-01	24 1/2 Northstar Street		Marina Del Rey	CA	90292-6709	greenboxRobotics.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-21-002292	0			Bond Containers, Inc	Corporation		DE	2021-01-20	1311 NW 195th St		Miami	FL	33169	https://bondcontainers.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-21-001417	0			Arolucha, Inc.	Corporation		DE	2017-10-06	231 Public Square Suite 300, PMB-41		Franklin	TN	37064	https://www.arolucha.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001875369-21-000005	1		target end date extended	Perch Point LLC	Limited Liability Company		WI	2021-07-01	125 W MELVINA ST. SUITE 1	731 N. JACKSON ST., SUITE 900	MILWAUKEE	WI	53212	https://mareklandscaping.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001885073-21-000002	0		Updated for a new offering deadline on 4/30/22.	Pacific Northwest Rural Broadband Alliance, Ltd.	Corporation		DE	2020-05-12	1538 DEFOE STREET		MISSOULA	MT	59802	https://nwbroadbandalliance.org/	MiTec, PBC	N	0001690300	007-00133	
0001665160-21-002287	0			Support Groups Central, Inc.	Corporation		DE	2015-07-30	530 S. Lake Avenue, Suite 766		Pasadena	CA	91101	www.peersupportsolutions.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-21-001408	0			The WMarketplace Inc.	Corporation		WA	2020-11-02	6040 Princeton Ave NE		SEATTLE	WA	98115	https://thewmarketplace.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-21-001407	0			DriveMind Inc.	Corporation		DE	2021-01-20	28 Rose Lane		Sparta	NJ	07871	http://www.DriveMind.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001856560-21-000002	0			Onzic, Inc															
0001665160-21-002283	0		Issuer added team member	Luxury Travel Hackers, Inc.	Corporation		DE	2019-02-12	203 South Haskell Ave. Ste. #D		Dallas	TX	75226	https://luxurytravelhackers.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-002284	0		The issuer is closing the offering early on 01/20/2022.	EnAct Systems Inc.	Corporation		DE	2012-12-21	6200 STONERIDGE MALL ROAD STE 300		PLEASANTON	CA	94588	https://enact-systems.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-21-001416	1		changing terms	Fan Owned Club, Inc.	Corporation		DE	2019-03-06	4100B Wyoming Avenue		Nashville	TN	37209	https://www.fanownedclub.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-21-001410	0			Whats for Dinner Technologies, LLC	Limited Liability Company		PA	2017-10-06	6511 Windmere Rd		Harrisburg	PA	17111	https://culineerapp.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
