ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	ISCOISSUER	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001669191-23-000284	0		the issuer extended the offering deadline.	LiquidVineyards LLC	Limited Liability Company		MT	2019-03-15	619 Victor Drive		Santa Rosa	CA	95401	https://www.liquidvineyards.com/	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001746059-23-000075	0			Hattie's Coffee House, LLC	Limited Liability Company		IN	2023-03-06	607 S MAIN ST		WHITESTOWN	IN	46075	http://www.hattiescoffeehouse.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-23-000484	0	At the close of the offering, the issuer closed on $652,879.95 and 183,681 number of securities.		Nimbus Engineering Inc.	Corporation		DE	2017-01-04	2030 VALLEJO STREET	UNIT 803	SAN FRANCISCO	CA	94123	https://nimbus.energy/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001644600-23-000049	0	No securities were sold in this offering.		AdoraPet Biosciences, Inc.	Corporation		DE	2022-08-15	55 E 3RD AVE.		SAN MATEO	CA	94401	www.adora.pet	DEALMAKER SECURITIES LLC	Y	0001872856	008-70756	000315324
0001903564-23-000002	0			Seattle Gummy Co	Corporation		WA	2016-07-12	421 SW 41ST STREET		RENTON	WA	98057	https://seattlegummy.com		N			
0001920988-23-000003	0	The Offering closed successfully on 3/21/2023, having received investment commitments of $591,361.23, although a final accounting has not taken place.		Lexi Devices, Inc.	Corporation		DE	2017-12-27	2342 SHATTUCK AVENUE		BERKELEY	CA	94704	https://lexihome.io/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-23-000483	0	At the close of the offering, the issuer closed on $12,820.76 and 4,146 number of securities.		MySky ECO, Inc.	Corporation		FL	2015-02-19	5889 S WILLIAMSON BLVD, SUITE 1329	SUITE 1329	PORT ORANGE	FL	32128	https://myskyeco.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001920988-23-000002	0	The Offering closed successfully on 3/21/2023, having received investment commitments of $266,185, although a final accounting has not taken place.		Lunar Brands, Inc.	Corporation		DE	2019-08-05	41-34 CRESCENT STREET	#9H	LONG ISLAND CITY	NY	11101	https://www.drinklunar.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001920988-23-000001	0	The Offering closed successfully on 3/21/2023, having received investment commitments of $622,855, although a final accounting has not taken place.		Faraday Labs Inc	Corporation		DE	2018-07-17	1447 2ND STREET	200	SANTA MONICA	CA	90401	https://getlambs.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-23-000482	0	At the close of the offering, the issuer closed on $109,630.01 and 140,558 number of securities.		AWOL OUTDOORS, INC.	Corporation		WI	2009-07-15	7640 WASHINGTON AVENUE SOUTH	PLEASE UPDATE THIS VALUE	EDEN PRAIRIE	MN	55344	www.camp365.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-23-000481	0	At the close of the offering, the issuer closed on $705,274.63.		Virtuix Holdings Inc.	Corporation		DE	2013-12-20	1826 KRAMER LANE STE H	SUITE H	AUSTIN	TX	78758	www.virtuix.com	DEALMAKER SECURITIES LLC	N	0001872856	008-70756	000315324
0001962835-23-000002	0			Exceed Equine, Inc.	Corporation		NV	2021-11-30	3236 NE 5th Street  #402		Pompano Beach	FL	33062	https://exceedequine.com/	Title3Funds.com	N	0001685995	007-00083	286035
0001376474-23-000174	0																		
0001969105-23-000002	1		Target amount changed	Montiel Farms LLC	Limited Liability Company		KS	2022-02-03	2016 S ELIZABETH ST	APT 802	WICHITA	KS	67213	http://www.montielfarms.com/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001969105-23-000001	0			Kassumay LLC	Limited Liability Company		RI	2018-09-12	43 ARLINGTON AVE		WARREN	RI	02885	https://kassumayllc.com/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001746059-23-000074	0			Cactus Blossom Cantina, LLC															
0001746059-23-000073	0			Honeybee Collective LLC	Limited Liability Company		CO	2021-07-08	2255 SHERIDAN BLVD		EDGEWATER	CO	80214	http://honeybeecollective.com	MainVest, Inc.	N	0001746059	007-00162	
0001870462-23-000002	0			Venture on Country Club, LLC	Limited Liability Company		AZ	2021-06-01	5227 N 7TH STREET		PHOENIX	AZ	85014	neighborhood.ventures		N			
0001870462-23-000001	0			Venture on Country Club, LLC	Limited Liability Company		AZ	2021-06-01	5227 N 7TH STREET		PHOENIX	AZ	85014	neighborhood.ventures		N			
0001970305-23-000001	0			Cake Hoopla, LLC	Limited Liability Company		OR	2021-04-27	7173 SW Dartmouth St.		Tigard	OR	97223	https://www.cakehoopla.com	SMBX, Inc.	N	0001707214	007-00129	290186
0001665160-23-000480	0			New Sapience, Inc.	Corporation		DE	2015-03-13	1 SE Ocean Boulevard		Stuart	FL	34994	newsapience.com		N			
0001665160-23-000477	1		Issuer is updating their financials and extending their end date	New Sapience, Inc.	Corporation		DE	2015-03-13	1 SE Ocean Boulevard		Stuart	FL	34994	newsapience.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001644600-23-000046	0			DeepBlue Innovations Corp	Corporation		WY	2022-09-09	2232 Dell Range Blvd.,	Suite 245 - 3790	Cheyenne,	WY	82009	www.deepblueinnovations.io	DEALMAKER SECURITIES LLC	N	0001872856	008-70756	000315324
0001665160-23-000475	0			Green Canopy NODE, SPC	Corporation		WA	2010-02-17	27 South Hanford St.		Seattle	WA	98134	https://www.greencanopynode.com/		N			
0001665160-23-000474	0			Big Derby Distilling Company	Corporation		WA	2011-01-13	1250 Alaskan Way		Seattle	WA	98101	https://copperworksdistilling.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-23-000472	0			Recycline, Inc.	Corporation		MA	1996-01-22	657 Main Street		Waltham	MA	02451	https://www.preserve.eco/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001963562-23-000001	1		Verdir is currently renegotiating the purchase price with the seller and expects to reach an agreement in the low $40 million range. Furthermore, the closing date will be postponed until the end of May, contingent on the approval of these revised terms.	Verdir Managers LLC	Limited Liability Company		TX	2022-09-08	1213 W MOREHEAD ST. STE 527		CHARLOTTE	NC	28208	www.qccapitalgroup.com	Invown Funding Portal LLC	N	0001886151	007-00329	
0001376474-23-000168	0																		
0001963576-23-000001	0			Afterparty Development Inc	Corporation		DE	2022-09-02	10 W 300 S	FLOOR 7	SALT LAKE CITY	UT	84101	https://www.aftrpartyapp.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-23-000260	0		Authorizing additional Early Bird	Momentor Corporation	Corporation		DE	2022-06-15	2432 CAROLINA AVE		REDWOOD CITY	CA	94061	http://momentor.tech	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001965030-23-000004	1		Addition of Co-Issuer (SPV).	DELNORTE HOLDINGS INC	Corporation		DE	2019-09-13	300 DELAWARE AVE STE 210-A		Wilmington	DE	19801	https://delnorte.space/	ChainRaise Portal LLC	N	0001870874	007-00314	316068
0001954783-23-000001	0			Spartan Bitcoin Mining	Corporation		WY	2022-09-09	1309 COFFEEN AVENUE STE 6386		SHERIDAN	WY	82801	www.spartanbitcoinmining.com	MUNDIAL FINANCIAL GROUP, LLC	N	0001455325	008-68154	000149531
0001670254-23-000258	0			GravyStack, Inc.	Corporation		DE	2021-10-27	1 North 1st Street	Suite 790	Phoenix	AZ	85004	http://www.gravystack.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001746059-23-000072	1		Issuer is extending the deadline to make an investment.	Hommage Bakehouse LLC	Limited Liability Company		CA	2021-07-01	4680 CASS ST		SAN DIEGO	CA	92109	http://www.hommagebakehouse.com	MainVest, Inc.	N	0001746059	007-00162	
0001670254-23-000256	0			Cardinal Spirits LLC	Limited Liability Company		IN	2011-03-14	922 S Morton St.		Bloomington	IN	47403	https://www.cardinalspirits.com/	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001747584-23-000012	0	The issuer closed on $250,000 of debt notes.		CGB Green Liberty Notes LLC	Limited Liability Company		CT	2021-10-15	75 CHARTER OAK AVENUE	SUITE 1-103	HARTFORD	MA	06106	invest.ctgreenbank.com	Raise Green, Inc.	N	0001747584	007-00191	301770
0001746059-23-000071	0			DEBELLATION BREWING CO.	Corporation		GA	2019-04-28	822 LONGWOOD DR		RICHMOND HILL	GA	31324	https://www.debellationbrewing.com/	MainVest, Inc.	N	0001746059	007-00162	
0001669191-23-000277	0		the issuer extended the offering deadline.	OMNIPAD, INC.	Corporation		FL	2020-08-25	1112 Cuerno Street		Tallahassee	FL	32304	https://OmniPad.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001915356-23-000002	0			StayFi Inc	Corporation		DE	2018-05-18	175 VARICK STREET	FLOOR 1	NEW YORK	NY	10014	https://stayfi.com/		N			
0001683168-23-001742	1		Reduce the price per share.	Curtiss Motorcycle Company, Inc.	Corporation		DE	2005-05-05	8118 Parkway Drive		Leeds	AL	35094	curtissmotorcycles.com	DEALMAKER SECURITIES LLC	N	0001872856	008-70756	315324
0001915356-23-000001	0			StayFi Inc	Corporation		DE	2018-05-18	175 VARICK STREET	FLOOR 1	NEW YORK	NY	10014	https://stayfi.com/		N			
0001887215-23-000002	0			1463 Dot Ave MM LLC	Limited Liability Company		DE	2021-08-05	C/O TLEE DEVELOPMENT, LLC	1452 DORCHESTER AVE, 4TH FLOOR	BOSTON	MA	02122	https://tleedevelopment.com/		N			
0001887215-23-000001	0			1463 Dot Ave MM LLC	Limited Liability Company		DE	2021-08-05	C/O TLEE DEVELOPMENT, LLC	1452 DORCHESTER AVE, 4TH FLOOR	BOSTON	MA	02122	https://tleedevelopment.com/		N			
0001746271-23-000004	0	The Offering closed successfully on 3/19/2023, having received investment commitments of $39,954, although a final accounting has not taken place.		Stepstone Art Resources, LLC	Limited Liability Company		MA	2015-10-27	1921 DUBLIN ROAD	1921 DUBLIN ROAD	RICHMOND	MA	01254	https://www.see.me/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001538123-23-000002	0			IFAN Financial, Inc	Corporation		NV	2010-06-11	607 Shelby	700 1005	Detroit	MI	48224	www.palantirbios.com	TruCrowd, Inc	N	0001667145	007-00015	283063
0001665160-23-000468	0			BELLA RIO CONSULTING, INC	Corporation		IL	2015-06-29	400 Riverside Rd		Belvidere	IL	61008	https://www.rocknvodkas.com/		N			
0001665160-23-000467	1		Issuer is extending their end date	Xairos Systems, Inc.	Corporation		DE	2019-03-19	9741 Sunset Hill Circle		Lone Tree	CO	80124	https://www.xairos.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001954274-23-000001	0			Lets Dive Inc.	Corporation		DE	2020-07-28	2810 N CHURCH ST		WILMINGTON	DE	19802	https://www.letsdive.io	OpenDeal Portal LLC	N	0001751525	007-00167	283874
