ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001709244-22-000005	1	Gab AI Inc	/s/ Andrew Torba	Chief Executive Officer
0001943451-22-000003	1	Toybox Labs Inc	Benjamin Baltes	CEO
0001670254-22-001282	1	Links Golf Cafe, LLC	Thomas Matzen	Founder
0001665160-22-003101	1	Fan Rebellion, Inc.	Seth Yudof	CEO and Director
0001665160-22-003100	1	PherDal Fertility Science, Inc.	Jennifer Westphal	CEO
0001665160-22-003099	1	Sollievo Pharmaceuticals, Inc	Robert Schultz	CEO, President, Sole Director CFO/Principal Accounting Officer
0001665160-22-003098	1	AiViva Holding Ltd	Diane Tang-Liu	CEO, President and Director
0001665160-22-003097	1	SkyMirr Inc.	Youngmin Jo	CEO, President, Treasurer, and Director
0001665160-22-003096	1	PDX BIOTECH LLC	John Beran	Manager
0001670254-22-001280	1	She Inc.	Julie Rasmussen	Founder & CEO
0001665160-22-003094	1	Eva Medtec, Inc.	John Foster Dinusson	CEO and Director
0001956480-22-000002	1	Mythic Massage, LLC	Meww Gomez	CEO
0001956480-22-000001	1	Moy Bien, LLC	Jasmin-Ayana Moy	CEO
0001665160-22-003091	1	Vantage Sports Co.	Patrick Johnson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-001278	1	Perfekto LLC	Jan Heinvirta	Co-Founder & CEO
0001665160-22-003090	1	Imperia Caviar, LLC	Nikolaos Pnevmatikakis	CEO and CFO
0001670254-22-001275	1	FemHealth Insights, Inc.	Dr. Brittany Barreto	CEO, Founder
0001665160-22-003092	1	VeraScore, Inc.	Geff Woodward	CEO, Chairman of BOD, Principal Accounting Officer
0001665160-22-003087	1	Vasitum Inc	Vikram Wadhawan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-001274	1	ZENCASTR, INC.	Josh Nielsen	CEO
0001665160-22-003088	1	HeatGenie, Inc.	Mark Turner	CEO, President, principal accounting officer, and Director
0001709244-22-000002	1	Gab AI Inc	/s/ Andrew Torba	Chief Executive Officer
0001665160-22-003089	1	ScriptCo Inc.	Mark McCormick	CEO, Treasurer, Principal Accounting Office, Director
0001949283-22-000001	1	Exlites Holdings International Inc	Mark Julian	President
0001746059-22-000432	1	5 Mile Brewing Co LLC	Dayne Bartscht	Managing Partner
0001669191-22-001169	1	Solib Solutions LLC	Yuan Wang	Principal Executive Officer
0001665160-22-003086	1	ABH Holdco, Inc.	Scott Hansen	CEO
0001943467-22-000003	1	Join Day One, Inc	Andrew Hutton	Co-Founder and CEO
0001937440-22-000004	1	Stock Card, Inc.	Hoda Rezaei Mehr	President, Chief Executive Officer and Director
0001790674-22-000008	1	Delee Corp.	Liza Paola Velarde Calvillo	Chief Executive Officer
0001954890-22-000001	1	GUARDD, Inc.	Sherwood Neiss	CEO
0001670254-22-001273	1	Bit Body, Inc.	Miles Penn	Founder
0001833215-22-000002	1	Amia Investments LLC	Mohammad Mehdizadehnasrabadi	Manager of the Issuer's Managing Member
0001765330-22-000004	1	AIRSPACE EXPERIENCE TECHNOLOGIES, INC.	Jon Rimanelli	Chief Operating Officer
0001840495-22-000009	1	American Stories Entertainment Inc.	Robert Cefail	Founder and CEO
0001670254-22-001268	1	TEMPLE I, LLC	Philip Michael	CEO, NYCE
0001930889-22-000006	1	TrialSite Inc.	Daniel O'Connor	Director and Officer
0001930889-22-000007	1	Value Add Growth REIT III LLC	Alan Lewis	Chief Financial Officer
0001957519-22-000003	1	Jet LLC	Chad Scarborough	FOUNDER AND CEO
0001957519-22-000001	1	Resolution 8 Technologies, Inc.	Scott Seidewitz	CEO
0001670254-22-001269	1	Babe Brewing LLC	Vinnie Pavan	Founder/ CEO
0001670254-22-001266	1	Reimagine Football Company	Lindsey Jones	Co-CEO
0001670254-22-001272	1	Hobbydb Corp.	Christian Braun	Collector of Collectors & CEO
0001957519-22-000002	1	Resolution 8 Technologies, Inc.	Scott Seidewitz	CEO
0001665160-22-003084	1	iMetabolic Biopharma Corporation	Urban Austin Kiernan	Chairman, President, Treasurer and Principle Financial Officer
0001665160-22-003083	1	CovInnovations Inc	Jamie Jones	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001874810-22-000001	1	Mr Bing Foods Inc	Benjamin Duvall	Chief Executive Officer
0001670254-22-001264	1	AllerPops Corp	Cliff Han	Founder and CEO
0001665160-22-003081	1	Fisher Wallace Laboratories, Inc.	Kelly Roman	CEO, Director
0001644600-22-000147	1	Cub Crafters, Inc.	Patrick Horgan	President and CEO
0001746059-22-000431	1	Uxbridge 660 Douglas LLC	Michael Cimino	Managing Member
0001665160-22-003080	1	AGOGIE INC	Aaron Mottern	CEO, Principal Accounting Officer, and Director
0001670254-22-001263	1	AllerPops Corp	Cliff Han	Founder and CEO
0001928576-22-000004	1	Liquid Mining Inc	Richard Dwyer	Chief Executive Officer
0001849878-22-000004	1	Clear Protocol, Inc.	/s/ Ernest Michael Kestone	CEO, Clear Protocol, Inc.
0001665160-22-003078	1	Immergo Labs, Inc.	Michael Ora Powell	CEO, co-founder, Director and biomechanics lead
0001665160-22-003076	1	El Hempe Spirits, Inc.	Anthony Bash	CEO, Director and President
0001775794-22-000008	1	RAIDATECH INC	Sean Worthington	CEO
0001665160-22-003074	1	Stellaris Corp	James B. Paull	President, CEO, principal accounting officer, and Director
0001683168-22-008460	1	Curtiss Motorcycle Company, Inc.	/s/ H. Matthew Chambers	CEO/President
0001665160-22-003073	1	StartUpWind, Inc.	Narendra Patil	Founder, President, CEO and Chairman of the Board
0001746059-22-000430	1	Sporty Dog Creations, LLC	Lashauna Jones	Owner and Founder
0001665160-22-003072	1	metaMedia Inc.	Dele Atanda	CEO & President
0001665160-22-003071	1	Zeehaus Inc.	Justin Lee	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-22-001167	1	EFIS Products, Inc.	Nikita Ryjih	Principal Executive Officer
0001956001-22-000001	1	LiveRetail, Inc	Chris Cupero	President and Chief Operating Officer
0001665160-22-003070	1	Envirosult Inc	Michael Green	CEO, Sole Director
0001644600-22-000144	1	AdoraPet Biosciences, Inc.	Richard Chin	CEO and Director
0001665160-22-003067	1	Bizfluence, Inc.	Jacob Davis	CEO, President, Secretary, Director, Principal Accounting Officer
0001665160-22-003068	1	BELLA RIO CONSULTING, INC	Isabelle Roiniotis	President, Director
0001817571-22-000001	1	COI Energy Services, Inc.	SaLisa L. Berrien	CEO & Director
0001665160-22-003066	1	Impact Infrastructure, Inc	John Williams	CEO
0001669191-22-001163	1	MAGFAST LLC	Seymour Segnit	Principal Executive Officer
0001669191-22-001161	1	Digital Direct IR, Inc.	Peter Kaufman	Principal Executive Officer
0001951831-22-000002	1	Bratton Construction, LLC	Sharon Maxwell	CEO
0001829396-22-000004	1	SS Beverages 1, Inc.	Theo Terris	CEO
0001747584-22-000050	1	Applied Bioplastics Corp.	Colin Ardern	President & COO
0001670254-22-001260	1	KTD, LLC d/b/a Homeshake	Nick Rabin	Founder and CEO
0001669191-22-001159	1	Tahiti's Breeze, Inc.	Adelinda  Bryant	Principal Executive Officer
0001669191-22-001158	1	Immortal Data Incorporated	Dale Amon	Principal Executive Officer
0001669191-22-001157	1	Community Musician, Inc.	Scott Arey	Principal Executive Officer
0001669191-22-001156	1	Above & Beyond Studios, Inc.	Aman Stuppard	Principal Executive Officer
0001938236-22-000003	1	DC Wellness, Inc.	/s/ GAURAV GOOMER	CHIEF EXECUTIVE OFFICER
0001670254-22-001258	1	DonorSee, Inc.	Owen O'Doherty	CEO & Director of Product
0001946213-22-000003	1	et Oliva LLC	Patrick Karsu	CEO
0001665160-22-003064	1	MySky ECO, Inc.	Dieter Canje	CEO, Director
0001665160-22-003062	1	Hang Obi, Inc.	Conrad Oberbeck	CEO, President, Secretary, Director, and CFO/Principal Accounting Officer
0001942233-22-000002	1	Security Ride, LLC	/s/ Tony Belgameh	Chief Executive Officer
0001669191-22-001150	1	O2Boost, LLC	Leslie Peters	Principal Executive Officer
0001669191-22-001151	1	KMX Technologies, LLC	Zachary Sadow	Principal Executive Officer
0001669191-22-001149	1	MustWatch LLC	Chelinde Edouard	Principal Executive Officer
0001669191-22-001148	1	ThermaSat, Inc.	Troy Howe	Principal Executive Officer
0001665160-22-003061	1	SpiritHoods, Inc	Chase Hamilton	CEO, President, Treasurer, principal accounting officer, and Director
0001665160-22-003060	1	Verispellis Skis plus Snowboards	Ara Nazarian	President and Director and Cofounder
0001670254-22-001257	1	Hobbydb Corp	Christian Braun	Collector of Collectors & CEO
0001665160-22-003059	1	Outdoor Office, Inc	Anthony Taylor Weber	CEO, CFO, President, Secretary, Chairman of the Board
0001665160-22-003058	1	Ijji, Inc.	Tuan Nguyen	CEO, Co-Founder, Director, and Principal Accounting Officer
0001946015-22-000006	1	Nwar Studios, Inc.	Chandra Davis	CEO
0001946015-22-000005	1	Aloha Puddin LLC	Michelle Heilman	CEO
0001946015-22-000004	1	EYV Hospitality LLC	Mike Godlewski	CEO
0001946015-22-000003	1	J & J House of Skills LLC	Jordan Johnson	CEO
0001946015-22-000002	1	canihaveabite LLC	Kathy Hale	CEO
0001770329-22-000005	1	Zaahh, Inc.	Alexander Corsini	Founder, Director and Chief Executive Officer
0001957477-22-000001	1	Carmelitas Tequileria Inc.	Marcos Heredia	President
0001952539-22-000001	1	Ms Helen's Creole Kitchen LLC	Charon Collier	COO
0001957946-22-000001	1	Rize Up Bakery LLC	Azikiwee Anderson	Founder
0001665160-22-003056	1	Wrightspeed, Inc.	Kevin Landis	CEO and Director
0001670254-22-001254	1	Law Zebras Inc.	Walid Romaya	CEO + Co-Founder
0001665160-22-003055	1	Cern Corp	Gregg A. Klang	CEO, President, CFO
0001829396-22-000003	1	SS Beverages 1, Inc.	Theo Terris	CEO
0001665160-22-003054	1	Smart IOPS, Inc.	Ashutosh K. Das	President, CEO and Director
0001590498-22-000006	1	Slated, Inc.	Ann Nguyen	Chief Executive Officer
0001945032-22-000004	1	Aura Health CA	Seki Steve Lee	Chief Executive Officer
0001957050-22-000003	1	Rustech Brewing Company, LLC	/s/ William Burt	Co-Founder and CEO
0001665160-22-003052	1	KeeperAI, Inc	Vishal Ahluwalia	CEO, Principal Executive Officer and Director
0001746059-22-000429	1	Malcolm X Brothers, Inc.	Benjamin Hill	President
0001665160-22-003050	1	Uprising Food, Inc.	William Donald Schumacher III	CEO, President, Secretary, CFO, and Director
0001665160-22-003049	1	Green Canopy NODE, SPC	Bec Chapin	Co-CEO and Board Director
0001665160-22-003047	1	Pencilish Animation Studios Inc.	Tom Bancroft	CEO, President, Treasurer, Secretary, and Director
0001829396-22-000002	1	SS Beverages 1, Inc.	Theo Terris	CEO
0001940565-22-000007	1	Painted Plate, Inc.	Jennifer Ballen	CEO & Co-Founder
0001944929-22-000003	1	Mayes Clothing Co of New York City, LLC	Brandy Wykes	President
0001670254-22-001252	1	Cognate Language Learning, Inc.	Alejandro Paschalides	CEO & Founder
0001669191-22-001143	1	Straight Teeth Solutions, Inc.	Bruce  Goldblatt	Principal Executive Officer
0001669191-22-001142	1	LiquidVineyards LLC	Luigi Boschin	Principal Executive Officer
0001669191-22-001141	1	iatrixAir, Inc.	Joseph (Marc) McConnaughey	Principal Executive Officer
0001669191-22-001140	1	FanShark, Inc.	John  Lavin	Principal Executive Officer
0001669191-22-001139	1	Demand Derivatives Corp.	Robert Krause	Principal Executive Officer
0001669191-22-001138	1	Arowana Media Holdings, Inc.	Mark  Newbauer	Principal Executive Officer
0001665160-22-003045	1	AvaWatz Company	Rajini Anachi	CEO and President
0001670254-22-001250	1	ZENCASTR, INC.	Josh Nielsen	CEO
0001665160-22-003044	1	Mileberry Inc	Roman Novozhenov	CEO, Director
0001957232-22-000001	1	FTN Network Group Inc.	Kevin Adams	CEO
0001669191-22-001130	1	CMN, INC.	Mark Bradley	Principal Executive Officer
0001669191-22-001131	1	Kazoo LLC	Peter  Goodman	Principal Executive Officer
0001665160-22-003041	1	Project Transcend Inc.	Matthew Phillips	CEO and Director
0001943835-22-000002	1	Revolving Kitchen - Fairview, LLC	Tyler Shin	Manager of Revolving Kitchen - Fairview, LLC
0001670254-22-001249	1	Sirocco Energy Inc.	Anna Pryimak	COO
0001670450-22-000002	1	xCraft Enterprises, Inc.	Jerry Daniel Claridge	Co-founder and CEO
0001670254-22-001245	1	Overplay Games, Inc.	Daniel Projansky	CEO
0001746059-22-000428	1	LaLa Gardens Cooperative LCA PBC	Christina Trout	Founder, Original Steward
0001957520-22-000002	1	Boomerang Health Inc	Frank Gianotti	CEO
0001644600-22-000142	1	Superlink America Inc	Seung Ho Cha	Co-Founder, Chief Executive Officer, and Board Chairman
0001665160-22-003039	1	FuelGems, Inc.	Kirill Gichunts	CEO, principal accounting officer, and Director
0001096906-22-002936	1	Vernafund CF LLC	/s/ Kaylee McMahon	Manager
0001747584-22-000049	1	Kilowatts For A Cause Inc	Scott Ringlein	President
0001665160-22-003036	1	Von Perry, Inc	Treyvon Perry	CEO
0001746059-22-000427	1	Rule G Brewing Company, LLC	Ralph Rapa	Owner and President
0001665160-22-003033	1	Clear Water Distilling Co	Matthew Eau Claire	CEO
0001670254-22-001243	1	CrowdSolve Collective Inc.	Leah Bowes	Co-Founder & COO
0001957050-22-000002	1	Rustech Brewing Company, LLC	/s/ William Burt	Co-Founder and CEO
0001665160-22-003031	1	GoMe.AI, Inc	James Hart	CEO
0001957050-22-000001	1	Rustech Brewing Company, LLC	/s/ William Burt	Co-Founder and CEO
0001746059-22-000426	1	Rule G Brewing Company, LLC	Ralph Rapa	President
0001665160-22-003030	1	Massage Robotics, Inc.	Christian Mackin	CEO, Secretary, Treasurer, principal accounting officer, and Director
0001893227-22-000002	1	Highline Wellness Inc.	Christopher Roth	CEO
0001665160-22-003029	1	Let Us Nudge, Inc.	Rehan Khanzada	CEO, Principal Accounting Officer, and Director
0001665160-22-003026	1	Inbox Beverage, Inc.	Max Fann	CEO, CFO, Chairman
0001670254-22-001241	1	Livsn Designs, Inc.	Andrew Gibbs-Dabney	Founder & CEO
0001669191-22-001127	1	Digital Direct IR, Inc.	Peter Kaufman	Principal Executive Officer
0001665160-22-003023	1	StorEn Technologies Inc.	John Davis	CEO, Treasurer
0001938502-22-000002	1	GATR Coolers, Inc	Bryan McGehee	Director, Chief Executive Officer, Secretary, and Treasurer
0001946145-22-000001	1	NovaXS Biotech Corp	Alina Rui Su	CEO
0001746059-22-000425	1	Way Group Mill Creek, LLC	Ivo Schilbach	Member
0001665160-22-003022	1	MicroSilicon Inc.	Omar Kulbrandstad	CEO & CFO/Principal Accounting Officer
0001669191-22-001125	1	Netwire LLC	Shannon Carmody Keyes	Principal Executive Officer
0001669191-22-001124	1	Cust Corp.	Manuel Teixeira	Principal Executive Officer
0001669191-22-001123	1	ChipBrain, Inc.	Patrick Cahill	Principal Executive Officer
0001670254-22-001239	1	Outsite Inc	Emmanuel Guisset	CEO & Founder
0001746059-22-000424	1	DRAWDOWN BREWING CO, LLC	Elizabeth Nicol	Owner and Founder
0001746059-22-000423	1	Hen LLC	Emily Walker	Owner and Founder
0001746059-22-000422	1	Busy Bee Play Cafe, LLC	Kristina Lai	Owner and CoFounder
0001746059-22-000421	1	DE L'OR CAKERY Co.	Kayisha Thompson	Owner and Founder
0001096906-22-002913	1	Vernafund CF LLC	/s/ Kaylee McMahon	Manager
0001846988-22-000007	1	NPCX, Inc.	Cameron Madani	Chief Executive Officer
0001855423-22-000004	1	VonMercier Inc.	Michael Mercier	Chief Executive Officer
0001955762-22-000001	1	Well Seasoned, Inc.	Dan Treiman	CEO
0001665160-22-003020	1	Mediloq, Inc.	Dan Estoque	CEO, CFO, Treasurer, Secretary, Sole Director
0001665160-22-003019	1	Fisher Wallace Laboratories Inc.	Kelly Roman	CEO, Director
0001807930-22-000001	1	Stone's Throw Hash, LLC	Benjamin James	CEO
0001934555-22-000001	1	IDXP Analytics, Inc	Gustavo Lemos de Almeida	Chief Executive Officer
0001670254-22-001238	1	Heavys Inc.	Jonathan Habshush	CEO
0001665160-22-003018	1	World Tree USA, LLC	Douglas Gaard Willmore	Chief Executive Officer and Director
0001665160-22-003016	1	StartUpWind, Inc	Narendra Patil	Founder, President, CEO and Chairman of the Board
0001670254-22-001236	1	Hot Poppy, LLC	Stuart Landis	Co-Founder
0001670254-22-001234	1	SOZ, LLC	Leonard O Mills	Founder and CEO
0001665160-22-003014	1	Doroni Aerospace, Inc.	Doron Merdinger	CEO, Director, Principal Financial Officer
0001665160-22-003011	1	Brights Build, Inc.	Bakr A Ali	CEO and Director
0001951776-22-000001	1	Simple Labs, Inc./DE	Mike Slone	CEO
0001665160-22-003008	1	blueflite inc.	Frank Noppel	CEO and CFO
0001916053-22-000006	1	Attn: Grace, PBC	Alexandra Fennell	Co-Chief Executive Officer
0001666102-22-000024	1	Tai Chi Yoga, LLC	John C Neubauer	Founder & CEO
0001670254-22-001232	1	abillionveg, inc	Vikas Garg	Founder & CEO
0001670254-22-001228	1	Fathom Technologies Inc.	Ani Mehta	Co-founder and CEO
0001670254-22-001230	1	Gryphon Online Safety, Inc.	John Wu	Co-Founder and CEO
0001670254-22-001227	1	SupChina Inc	Bob Guterma	CEO
0001670254-22-001219	1	thryv technologies incorporated	Christian Rotter	CEO & Founder
0001670254-22-001220	1	HeyBaby, Inc.	Chas McFeely	Co-founder / CMO
0001670254-22-001225	1	Blue Earth Compost, Inc	Samuel King	CFO & Director of Business Development
0001928181-22-000003	1	Krisspi Technologies, Inc.	Derrick Butler	Founder and CEO
0001746059-22-000420	1	5 Mile Brewing Co LLC	Dayne Bartscht	Managing Partner
0001951488-22-000002	1	Bright Ventures LLC	Jasmine Niernberger	Co-Owner
