ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001213900-20-007809	1	Work Hard Play Hard Train Hard, Inc.	/s/ William Zanker	Chief Executive Officer and President
0001807742-20-000002	1	CricClubs Inc	Visweswara R Kottapalli	President
0001807742-20-000003	1	CricClubs Inc	Visweswara R Kottapalli	PRESIDENT
0001807742-20-000001	1	CricClubs Inc	Visweswara R Kottapalli	PRESIDENT
0001670254-20-000215	1	NYCE Companies, Inc.	Philip Michael	Founder, NYCE
0001772684-20-000004	1	All ebt Corp	Elijah Calderon Morin	CEO, Director
0001746059-20-000096	1	Enthrall Capital Investments LLC	Mike Pirtle	Owner and CoFounder
0001746059-20-000095	1	GODDARD MEDICAL SERVICES LLC	Sean Goddard	Owner and Manager
0001665160-20-000276	1	Clear Genius Inc.	Harry R. Kraatz	CEO, Principal Executive Officer and Director
0001669191-20-000146	1	SelenBio, Inc.	Kenny Gallagher	Principal Executive Officer
0001669191-20-000144	1	College Coaching Network Inc.	Claude Harris	Principal Executive Officer
0001806520-20-000001	1	Common Oven LLC	Ian N Herrington	Owner
0001803497-20-000003	1	Wine Collective, LLC	Enrique Pallares	Co-Owner
0001803497-20-000002	1	PointBreezeway LLC	Lauren McMillen	Owner
0001665160-20-000274	1	Atmos Home Inc.	Mark Lyle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000142	1	Neurotez Inc.	Nikolaos Tezapsidis	Principal Executive Officer
0001669191-20-000141	1	Domestic Brands Inc	Lawrence Charles	Principal Executive Officer
0001666102-20-000011	1	CEO SPACE INTERNATIONAL INC.	S. Dohrmann	CEO
0001803581-20-000002	1	Fluux, Inc.	Chadwick Manning	Co-Founder & CEO
0001772684-20-000001	1	All ebt Corp	Eli Calderon Morin	Chief Executive Officer
0001670254-20-000205	1	Genius Juice, LLC	Alex Bayer	CEO/Founder
0001670254-20-000209	1	SunState Laboratories, Inc.	David Shahan	Founder / CEO
0001670254-20-000213	1	Delsure Health Insurance Inc.	Abbas Bayat	Founder, CEO
0001708246-20-000004	1	Jetoptera, Inc.	Denis Dancanet	CEO
0001670254-20-000208	1	SunState Laboratories, Inc.	David Shahan	Founder / CEO
0001725245-20-000001	1	Preemadonna Inc.	/s/Herpreet Walia	CEO, President and Director
0001784191-20-000001	1	Avenify Corp	Justin Potts	Chief Executive Officer
0001317687-20-000002	1	Litescape Technologies Inc	Aleksey Feldman	CEO
0001777274-20-000005	1	Oracle Health, Inc.	/s/ Jaeson Bang	CEO / Founder
0001665160-20-000273	1	SitTight, Inc.	Scott Bahneman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000272	1	CompanionCBD, Inc.	Brad Malin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001805103-20-000002	1	McAndrews Restaurants Inc	Debra Driggers	Co-Owner
0001746059-20-000093	1	Smokey Vale LLC	Paul Howlett	Owner and Founder
0001779318-20-000003	1	Fleeting,Inc.	Pierre Laguerre	Founder & CEO
0001746059-20-000092	1	HOT OVEN COOKIES, LLC	Sheila Coons	Owner and CoFounder
0001806281-20-000002	1	Hilltop Coffee LLC	Dan Gladis	Co-Owner
0001746059-20-000090	1	ALOHA TROPICAL BOWLS LLC	Christopher Tobiens	Owner and Founder
0001799600-20-000003	1	Los Redondos, Inc.	Nicolas Botti Salici	CEO
0001668287-20-000009	1	EV Trail LLC	Curtis Claar	CEO
0001668287-20-000008	1	Plugsby, LLC	Jay Bennett	CEO
0001668287-20-000007	1	Simpkins E-Bikes, Inc.	Kent Simpkins	CEO
0001668287-20-000006	1	Shira Productions, LLC	Davy Hobson	President
0001668287-20-000005	1	Secretdays Co.	Joy Cruz	CEO
0001668287-20-000004	1	Palouse Ag-Drone Services LLC	Bill Benson	CEO
0001213900-20-007323	1	Work Hard Play Hard Train Hard, Inc.	/s/ William Zanker	Chief Executive Officer and President
0001791223-20-000002	1	Renu Robotics Corp	/s/ Tim Matus	Chief Executive Officer/President
0001730486-20-000003	1	Thematic, Inc.	/s/ Marc Schrobilgen	Chief Executive Officer
0001669191-20-000138	1	Impact X Partners , LLC	Nathan Pinto	Principal Executive Officer
0001666102-20-000010	1	Slumber Bump, LLC	Shad Morris	Chief Executive Officer
0001666102-20-000009	1	Connection Publishing, LLC	Ryan Spelts	Director and Owner
0001666102-20-000008	1	Vendaval Corp	Nick Saifan Jr.	President
0001665160-20-000271	1	ARTICHOKE, LLC	Justin Shelby	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001785236-20-000001	1	Texas Karne, LLC	Jason Cho	Member
0001746059-20-000089	1	POPOVER KING LLC	Coco Cabuquit-Love	Owner and Founder
0001669191-20-000132	1	Avail Productivity Systems, Inc., d/b/a SNAPSHYFT	Thor Wood	Principal Executive Officer
0001719575-20-000001	1	Big Data Analytics, Inc	Henry Finkelstein	CEO
0001665160-20-000270	1	WaterRR, Inc	Bruce Kania	Chief Executive Officer, Principal Executive Officer, Director
0001788657-20-000002	1	Flowh, Inc.	Eric Darst	CEO
0001670254-20-000202	1	OODLES CORPORATION	Asheesh Barman	Co-Founder, President, & COO
0001722137-20-000002	1	Upshift Inc.	Ezra Goldman	Chief Executive Officer, President and Director
0001778006-20-000001	1	Weeds Never Sleep LLC	Michael Peterson	Managing member
0001665160-20-000269	1	VLISO Inc.	David Obasiolu	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001213900-20-007152	1	Work Hard Play Hard Train Hard, Inc.	/s/ William Zanker	Chief Executive Officer and President
0001799600-20-000001	1	Los Redondos, Inc.	Nicolas Botti Salici	CEO
0001736388-20-000003	1	R3 Printing, Inc.	/s/Paul Sieradzki	Director, President, CEO, Treasurer
0001746059-20-000087	1	Hey Rooster General Store LLC	Courtney Webb	Owner and Founder
0001665160-20-000267	1	Metai Knights Media Inc	Dele Atanda	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000266	1	vRotors, Inc.	Sunil Malhotra	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000264	1	PlantSnap, Inc.	Eric Ralls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000130	1	Dome Audio Inc.	Benjamin White	Principal Executive Officer
0001746059-20-000086	1	True Wines LLC	Zulema Mejia	Owner and Founder
0001805075-20-000002	1	ScHE Corp	Adrian Scheeren	Co-Owner
0001670254-20-000200	1	Denim.la Inc.	John H DAVIS	CEO
0001665160-20-000262	1	Flower Turbines, Inc.	Mark Daniel Farb	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000127	1	WWF Holdings, Inc.	Lonnie Johnson	Principal Executive Officer
0001805743-20-000002	1	Goodwolf Feeding Company	Joseph Keenan Smith	Founder, CEO
0001793868-20-000002	1	Porky's LLC	NIcholas Weiss	Co-Owner
0001746059-20-000085	1	INFIN8 SKATES ROLLER RINK INC.	Rasheeda Wallace	Owner and Founder
0001665160-20-000260	1	Young God INC.	Brandon Ganske	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001568609-20-000002	1	Cuddle Clones LLC	Jennifer Williams	CEO
0001746059-20-000084	1	Brato Brewhouse & Kitchen LLC	Jonathan Gilman	Co-founder
0001796110-20-000006	1	Rent Yuh Ride LLC	Cherie Williams	Manager/CEO
0001665160-20-000258	1	Penny Luck Shoes, Inc.	Brian Munoz	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000256	1	AIREMOS CORP	Ryan Pirkle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000255	1	StorEn Technologies Inc.	Carlo Brovero	CEO, President, Chief Executive Officer, Treasurer, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000254	1	Rumble Motors, Inc.	Reza Khademi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000253	1	Karaganda, LLC	Max Weissberg	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000251	1	Young God INC.	Brandon Ganske	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001213900-20-006826	1	Steve's Gym LLC	William Zanker	Chief Executive Officer
0001670254-20-000193	1	3DMia, LLC	Taylor Blom	Co-Founder & CRO
0001805525-20-000002	1	KapitalWise, Inc.	Sajil Koroth	Chief Executive Officer
0001745321-20-000002	1	ECXTECH INC.	Ryan Cullins	CEO
0001689683-20-000002	1	Our Life Foods, Inc	Chris Fontenot	CEO/Founder
0001746059-20-000083	1	Tempo, LLC	Javier Solis	Manager
0001749621-20-000002	1	Southeastern Roast & Brewery L.L.C.	Candice Schibli	Sole Member
0001783556-20-000003	1	XFit, Inc.	Cary Grossman	President
0001799343-20-000002	1	Go Buddha LLC	Joshua Ingraham	Owner
0001752964-20-000004	1	Axle AI, Inc.	Samuel W. Bogoch	CEO, Director
0001783556-20-000001	1	XFit, Inc.	Terry Jones	Chief Executive Officer
0001798279-20-000001	1	Mountjoy Enterprises Inc	/s/ Alexander Mountjoy	Chief Executive Officer
0001669191-20-000124	1	AwayZone, Inc.	LaToya Johnson	Principal Executive Officer
0001665160-20-000248	1	R3 Printing, Inc.	Paul Sieradzki	Director; Treasurer; Head of Product; Chief Executive Officer; President of R3 Printing, Inc.
0001780439-20-000011	1	TNHC LLC	Donald Michael Rizzi	Director, Managing Partner
0001665160-20-000246	1	VegasWINNERS Inc.	Wayne Allyn Root	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000244	1	XTI Aircraft Co	Robert LaBelle	CEO, Principal Executive Officer and Director
0001777204-20-000001	1	HelloAva, Inc.	Siqi Mou	Chief Executive Officer and sole Director
0001665160-20-000241	1	HARA Flow Inc.	Brody Shemansky	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000242	1	Tequila Holdings, Inc.	John Chappell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000243	1	Fisher Wallace Laboratories, Inc.	Kelly Roman	CEO, Principal Executive Officer and Director
0001665160-20-000240	1	Prime Lightworks Inc.	Kyle Flanagan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001780439-20-000010	1	Bee Mortgage App, Inc.	Curtis Richard Wood	Owner, Director, CEO
0001669191-20-000122	1	Attorney Et Al. Inc.	MICHAEL GABRIEL	Principal Executive Officer
0001669191-20-000120	1	Acquire Skills and Knowledge Education Inc.	Ruth Nemire	Principal Executive Officer
0001669191-20-000118	1	Puro Trader, Inc	Pierre  Rogers	Principal Executive Officer
0001669191-20-000116	1	Kings Crowd LLC	Christopher Lustrino	Principal Executive Officer
0001665160-20-000239	1	GoSun Inc.	Patrick Sherwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000082	1	4210 Charlotte Partners, LLC	Louisa Green	Owner and Founder
0001665160-20-000237	1	BioCurity Pharmaceuticals Inc.	MerchantCass Advisors, LLC	President, Principal Executive Officer, and COO
0001670254-20-000189	1	Mevo Inc.	Max Haot	Founder & CEO
0001752964-20-000003	1	Axle AI, Inc.	/s/ Samuel W. Bogoch	CEO, Director
0001805081-20-000001	1	A-Plan Coaching, LLC	Michael Counts	Founder and Managing Member
0001665160-20-000233	1	Tuffy Packs, Inc.	Steven Naremore	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000231	1	Trella Technologies LLC	Aja Atwood	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001670254-20-000184	1	SideHustle App Inc	Alex Kabir	CEO
0001752964-20-000001	1	Axle AI, Inc.	/s/ Samuel W. Bogoch	CEO, Director
0001665160-20-000230	1	Clearwater Distilling Co LLC	Matt Eau Claire	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000225	1	Bruno Albouze Inc.	Bruno Albouze	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001749621-20-000001	1	Southeastern Roast & Brewery L.L.C.	Candice Schibli	Sole Member
0001104659-20-032595	1	STARTENGINE CROWDFUNDING, INC.	/s/ Howard Marks	CEO
0001665160-20-000223	1	Rumble Motors, Inc.	Reza Khademi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000222	1	SanMelix Laboratories, Inc	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000081	1	Cooks & Farmers LLC	Michael Arrington	Owner and Founder
0001746059-20-000079	1	SERVE FOOD LLC	Matthew Lillibridge	Manager
0001746059-20-000077	1	STONE HOUSE PRODUCTS LLC	Eric Sheffield	Manager
0001764730-20-000001	1	Sweetberry Holdings LLC	Desi Saran	CEO
0001746059-20-000075	1	INNERGLOW YOGA LLC	Michelle Itzkowitz	Owner and Founder
0001803581-20-000001	1	Fluux, Inc.	Chadwick Manning	Co-Founder & CEO
0001666102-20-000006	1	Lucas & Friend Land Holdings, LLC	Nathan Jenkins	CEO
0001665160-20-000220	1	WinSanTor, Inc.	Stanley Kim	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000074	1	Brato Brewhouse & Kitchen LLC	Jonathan Gilman	Co-founder
0001665160-20-000218	1	Hitch Hotel, Inc.	Geoff Patterson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principle Accounting Officer
0001670254-20-000181	1	Indy Brand Clothing, LLC	Mike Sperry	CEO/Founder
0001783015-20-000002	1	Soar Robotics Inc.	Kerem Ozkan	CEO, Treasurer, Secretary
0001783015-20-000001	1	Compound Projects, LLC	Janine Yorio	Chief Executive Officer
0001665160-20-000215	1	Hitch Hotel, Inc.	Geoff Patterson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principle Accounting Officer
0001669191-20-000113	1	PromoShare, Inc.	Ernesto Pedroza	Principal Executive Officer
0001795289-20-000003	1	Trimpakt, Inc.	Jonathan Restelli	Co Founder, CEO
0001669191-20-000108	1	Avail Productivity Systems, Inc., d/b/a SNAPSHYFT	Thor Wood	Principal Executive Officer
0001806281-20-000001	1	Hilltop Coffee LLC	Dan Gladis	Co-Owner
0001780439-20-000009	1	Slash Beauty Inc.	Francois rene Jean Viargues	Owner and CEO
0001746059-20-000073	1	TB Duvall, LLC	Tayo Bailey-Duvall	Owner and Founder
0001722138-20-000001	1	POLITISCOPE INC.	Israel Lopez	CEO
0001669191-20-000102	1	Thinker-Tinker, Inc	Yuting Su	Principal Executive Officer
0001715237-20-000003	1	Hammering Hebrew LLC	Jonathan Kesselman	Managing Member
0001806194-20-000001	1	Poppet LLC	Andrea Doyle-Calcagno	Co-Owner
0001789922-20-000001	1	Aavrani, Inc.	/s/ Rooshy Roychoudhury	CEO
0001684004-20-000002	1	Black Point Seafood, LLC	Mark Murrell	CEO
0001804661-20-000001	1	ADAMS & VISTA LLC	Regiis Jones	President/CEO
0001665160-20-000213	1	Phormed Inc	McCoy Moretz	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001702371-20-000001	1	Hive Companies, Inc.	Ryan Allis	Chief Executive Officer
0001780439-20-000008	1	CYDigital, Inc.	Joseph Bernard Rizzo	Chief Executive Officer
0001767504-20-000001	1	Brooklyn Heights Farm Residences LLC	Douglas Maxwell	Manager of S3RD LLC, the managing member
0001767504-20-000002	1	Brooklyn Heights Farm Residences LLC	Douglas Maxwell	Manager of S3RD LLC, the managing member
0001665160-20-000211	1	The Fantasy Network Corporation	Ronald B Newcomb	CEO, Principal Executive Officer and Director
0001665160-20-000207	1	Atlis Motor Vehicle Inc.	Mark Hanchett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000209	1	Akibah Health Corporation	Fathi Abdelsalam	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Office
0001665160-20-000212	1	Atlis Motor Vehicles Inc	Mark Hanchett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001701378-20-000001	1	Powell Development Group Inc.	Charles Powell	Charles Powell
0001669191-20-000100	1	Acquire Skills and Knowledge Education Inc.	Ruth Nemire	Principal Executive Officer
0001669191-20-000098	1	Puro Trader, Inc	Pierre  Rogers	Principal Executive Officer
0001665160-20-000205	1	Eclipse Diagnostics Inc	Luka Fajs	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001465818-20-000005	1	Story2 LLC	Carol Barash	Manager & CEO
0001794603-20-000001	1	YEII Inc.	/s/ Erik Alvarez Ortegon	CEO, Director
0001465818-20-000004	1	Story2 LLC	Carol Barash	Manager & CEO
0001670254-20-000176	1	TeenJobFind, Inc.	Janet Shah	CEO
0001746059-20-000072	1	De Carolis Brothers Cyclists LLC	Luca De Carolis	Owner and Founder
0001665160-20-000204	1	Currency Tracking Technologies, LLC	Keith F. Duffy	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001794485-20-000001	1	UCapture LLC	Avery Michaelson	Founder & CEO
0001665160-20-000202	1	PT Motion Works, Inc.	Bryan Pate	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000201	1	Xcraft Enterprises, LLC	JD Claridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000096	1	Kings Crowd LLC	Christopher Lustrino	Principal Executive Officer
0001665160-20-000200	1	One Roq Spirits, LLC	J. Garrett Green	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000199	1	Osiris Media Corp	Randall Bee	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001800037-20-000001	1	SPARKLE INNOVATIONS INC	Hetal Virani	CEO & Director
0001665160-20-000198	1	WebTez Inc.	Peter J. Tezza II	CEO, Principal Executive Officer and Director
0001665160-20-000197	1	Locking Line Barriers Corp	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer
0001665160-20-000196	1	Dapper Boi, inc.	Victoria Pasche	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-000174	1	Calyx Cultivation Tech. Corp.	John C Higgins	President/CEO
0001670254-20-000172	1	SportBLX Thoroughbreds Corp.	Joseph De Perio	Founder and Board Member
0001800525-20-000001	1	Urban Modesty Inc	Sherihan Moustafa	CEO, principal executive officer, principal financial officer, controller, board of directors
0001665160-20-000195	1	Chicas Tacos Holdings, Inc	Chris Blanchard	CEO, Principal Executive Officer
0001746059-20-000070	1	9 MILES EAST SARATOGA LLC	Gordon Sacks	CEO, Manager & Co-Founder
0001746059-20-000069	1	Tipsy Cupcakes RVA LLC	Charmesha Cousins	Owner and CoFounder
0001746059-20-000068	1	TheTeSpa LLC	Alexis Jones	Owner and Founder
0001746059-20-000067	1	G Wagner Restaurants LLC	Wagner Garcia	Owner and CoFounder
0001792640-20-000003	1	Flowerbee Group, Inc	Jonathan Macri by Sean Fuellhart POA	CEO
0001793655-20-000001	1	Flexable LLC	Priya Amin	Co-Owner
0001802740-20-000002	1	Vidorra VOP LLC	Imran Sheikh	Managing Partner
0001665160-20-000190	1	Kebapolis LLC	Grayson M. Laird	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000189	1	Icarus Blockchain Group Inc.	Maya Parbhoe	CEO, Principal Executive Officer and Director
0001736283-20-000002	1	Ample Foods, Inc.	Connor Young	Chief Executive Officer
0001805177-20-000004	1	SH rental Holdings llc	Tony Larson	CEO
0001736283-20-000001	1	Ample Foods, Inc.	Connor Young	Chief Executive Officer
0001805177-20-000003	1	SH rental Holdings llc	Tony Larson	CEO
0001666102-20-000005	1	GLUTE PROS, LLC	Jared Davis	Chief Executive Officer
0001665160-20-000188	1	81-c, Inc.	Dan Abbate	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001790424-20-000003	1	GreenZone Pharms	Daniel Marlow by Sean Fuellhart POA	CEO
0001746059-20-000066	1	Mizen Funeral Home & Cremation Services LLC	Aaron Mizen	Owner and Founder
0001669191-20-000094	1	QuicWit LLC.	Stephon McCoy	Principal Executive Officer
0001670254-20-000168	1	Big Derby Distilling Company, DBA Copperworks Distilling Co.	Jason Parker	Co-Founder/President
0001790674-20-000001	1	Delee Corp	Liza Paola Velarde Calvillo	Chief Executive Officer
0001782185-20-000001	1	Frame Media Inc.	Benjamin Moe	Founder, CEO
0001805103-20-000001	1	McAndrews Restaurants Inc	Debra Driggers	Co-Owner
0001665160-20-000187	1	Open Box Buy Corp	Richard Marino	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000092	1	StemSation International, Inc	Ray C.  Carter, Jr.	Principal Executive Officer
0001783004-20-000003	1	SkyHi Travel, Inc.	Rama Poola	Chief Executive Officer
0001805177-20-000001	1	SH rental Holdings llc	Tony Larson	CEO
0001746059-20-000065	1	Motherboard, Inc.	Albert Harlow	Owner and CEO
0001669191-20-000090	1	College Coaching Network Inc.	Claude Harris	Principal Executive Officer
0001670254-20-000163	1	The Freeman Capital Management Holding, Inc.	Calvin Williams	Chief Executive Officer
0001706429-20-000001	1	WANDERING BARMAN LLC	Roxane Mollicchi	CEO, Manager
0001670254-20-000159	1	Lost Spirits Distillery INC	Bryan Davis	Co-Founder & CEO - Board Director
0001739109-20-000001	1	UBIF Tech Solutions Inc	MICHAEL W. PIERCE	PRESIDENT
0001665160-20-000186	1	SONDORS Electric Car Company	Storm Sondors	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000184	1	Coastal ClimateCase, Inc.	Lisa Lambert	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000181	1	Boku International Inc	Lynn Rolle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001690474-20-000004	1	MOBILE COOKS LLC	Matthew Kaplan	Manager, CEO
0001690474-20-000002	1	Follow-Mee, Inc.	Jose Montero II	Chief Executive Officer
0001780439-20-000007	1	Peeka	Michael Derrick Wong	Owner, Director, Chief Executive Officer
0001765975-20-000003	1	Patio Bar One, LLC	David Brendan Murphy	Manager
0001742131-20-000001	1	Engiven, Inc.	James Lawrence	principal executive officer, principal financial officer, principal accounting officer and director
0001797667-20-000004	1	Degrees Plato LLC	Richard Allen	Co-Owner
0001665160-20-000180	1	Eight Bridges Brewing, Inc.	George Beardsley	CEO, Principal Executive Officer and Director
0001665160-20-000179	1	Divinia Water, Inc.	Steven R Sedlmayr	CEO, Principal Executive Officer and Director and Principal Financial Officer
0001669191-20-000087	1	Kings Crowd LLC	Christopher Lustrino	Principal Executive Officer
0001665160-20-000178	1	Currency Tracking Technologies LLC	Keith F. Duffy	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001795615-20-000002	1	Hemp Real Estate Investments, Inc.	Tariq Khan by Sean Fuellhart POA	CEO
0001213900-20-005020	1	Paul Koenig	/s/ Paul Koenig	Manager and Chief Executive Officer
0001803497-20-000001	1	PointBreezeway LLC	Lauren McMillen	Owner
0001670254-20-000156	1	Keyno, Inc	Robert J Steinman	Founder & CEO
0001793079-20-000001	1	PiQPiQ, Inc.	/s/ Edward Lerner	CEO, Director
0001805075-20-000001	1	ScHE Corp	Adrian Scheeren	Co-Owner
0001669191-20-000084	1	Puro Trader, Inc	Pierre  Rogers	Principal Executive Officer
0001665160-20-000177	1	Mamie's Pies, Inc.	Kara Romanik	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000175	1	Chicas Tacos Holdings, Inc	Chris Blanchard	CEO, Principal Executive Officer
0001669191-20-000080	1	Global Cancer Technology, Inc	John Clark	Principal Executive Officer
0001665160-20-000173	1	WinSanTor	Stanley Kim	CEO
0001803721-20-000002	1	A7FL Inc	Sener Korkusuz	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000172	1	Pacific Integrated Energy, Inc.	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000169	1	STARTENGINE CROWDFUNDING, INC.	/s/ Howard Marks	Chief Executive Officer, Chief Financial Officer, Chief ACcounting Officer and Director
0001665160-20-000167	1	Epilog Imaging Systems, Inc.	Michael Mojaver	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000164	1	Reset IV Inc.	Daniel Rubenstein	CEO, Principal Executive Officer and Director
0001746059-20-000064	1	TRISKELE VENTURES INC.	Charles Morgridge	Owner and Founder
0001746059-20-000063	1	SALEM GNU KITCHEN INC.	Roy Bene	CEO
0001746059-20-000061	1	MONKEY WRENCH BREWING COMPANY, LLC	David Wayne Baxter	CEO & Co-Founder
0001796295-20-000003	1	Nuu Rez Inc	Noelle Randall	CEO
0001746059-20-000060	1	HOT OVEN COOKIES, LLC	Sheila Coons	Owner and Founder
0001669191-20-000078	1	Zelgor Inc	John Fanning Jr	Principal Executive Officer
0001746059-20-000058	1	ROOM & BOARDS LLC	Scott Pepper	Owner and Founder
0001752109-20-000003	1	ROOTS & VINE PRODUCE & CAFE, INC	Ena Jones	President/CEO
0001777274-20-000004	1	Oracle Health Inc.	Jaeson Bang	CEO, Founder
