ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	ISCOISSUER	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001665160-22-001943	0	At the close of the offering, the issuer closed on $16,253.67 and 5,355 number of securities.		HestiaNYC Corp	Corporation		NY	2017-02-10	1673 LEXINGTON AVE.		NEW YORK	NY	10029	BakedCravings.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001941	0			Shark Wheel, Inc.	Corporation		DE	2018-12-21	22600 Lambert Street 704-A		Lake Forest	CA	92630	www.sharkwheel.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001940	0			Keto5, Inc.	Corporation		DE	2017-02-10	300 South Beverly Drive, Suite 108		Beverly Hills	CA	90212	https://www.keto5.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001666102-22-000013	0			Tai Chi Yoga, LLC	Limited Liability Company		UT	2022-03-22	7981 S CYPRESS PINE COVE		SANDY	UT	84070	https://www.taichiyoga.com	Mr. Crowd	N	0001666102	007-00042	284278
0001934754-22-000002	0			Glammeupgirl, LLC	Limited Liability Company		TX	2015-08-01	1002 SOUTH GREENVILLE AVE	SUITE 300	ALLEN	TX	75002	iioaaab.education	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001934754-22-000001	0			Bread is Good LLC	Limited Liability Company		GA	2020-02-01	1286 GRANT ST SE		ATLANTA	GA	30315	http://sedodge.com/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001665160-22-001937	0			Fast Penny Spirits, Inc	Corporation		DE	2022-02-01	1138 W Ewing St, Suite B		Seattle	WA	98119	https://www.fastpennyspirits.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-000702	1		Adding CPA-reviewed financials and increasing the maximum target.	Kountable, Inc.	Corporation		DE	2015-02-26	2021 Fillmore St.	#63	San Francisco	CA	94115	http://www.kountable.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-001934	0			Galexahomes, Inc.															
0001820949-22-000001	0			Real McCoy Tea Co	Corporation		DE	2020-07-30	210 E CHESTNUT STREET		BELLINGHAM	WA	98225	https://kombuchatown.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001670254-22-000700	0			Fourplay Social Inc.	Corporation		DE	2019-01-14	3309 Warrens Way		Wanaque	NJ	07465	http://fourplaysocial.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-22-000698	0			Audio Idea Labs Inc.	Corporation		DE	2021-04-28	15 Clark Street		Saryeville	NJ	08872	http://audea.io	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001821982-22-000007	0		Changing offering deadline and amending target amount.	Grain Dealers Brewery, LLC	Limited Liability Company		NC	2019-05-09	2965 HOBSON ROAD		DUNN	NC	28334	https://www.GrainDealersBrewery.com	Vicinity LLC	N	0001798542	007-00223	307772
0001665160-22-001931	0			ORBIS Brakes, Inc.	Corporation		DE	2021-12-10	3200 DUTTON AVE STE 322		Santa Rosa	CA	95407	orbisbrakes.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001934895-22-000001	0			Zeleno, LLC	Limited Liability Company		DC	2020-03-05	1605 CONNECTICUT AVE NW		WASHINGTON	DC	20009	https://www.zelenodc.com/	SMBX, Inc.	N	0001707214	007-00129	290186
0001665160-22-001929	1		Issuer is extending campaign end date.	Zirconia Inc.	Corporation		DE	2017-05-19	4611 S 134TH PL, STE 240	STE 240	TUKWILA	WA	98168	https://zirconiainc.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000252	1		Issuer is lowering the target offering amount. Issuer is amending the terms of the note agreement. Issuer is adjusting use of funds. Issuer is extending the deadline to invest.	Evoke Inc	Corporation		MA	2019-01-05	23 ALPINE ST		ROXBURY	MA	02119	http://injagaglobal.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-22-001928	1		Issuer is extending campaign end date.	TruSo Inc.	Corporation		DE	2021-02-12	651 N BROAD ST, STE 205 #4700	PLEASE UPDATE THIS VALUE	MIDDLETOWN	DE	19709	https://www.jointruso.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001927	1		Issuer is extending campaign end date.	Puro Trader, Inc	Corporation		DE	2019-05-23	25 SUNDIAL AVE. STE 406	SUITE 406	MANCHESTER	NH	03103	www.yahyn.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001926	1		Issuer is extending campaign end date, updating company securities and previous offering sections, and updating campaign page.	HyperSciences, Inc.	Corporation		DE	2014-10-13	2311 E Main Ave, Suite 200		Spokane	WA	99202	https://www.hypersciences.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001923	0			Sparo.IO Corporation	Corporation		DE	2022-03-11	1102 Shipman lane		Mclean	VA	22101-2137	https://www.sparo.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001934621-22-000001	0			TOOLBOX, LLC	Limited Liability Company		DC	2012-06-21	1605 CONNECTICUT AVE NW		WASHINGTON	DC	20009	https://www.thetoolboxdc.com/	SMBX, Inc.	N	0001707214	007-00129	290186
0001932175-22-000001	0			Proxy Foods LLC	Limited Liability Company		OR	2011-07-22	7423 SE 68TH AVE		PORTLAND	OR	97206	https://www.communitycopacknw.com/	SMBX, Inc.	N	0001707214	007-00129	290186
0001665160-22-001921	0	At the close of the offering, the issuer closed on $83,474.65 and 61,036 number of securities.		Brigade Automation Corporation, Inc	Corporation		DE	2021-09-24	1525 GOLD STREET, #3327	#3327	SAN JOSE	CA	95002	https://baggerbot.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001919	0			Geoji, Inc.	Corporation		TX	2020-12-31	1400 Yager Dr		Austin	TX	77833	https://www.geoji.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001918	0	At the close of the offering, the issuer closed on $495,439.10 and 259,931 number of securities.		Geoship SPC	Corporation		WA	2014-01-24	12394 BITNEY SPRINGS RD		NEVADA CITY	CA	95959	https://geoship.is/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001916	0	At the close of the offering, the issuer closed on $661,870.21 and 32,473 number of securities.		Parallel Flight Technologies, Inc.	Corporation		DE	2018-09-10	450 MCQUAIDE DRIVE		LA SELVA BEACH	CA	95076	https://parallelflight.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-22-000687	0			CliqRex Inc.	Corporation		DE	2022-01-20	1569 Hollywood Ave		Cincinnati	OH	45224	https://cliqrex.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001920756-22-000001	0			Modern Picnic, Inc.	Corporation		DE	2020-12-31	400 PARK AVENUE SOUTH		NEW YORK	NY	10016	https://www.modernpicnic.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001934595-22-000001	0			Arepa Zone LLC	Limited Liability Company		DC	2013-10-13	3160 SPRING STREET, UNIT B		FAIRFAX	VA	22031	https://arepazone.com/	SMBX, Inc.	N	0001707214	007-00129	290186
0001665160-22-001915	0	At the close of the offering, the issuer closed on $88,771.22 and 9,149 number of securities.		Flying Ship Technologies, Corp.	Corporation		DE	2021-05-10	15 E. MARKET ST, SUITE 615		LEESBURG	VA	20175	https://flyingship.co	StartEngine Capital, LLC	N	0001665160	007-00007	
0001742162-22-000003	0		Not a Material Change. Extending the Offering Deadline to August 31, 2022.	Consumer Cooperative Group Inc	Other	Cooperative	OR	2017-01-27	6713 AMESBURY LANE		ROWLETT	TX	75089	https://.ccg.coop	truCrowd, Inc	N	0001667145	007-00015	
0001665160-22-001914	1		Issuer is extending campaign end date.	Evren Technologies, Inc.	Corporation		DE	2018-12-12	404 SW 140TH TERRACE, SUITE 50		GAINESVILLE	FL	32669	https://www.evrenvns.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001913	1		Issuer is extending campaign end date and removing a D&O	Daxbot Inc.	Corporation		DE	2021-07-26	517 N 19th St		Philomath	OR	97370	www.daxbot.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001910	1		Issuer is removing a D&O and extending campaign end date.	Whooshh Innovations Inc.	Corporation		DE	2007-10-22	2001 West Garfield Street, Bldg 156		Seattle	WA	98119	https://www.whooshh.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001908	1		Issuer is extending campaign end date.	Sun50, LLC	Limited Liability Company		MN	2018-07-09	2905 LEXINGTON AVENUE SOUTH SUITE 100	SUITE 100	EAGAN	MN	55121	https://sun50.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001924883-22-000004	1		Offering Page update found on intermediary's portal, change in minimum investment from 1800 to 18 USD.	Israeli Prepaid LLC	Limited Partnership		FL	2022-02-17	902 SW 6TH AVE		GAINESVILLE	FL	32601	israelprepaid.com	Bananafina LLC.	N	0001808307	007-00235	
0001746059-22-000251	0			Storyville Catering Co LLC	Limited Liability Company		TX	2022-06-06	6303 FRISCO SQUARE BLVD APT 130		FRISCO	TX	75034	http://www.ShopStoryville.com	MainVest, Inc.	N	0001746059	007-00162	
0001421744-22-000004	0	The issuer raised approximately $125,626.92 during the offering period. Payments are still being processed; the exact amount has yet to be determined.		Cytonics Corp	Corporation		FL	2006-07-26	658 W INDIANTOWN RD	SUITE 214	JUPITER	FL	33458-7535	https://www.cytonics.com	SI SECURITIES, LLC	N	0001603038	008-69440	000170937
0001665160-22-001907	1		Issuer is increasing minimum investment amount and removing a D&O.	TargaZyme, Inc	Corporation		CA	2005-11-02	2100 Palomar Airport Road, Suite 214-219		Carlsbad	CA	92011	http://targazyme.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000250	0	At the close of the offering, the issuer closed on $54,400. The funds are currently being processed. The actual amount may be lower.		DMDirt, LLC	Limited Liability Company		IA	2018-05-03	206 4TH ST		DES MOINES	IA	50309	http://www.dirtburger.us	MainVest, Inc.	N	0001746059	007-00162	
0001746059-22-000249	0	At the close of the offering, the issuer closed on $84,000. The funds are currently being processed. The actual amount may be lower.		B-side the Tracks Brewing Co.	Corporation		GA	2020-08-05	1379 HILL DR SW		CONYERS	GA	30094	https://www.facebook.com/BSideTracksConyers	MainVest, Inc.	N	0001746059	007-00162	
0001665160-22-001904	1		Issuer is extending campaign end date.	SciTech Development L.L.C.	Limited Liability Company		MI	2000-03-27	P.O. BOX 36927		GROSSE POINTE FARMS	MI	48236	SciTechSDP.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-22-000248	0			SHOKi Beverages Corp															
0001746059-22-000247	0			DORAGON PROVISIONS, INC															
0001746059-22-000246	0			Happy Flower LLC															
0001746059-22-000245	0			8Eleven Hospitality Group, Inc															
0001669191-22-000685	0		the issuer has extended the offering deadline.	Gobekli Inc.	Corporation		DE	2020-01-31	15 Rockingham Road		Mattapan	MA	02126	https://gobekli.io	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-22-000683	0		the issuer has extended the offering deadline.	Gobekli Inc.	Corporation		DE	2020-01-31	15 Rockingham Road		Mattapan	MA	02126	https://gobekli.io	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001670254-22-000696	0			LAWRENCEVILLE PLASMA PHYSICS, INC.	Corporation		NJ	2003-05-19	128 Lincoln Boulevard		Middlesex	NJ	08846	https://lppfusion.com		N			
0001899900-22-000003	0		Extend close date of offering	Cheyenne Legends, Inc.	Corporation		FL	2020-10-09	21932 CANADENSIS CIRCLE		BOCA RATON	FL	33428	https://www.layersandlegends.com	Silicon Prairie Online LLC	N	0001711770	007-00123	289746
0001665160-22-001903	1		Issuer is extending campaign end date.	Retina Technologies, Inc.	Corporation		DE	2019-09-17	50 E 98TH ST #11C-1		NEW YORK	NY	10029	https://www.retina-technologies.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001847831-22-000003	1		Target end date extended	Rule G Brewing Company, LLC	Limited Liability Company		FL	2021-07-19	7402 NW 61ST TER		PARKLAND	FL	33067	rulegbrewingcompany.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001665160-22-001902	1		Issuer is extending campaign end date.	Revolution MD, Inc	Corporation		NV	2018-10-01	5600 CROOKED PINE LANE		KNOXVILLE	TN	37921	http://rev-md.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001836323-22-000005	0			Fanchise League Company, LLC FCF Team 8, LLC	Limited Liability Company		DE	2021-09-21	2629 MANHATTAN AVENUE	292	HERMOSA BEACH	CA	90254	https://www.fcf.io/home	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-22-001900	1		Issuer is extending the campaign end date and removing an officer.	CHELLY, Inc.	Corporation		AZ	2021-12-10	9455 E Raintree #2049		Scottsdale	AZ	85260	https://drinkchelly.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001836307-22-000004	0		This amendment will add exhibits that were inadvertently left off of the initial filing.	Fanchise League Company, LLC - FCF Team 1 LLC	Limited Liability Company		DE	2020-09-29	2629 MANHATTAN AVENUE	292	HERMOSA BEACH	CA	90254	https://www.fcf.io/home	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001840948-22-000004	0		Extension.	Equity Platforms, Inc.	Corporation		DE	2021-01-01	100 SPECTRUM CENTER DRIVE	SUITE 900	IRVINE	CA	92618	equityplatforms.com	Seed At The Table	N	0001808131	007-00230	005548762
0001665160-22-001896	1		Issuer is extending campaign end date.	OOTIFY, INC.	Corporation		DE	2017-06-15	7986 E. HAMPSHIRE RD.		ORANGE	CA	92867	ootify.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001858449-22-000002	0		Issuer is extending the length of their campaign.	Mediloq, Inc.	Corporation		DE	2016-10-12	5546 SPINE RD	UNIT 104	BOULDER	CO	80301	https://www.mediloq.com/	IGNITE SOCIAL IMPACT INC.	N	0001810362	007-00237	310501
0001933083-22-000003	0			Fanchise League Company, LLC FCF Team 6, LLC	Limited Liability Company		DE	2021-09-21	2629 MANHATTAN AVENUE	292	HERMOSA BEACH	CA	90254	https://www.fcf.io/home	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001836320-22-000003	0			Fanchise League Co LLC FCF Team 2, LLC	Corporation		DE	2020-09-29	2629 MANHATTAN AVENUE	292	HERMOSA BEACH	CA	90254	https://www.fcf.io/home	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001933083-22-000002	0			Fanchise League Company, LLC FCF Team 7, LLC	Limited Liability Company		DE	2021-09-21	2629 MANHATTAN AVENUE	292	HERMOSA BEACH	CA	90254	https://www.fcf.io/home	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001836323-22-000004	0			Fanchise League Co LLC FCF Team 4, LLC	Limited Liability Company		DE	2020-09-29	2629 MANHATTAN AVENUE	292	HERMOSA BEACH	CA	90254	https://www.fcf.io/home	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001836323-22-000003	0			Fanchise League Co LLC FCF Team 3, LLC	Limited Liability Company		DE	2020-09-29	2629 MANHATTAN AVENUE	292	HERMOSA BEACH	CA	90254	https://www.fcf.io/home	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001836307-22-000003	0			Fanchise League Company, LLC - FCF Team 1 LLC	Corporation		DE	2020-09-29	2629 MANHATTAN AVENUE	292	HERMOSA BEACH	CA	90254	https://www.fcf.io/home	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001933260-22-000002	0			Fanchise League Company, LLC FCF Team 5, LLC	Limited Liability Company		DE	2021-09-21	2629 MANHATTAN AVENUE	292	HERMOSA BEACH	CA	90254	https://www.fcf.io/home	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001926429-22-000006	1		Target end date extended to 7/5/2022	Kravegan LLC Where Food Is Love	Limited Liability Company		FL	2018-03-30	6001-21 ARGYLE FOREST BLVD		JACKSONVILLE	FL	32244	www.Kravegan.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001665160-22-001895	0	At the close of the offering, the issuer closed on $84,330.78 and 49,633 number of securities.		Brand3d, Inc	Corporation		DE	2022-03-15	9936 STOCKBRIDGE DR		TAMPA	FL	33626	http://brand3d.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001926429-22-000005	1		Target amount changed to $20,000 and target date to 6/30/2022.	Henna Sooq, LLC	Limited Liability Company		MD	2011-02-23	6935 OAKLAND MILLS RD.		COLUMBIA	MD	21045	hennasooq.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001926520-22-000001	0			Fist Assist Devices, LLC	Limited Liability Company		CA	2013-03-22	3060 E. POST ROAD	SUITE 110	LAS VEGAS	NV	89120	www.fistassistdevices.com	RIALTO MARKETS LLC	N	0001670539	008-69756	000283477
0001665160-22-001894	0			Beach Box Safe, Inc.	Corporation		DE	2019-02-13	1300 Memorial Drive Southeast, Unit 18		Atlanta	GA	30317	www.beachbox.co	StartEngine Capital, LLC	N	0001665160	007-00007	
0001931678-22-000007	0		Percentage of beneficial ownership for associated persons was added.	Value Add Growth REIT III LLC	Limited Liability Company		DE	2022-03-16	750 B STREET	SUITE 1930	SAN DIEGO	CA	92101	www.diversyfund.com	PicMii Crowdfunding LLC	N	0001817013	007-00246	310171
0001742162-22-000002	0		Not a Material Change. Extending the Offering Deadline to August 31, 2022.	Consumer Cooperative Group Inc	Other	Cooperative	OR	2017-01-27	6713 AMESBURY LANE		ROWLETT	TX	75089	https://ccg.coop	truCrowd, Inc	N	0001667145	007-00015	
0001670254-22-000695	1		Extending closing date and updating campaign page	HLD Film, Inc.	Corporation		DE	2021-08-27	910 Sheridan Avenue	Apt. 6G	Bronx	NY	10451	http://facebook.com/suchafunnylife	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-001889	0			Exovolar Industries Corp.	Corporation		DE	2019-08-27	600 PALISADE AVE.	SUITE 213	UNION CITY	NJ	07087	https://exovolar.com/		N			
0001665160-22-001892	0			Real McCoy Tea Company	Corporation		DE	2020-07-31	210 E Chestnut Street		Bellingham	WA	98225	www.kombuchatown.com		N			
0001722137-22-000005	0			Upshift Inc.	Corporation		DE	2012-10-03	981 MISSION ST		SAN FRANCISCO	CA	94103	https://upshiftcars.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001908756-22-000003	0		This non-material amendment is filed to remove the named Escrow Agent.	HOLD THE MAGIC, INC.	Corporation		DE	2017-08-07	3308 BERTA LANE		LAFAYETTE	CA	94549	https://holdthemagic.com/	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-22-001888	1		Issuer is extending campaign end date.	Cubios, Inc.	Corporation		DE	2017-04-11	5602 MARQUESAS CIRCLE #207		SARASOTA	FL	34233	www.wowcube.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001821201-22-000001	0			Bloomi, Inc.	Corporation		DE	2018-06-11	7970 SURREY LANE		OAKLAND	CA	94605	https://thebloomi.com/		N			
0001665160-22-001886	0			Greener Process Systems Inc.	Corporation		DE	2021-05-27	980 North Federal Highway, Suite 110		Boca Raton	FL	33432	https://www.greenerprocess.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001884	1		Issuer is extending campaign end date and updating campaign page and video	Greenberry's Coffee Roasters, Inc.	Corporation		DE	2021-02-05	1610 Quail Run		Charlottesville	VA	22911	https://greenberrys.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001881	0			Mia Becar Holdings, Inc	Corporation		DE	2022-06-10	8500 Melrose Ave Suite 203		West Hollywood	CA	90069	https://miabecar.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001879	1		Issuer is extending campaign end date.	Magnuss Corp.	Corporation		NY	2013-01-11	580 RIVERSIDE AVE., #104	SUITE #104	WESTPORT	CT	06880	www.magnuss.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001878	1		Issuer is extending campaign end date.	Virtualities, Inc.	Corporation		DE	2018-01-08	VIRTUALITIES,INC.KILN26SRIOGRANDEST#2072	ST # 2072	SALT LAKE CITY	UT	84101	https://www.valvr.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-000693	0			Gabar Products LLC	Limited Liability Company		DE	2020-03-26	211 East 13th Street, Apt P1E	Apt P1E	New York	NY	10003	http://gabarmyanmar.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-001877	1		Issuer is extending campaign end date.	Kari Gran Inc.	Corporation		DE	2018-09-27	1735 WESTLAKE AVE. N. SUITE 110	SUITE 110	SEATTLE	WA	98109	karigran.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-000691	0			Benjamin Capital Partners, Inc	Corporation		DE	2021-12-20	12 east 49th street		New York	NY	10017	http://www.benjaminone.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-001875	0			Mexigin, Inc.	Corporation		DE	2019-08-29	14 Manor Dr		Red Bank	NJ	07701	https://mexiginco.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-22-001872	0			AtomBeam Technologies Inc.	Corporation		DE	2017-08-17	1036 Country Club Dr, Suite 200		Moraga	CA	94556	https://atombeamtech.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-22-000681	0			Solib Solutions LLC	Limited Liability Company		NC	2022-01-06	232 High House Rd		Cary	NC	27513	https://www.solibsolutions.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-22-001868	1		Issuer is extending campaign end date and updating campaign video	Bemo Corporation	Corporation		FL	2021-08-16	1332 North N Street		Lake Worth	FL	33460	http://bemoband.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001670254-22-000689	0			First Fright, LLC	Limited Liability Company		IL	2022-04-07	1348 Sunrise Lane		Gurnee	IL	60031	http://jakejarvi.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-22-001864	1		Issuer is extending campaign end date.	Oscilla Power, Inc.	Corporation		DE	2009-08-06	4240 GILMAN PL W STE C		SEATTLE	WA	98199	https://www.oscillapower.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001848794-22-000002	0			Work4Workers, Inc.	Corporation		DE	2020-03-30	8113 Amelia Cove		Austin	TX	78750	www.work4workers.com		N			
0001665160-22-001862	1		Issuer is extending campaign end date.	Steiner's Coffee Cake Of New York, Inc	Corporation		DE	2021-10-19	65 SEA CLIFF AVE SUITE 1A	1A	GLEN COVE	NY	11542	https://steinerscoffeecakeofnewyork.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001930985-22-000001	0			Twenty Acres & A Tractor LLC	Limited Liability Company		CA	2020-06-11	228 TIGER TAIL RD		OLYMPIC VALLEY	CA	96146	fieldnumberfifteen.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
