ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	ISCOISSUER	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001670254-21-001089	0			Parlay, Inc.	Corporation		CA	2020-02-03	40764 Winchester Rd. #590		Temecula	CA	92591	http://www.parlay.cafe	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001670254-21-001093	1		Lowered fundraise target from $50,000 to $20,000	Relevant Entertainment LLC	Limited Liability Company		TX	2020-02-20	14009 Spring Way Dr		Haslet	TX	76052	http://www.relevantentertainment.net	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001670254-21-001092	0			I Got It Holdings Corp.	Corporation		DE	2020-10-20	400 Crossing Blvd, 8th Floor		Bridgewater	NJ	08807	https://www.igotitapp.com/		N			
0001665160-21-001735	0			SMART TIRE RECYCLING, INC.	Corporation		PA	2016-08-12	2315 Eldridge Street		Pittsburgh	PA	15217	https://www.smarttirerecycling.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001733	0			Deuce Drone, Inc.	Corporation		DE	2019-10-14	358 St. Louis Street		Mobile	AL	36602	https://www.deucedrone.com		N			
0001669191-21-000980	0			Revohloo, Inc.	Corporation		NV	2017-03-07	2971 Juniper Hills Blvd	Unit 103	Las Vegas	NV	89142	https://revohloo.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-21-001728	0			6D BYTES INC.	Corporation		DE	2015-11-16	440 N Wolfe RD M/S 215		Sunnyvale	CA	94085	https://www.blendid.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000481	0			Caribe Soul LLC	Limited Liability Company		CT	2015-12-04	93 FOXON BLVD		EAST HAVEN	CT	06513	https://www.caribesoul.com/	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-001726	0	Final dollar amount sold $625,390.00 under a SAFE instrument		GenesisAI Corp	Corporation		DE	2018-07-03	201 SE, 2ND AVENUE		MIAMI	CA	33131-2264	http://www.genesisai.io	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001665160-21-001725	0		Issuer made changes to their campaign page	Greenberry's Coffee Roasters, Inc.	Corporation		DE	2021-02-05	1610 Quail Run		Charlottesville	VA	22911	https://greenberrys.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001805743-21-000004	0		Filing amendment to include a recent webinar transcription as Exhibit G.	Goodwolf Feeding Co	Corporation		OR	2016-10-11	7715 NE 33RD DRIVE SUITE D		PORTLAND	OR	97211	www.drinkgoodwolf.com	MICROVENTURE MARKETPLACE INC.	N	0001478147	008-68458	000152513
0001683168-21-004587	0			Zenloc LLC	Limited Liability Company		AZ	2014-03-27	1154 S 81ST WAY		MESA	AZ	85208	https://www.zenloc.com	crowdsourcefunded.com	N	0001667727	007-00027	283378
0001669191-21-000977	0		corrected a clerical error with regards to class a common shares.	FirstRoot, Inc.	Corporation		DE	2020-01-07	1111 West El Camino Real #133 #310		Sunnyvale	CA	94087	https://www.firstroot.co	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-000975	0		the issuer lowered the maximum amount of the offered by removing the reg d offering.	Berylline Corporation	Corporation		MI	2011-04-11	419 Golf View Lane	OU Inc	Rochester	MI	48309	www.beryllineusa.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-000973	0		the issuer extended the offering date.	HighSchoolResponder LLC	Limited Liability Company		PA	2020-09-02	11 Katie Lane		Lancaster	PA	17602	http://HighSchoolResponder.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001746059-21-000480	0			MH Cinemas, LLC	Limited Liability Company		CT	2021-07-20	2389 MAIN ST STE 100		GLASTONBURY	CT	06033	http://www.martinhenrycinemas.com	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-001723	0	At the close of the offering, the issuer closed on $213,789 and 229481 number of securities.		Remuv Technologies, Inc.	Corporation		DE	2014-01-16	7408 MEADOW VIEW		PARKER	CO	80134	https://remuv.net/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-21-000971	0		the issuer extended the offering date.	Talla Inc.	Corporation		DE	2015-08-26	4 Liberty Square	Floor 4	Boston	MA	02109	talla.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-21-001722	0	Issuer closed on 1,225,630 shares and raised $1,873,853.41.		6d bytes inc.	Corporation		DE	2015-11-16	440 N WOLFE RD M/S 215	M/S 215	SUNNYVALE	CA	94085	https://www.blendid.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001721	0	At the close of the offering, the issuer closed on $507,773.00 and 307,473 securities.		Mycocycle, Inc.	Corporation		IL	2020-06-17	785 HARTFORD LANE		BOLINGBROOK	IL	60440	www.mycocycle.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001719	0			Aphelion Aerospace, Inc.	Corporation		CO	2021-04-12	5815 W 6th Ave Unit 2D		Lakewood	CO	80214	http://www.aphelionaerospace.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001716	0			Dude Apparel Inc.	Corporation		DE	2017-08-07	740 Front Street		Hempstead	NY	11550	https://duderobe.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001779569-21-000002	0			Aapoon, Inc	Corporation		TX	2018-02-15	3050 POST OAK BLVD	SUITE 1350	HOUSTON	TX	77056	aapoon.com/		N			
0001665160-21-001713	0			Vxtra Health Plan, Inc.	Corporation		DE	2021-07-27	2700 Cumberland Parkway, Suite 140		Atlanta	GA	30339	https://vxtrahealth.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001711	0			Peerless Public Safety Solutions Incorporated	Corporation		VA	2019-10-19	14321 Winter Breeze Drive Ste 87		Midlothian	VA	23113	https://peerlessps.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001669191-21-000969	0		the issuer extended the offering date.	Mangled Mascots LLC	Limited Liability Company		TN	2019-10-29	331 River Dr		Mount Juliet	TN	37122	www.mangledmascots.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001091818-21-000133	0		Company filed a FORM 15D to terminate the 1933 Act Registration Statement	Reliant Service Inc	Corporation		NV	2015-03-20	15826 111TH AVE		EDMONTON, ALBERTA CANADA	CA	T5M-2R8	www.homelandtransport.co	truCrowd	N	0001667145	007-00015	283063
0001669191-21-000966	0			Scenebot, Inc.	Corporation		CA	2016-01-06	2660 TOWNSGATE RD	STE 250	WESTLAKE VILLAGE	CA	91361	www.Scenebotstage.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001665160-21-001709	0	The issuer closed its 2020 offering with $106,500 raised and 773,017 membership units sold		Deuce Drone LLC	Limited Liability Company		DE	2019-10-14	745 ATLANTIC AVE.		BOSTON	MA	02111	deucedrone.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001881328-21-000001	0			Pretzel Haus LLC	Limited Liability Company		FL	2021-04-28	2655 EAST LAKE RD		PALM HARBOR	FL	33856	www.grillitbrands.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001665160-21-001707	0	At the close of the offering, the issuer closed on $67218.75 and 19180 number of securities.		Earthwise Sorbents, Inc.	Corporation		DE	2017-08-28	305 AIRPORT ROAD, SUITE 6	SUITE F	OCEANSIDE	CA	92024	https://earthwisesorbents.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001706	1		Issuer will be extending their campaign for 90 days	Zenus, Inc.	Corporation		DE	2015-10-19	411 WEST MONROE STREET		AUSTIN	TX	78704	https://zenu.ai/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001644600-21-000103	0	Total Amount Raised: $1,794,067.80 Total shares sold: 125,635 Total Bonus Shares issued: 24,360		Legion M Entertainment, Inc.	Corporation		DE	2016-03-04	1801 CENTURY PARK EAST 24TH FLOOR		LOS ANGELES	CA	90067	http://www.legionm.com	Wefunder Portal LLC	N	0001670254	007-00033	283503
0001873727-21-000001	0			Stream Dx Inc	Corporation		UT	2014-10-09	429 W LAWNDALE DRIVE		SOUTH SALT LAKE	UT	84115	www.streamdx.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001669191-21-000963	0		the issuer extended the offering date.	HOPP Technologies, Inc.	Corporation		CA	2019-05-23	2112 Mountain Ave		Santa Barbara	CA	93101	www.hoppcarpool.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-000961	0		the issuer extended the offering date.	YEP, Inc.	Corporation		WY	2020-10-29	4901 W 136th St.	Suite #17	Leawood	KS	66224	www.yeptribe.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001669191-21-000959	0		the issuer extended the offering date.	Adaptive Holdings, LLC	Limited Liability Company		FL	2021-02-25	4581 Weston Road	Suite 191	Weston	FL	33331	http://www.proteinquick.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001752964-21-000002	0	The Offering closed successfully on 9/28/2021 having received investment commitments of $380,295.01, although a final accounting has not taken place.		Axle AI, Inc.	Corporation		DE	2018-07-12	38 FENWAY		BOSTON	MA	02215	http://www.axle.ai	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-21-000479	1		Issuer is amending the Target Investment Amount. Issuer is also amending the revenue share percentage and use of funds accordingly. Lastly, Issue is amending the deadline to make an investment	Tradesman Brewing Co. INC	Corporation		SC	2013-07-30	1639 TATUM ST		CHARLESTON	SC	29412	https://www.tradesmanbrewing.com/	MainVest, Inc.	N	0001746059	007-00162	
0001746059-21-000478	1		Issuer is amending the target investment amount. Issuer is also amending the revenue share percentage and use of funds accordingly. Lastly, Issuer is extending the deadline to make an investment.	Biscuit & Counter, LLC	Limited Liability Company		CA	2020-07-29	4201 AMBER LN		PALM SPRINGS	CA	92262	http://www.biscuitandcounter.com	MainVest, Inc.	N	0001746059	007-00162	
0001885068-21-000001	0			VTasteCakes LLC	Limited Liability Company		GA	2021-01-21	1927 LAKESIDE PKWY		TUCKER	GA	30084	https://www.vtastecakes.com/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001885073-21-000001	0			Pacific Northwest Rural Broadband Alliance, Ltd.	Corporation		DE	2020-05-20	1538 DEFOE STREET		MISSOULA	MT	59802	https://nwbroadbandalliance.org/	MiTec, PBC	N	0001690300	007-00133	292759
0001746059-21-000477	0	At the close of the offering, the issuer closed on $50,300. The funds are currently being processed. The actual amount may be lower.		Philly's on the Hill, LLC	Limited Liability Company		GA	2021-06-22	680 CANYON OAK LOOP		RICHMOND HILL	GA	31324	https://www.facebook.com/PhillysOnTheHill	MainVest, Inc.	N	0001746059	007-00162	
0001746059-21-000475	0	At the close of the offering, the issuer closed on $24,600. The funds are currently being processed. The actual amount may be lower.		BrokenSpanish, LLC	Limited Liability Company		IL	2020-02-27	525 N ADA ST APT 20		CHICAGO	IL	60642	http://www.bocadillomarket.com/	MainVest, Inc.	N	0001746059	007-00162	
0001858421-21-000005	1		This Amendment is filed to (i) extend the Offering Deadline to February 26, 2022; (ii) increase the maximum offering and maximum purchase amounts; and (iii) update the Capitalization and Previous Offerings sections.	Iris Social Stock App INC.	Corporation		DE	2020-09-08	1427 7TH STREET	206	SANTA MONICA	CA	90401	https://www.iris.finance	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-21-000476	0	At the close of the offering, the issuer closed on $57,100. The funds are currently being processed. The actual amount may be lower.		Mama's Best Bakery, LLC	Limited Liability Company		ID	2021-03-31	259 PHEASANT RD W UNIT 25		TWIN FALLS	ID	83301	https://www.mamasbestbakerytwinfalls.com/	MainVest, Inc.	N	0001746059	007-00162	
0001670254-21-001087	0			Mercury Technologies, Inc.	Corporation		DE	2017-08-18	660 Mission Street	Floor 4	San Francisco	CA	94105	http://mercury.com	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-21-001705	0	At the close of the offering, the issuer closed on $1,620,080.40 and 1,472,613 number of securities.		Honeybee Burger, Inc.	Corporation		DE	2021-02-05	11150 SANTA MONICA BLVD, STE 600	STE 600	LOS ANGELES	CA	90025	www.honeybeeburger.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001091818-21-000126	0			QUEST OIL CORP	Corporation		WY	2021-04-22	19 Baldwin Path		Deer Park	NY	11729	www.questoil.net	truCrowd, Inc	N	0001667145	007-00015	283063
0001746059-21-000474	0			Game Over Bar & Arcade															
0001665160-21-001704	1		Issuer updated information regarding a concurrent offering.	Streamlytics, Inc.	Corporation		DE	2018-10-11	777 BRICKELL AVENUE, SUITE 500	SUITE 500	MIAMI	FL	33131	https://www.streamlytics.co/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000473	1		Issuer is Amending target raise amount. Issuer is also amending the revenue share percentages accordingly. Issuer is amending the use of funds. Lastly, Issuer is amending the deadline to make an investment.	Mantis Management Group, LLC	Limited Liability Company		MA	2018-11-06	3 VERMONT AVE		SAUGUS	MA	01906	https://instagram.com/eastcoasterdam	MainVest, Inc.	N	0001746059	007-00162	
0001746059-21-000472	0			Casa W Distillery, LLC															
0001670254-21-001085	0			MotivateU, Inc	Corporation		DE	2020-08-17	651 N Broad St	Suite 205 #3355	Middletown	DE	19709	http://www.motivateu.net	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001746059-21-000471	0			Pura Vida Coffee Co LLC															
0001833112-21-000006	1		Filing amendment to update the Company's financials within the company summary and to extend the Offering Deadline from September 27, 2021 to January 3, 2022.	MicroSalt Inc.	Corporation		FL	2020-09-10	515 N Flager Drive, Suite P-300		West Palm Beach	FL	33401	https://www.microsaltinc.com/	MicroVenture Marketplace Inc.	N	0001478147	008-68458	152513
0001665160-21-001702	0			iNitrile, Inc.	Corporation		TX	2020-07-20	6115 Skyline Dr. Suite C		Houston	TX	77057	https://www.initrile.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0000897069-21-000509	1		Extension of deadline to reach target offering amount. Update to issuer's offering page on Intermediary Portal. Update to issuer's cash position and runway. Addition of new convertible note issuance.	Amplio.ai, Inc.	Corporation		DE	2018-04-25	43877 PARAMOUNT PL.		CHANTILLY	VA	20152	www.amplio.ai	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-21-000470	0			Blue Marlin Bistro LLC															
0001884060-21-000005	1		Offering Statement updated.	Secretos LLC	Limited Liability Company		PA	2020-10-06	604 E WARRINGTON AVE	APT 2	PITTSBURGH	PA	15210	https://www.secretospgh.com/	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001837613-21-000006	0	The Offering closed successfully on 9/25/2021, having received investment commitments of $126,233.00, although a final accounting has not taken place.		PlayChannel Inc.	Corporation		DE	2019-01-28	5 BREWSTER ST., #508		GLEN COVE	NY	11542	www.playtowingames.net	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001665160-21-001701	0	At the close of the offering, the issuer closed on $95,507.68 and 29,534 shares of Common Stock.		Innovative Eyewear Inc	Corporation		FL	2019-08-15	8101 BISCAYNE BOULEVARD, SUITE 705	STE 216	MIAMI	FL	33138	lucyd.co	StartEngine Capital, LLC	N	0001665160	007-00007	
0001517990-21-000004	0			Maxwell Resources, Inc.	Corporation		NV	2019-07-11	Lv35 Gas Company Tower	555 W5th Street,	Los Angeles	CA	90017	https://blaqclouds.com	truCrowd, Inc	N	0001667145	007-00015	283063
0001884060-21-000004	1		Updated to Offering Statement	CBC Southlake LLC	Limited Liability Company		TX	2021-07-19	1512 E SOUTHLAKE BLVD #10		SOUTHLAKE	TX	76092	www.cowtownbrewco.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001884060-21-000003	1		Updated to Offering Statement	CBC Southlake LLC	Limited Liability Company		TX	2021-07-19	1512 E SOUTHLAKE BLVD #10		SOUTHLAKE	TX	76092	www.cowtownbrewco.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001837613-21-000005	0	The Offering closed successfully on 9/25/2021, having received investment commitments of $2,590,761.25, although a final accounting has not taken place.		AI4Sec, Inc	Corporation		DE	2019-05-22	907 RANCH ROAD 620 SOUTH	SUITE 302	LAKEWAY	TX	78734	www.cybolt.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001746059-21-000469	0			Milkmen Holdings LLC	Limited Liability Company		MA	2021-03-11	813 PARKER ST		BOSTON	MA	02120	https://milkmencannabis.com/	MainVest, Inc.	N	0001746059	007-00162	
0001827389-21-000005	0	The Offering closed successfully on April 2, 2021, having received investment commitments of $273,800. The previous filed Form C-U incorrectly stated the year 2020 instead of 2021.		NODE40 Inc.	Corporation		DE	2020-10-05	431 DELAWARE AVE.		ALBANY	NY	12209	https://www.node40.com/	NEXTSEED SECURITIES, LLC	N	0001723503	008-70055	000291387
0001827389-21-000004	0			NODE40 Inc.															
0001497130-21-000006	0			Nano Mobile Healthcare, Inc.	Corporation		NV	2015-01-09	ONE BOSTON PLACE,	SUITE 2600	BOSTON	MA	62108	www.vnthotc.com	truCrowd, Inc	N	0001667145	007-00015	283063
0001884060-21-000002	1		Update to target end date.	CBC Southlake LLC	Limited Liability Company		TX	2021-07-19	1512 E SOUTHLAKE BLVD #10		SOUTHLAKE	TX	76092	www.cowtownbrewco.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001746059-21-000468	1		Issuer is extending deadline to invest.	Filthy Filly's Enterprises	Limited Partnership		CA	2019-01-03	338 W TEFFT ST STE A		NIPOMO	CA	93444	www.filthyfillys.com	MainVest, Inc.	N	0001746059	007-00162	
0001017386-21-000429	0			PEGASUS TEL, INC.	Corporation		DE	2002-02-19	Bloemendaalseweg, 69		Bloemendaalseweg, Netherlands	P7	2061	pegasus-tel.com	truCrowd	N	0001667145	007-00015	283063
0001665160-21-001700	0		Updating dba status on company associated with a director & officer	Lolaark Vision Inc.	Corporation		DE	2021-07-02	1037 CHESHIRE LN		HOUSTON	TX	77018	https://lolaarkvision.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000467	0	At the close of the offering, the issuer closed on $22,400. The funds are currently being processed. The actual amount may be lower.		Blue Earth Pizza Co LLC	Limited Liability Company		SC	2021-06-30	2123 GREENE ST		COLUMBIA	SC	29205	https://www.instagram.com/bluepizzasc/	MainVest, Inc.	N	0001746059	007-00162	
0001665160-21-001699	0	The amount of securities sold at the close of the offering of $91,925.00 in Convertible Promissory Notes.		Hundy, Inc.	Corporation		DE	2016-08-26	45 SW 9TH STREET, SUITE 2810	FLOOR 7	MIAMI	FL	33130	https://www.hundy.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001866215-21-000003	1		This Amendment is filed to (i) extend the Offering Deadline to April 15, 2022; and (ii) update the Capitalization, Debt and Previous Offerings sections.	Prep to Your Door LLC	Limited Liability Company		TX	2018-02-02	507 CALLES STREET	100	AUSTIN	TX	78702	https://www.preptoyourdoor.com	OpenDeal Portal LLC	N	0001751525	007-00167	283874
0001874824-21-000003	0			Steel House Cycle LLC	Limited Liability Company		PA	2021-09-08	20 WEDGEWOOD LN		PITTSBURGH	PA	15215	steelhousecycle.com	Honeycomb Portal LLC	N	0001705726	007-00119	289015
0001736664-21-000025	0		Extending offering deadline	Locking Line Barriers Corp	Corporation		CO	2015-10-10	4155 E. JEWELL AVE.	SUITE 610	DENVER	CO	80222	www.WaterBlocks.net	truCrowd, Inc	N	0001667145	007-00015	283063
0001856715-21-000004	1		Filing amendment to add a webinar transcript, attached hereto as Exhibit H and disclose that related parties of the Company have made investments during the offering that at the time of investment represented more than 10% of the total amount raised.	Rojo's Famous Inc.	Corporation		WA	2017-05-03	19901 1st Ave. S.	Suite 406	Seattle	WA	98148	www.rojosfamous.com	MicroVenture Marketplace Inc.	N	0001478147	008-68458	152513
0001665160-21-001697	0			La Fayette Franchise, Inc.	Corporation		DE	2020-05-26	2332 Galiano Street, 2nd floor		Coral Gables	FL	33134	http://www.lesmoulinslafayetteusa.com/		N			
0001670254-21-001082	0			YEPP ENTERPRISES INC	Corporation		DE	2020-03-20	3500 South DuPont Highway		Dover	DE	19901	http://www.yepp.co	Wefunder Portal LLC	Y	0001670254	007-00033	283503
0001665160-21-001694	0			ORBAI Technologies, Inc.	Corporation		DE	2018-03-26	3120 Scott Blvd		Santa Clara	CA	95054	https://www.orbai.com	StartEngine Capital, LLC	N	0001665160	007-00007	
0001665160-21-001693	0		Issuer added a new board member.	Innovative Eyewear, Inc.	Corporation		FL	2019-08-15	8101 Biscayne Boulevard, Suite 705		Miami	FL	33138	lucyd.co	StartEngine Capital, LLC	N	0001665160	007-00007	
0001746059-21-000466	0			D Pizza Joint, LLC	Limited Liability Company		FL	2021-05-20	2488 BELLEVILLE CT		CAPE CORAL	FL	33991	facebook.com/Detroit-Pizza-Joint	MainVest, Inc.	N	0001746059	007-00162	
0001884217-21-000001	0			602 Hannah St LLC	Limited Liability Company		PA	2021-06-09	518 OGDEN AVE		CLEARFIELD	PA	16830	Back40Funding.com	Common Owner CF LLC	N	0001807734	007-00229	309293
0001669191-21-000957	0		the issuer extended the offering deadline.	DeoBioSciences, Inc.	Corporation		DE	2000-02-03	4045 Five Forks Trickum Rd.	B8-243	Lilburn	GA	30047	www.deobiosciences.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001746059-21-000465	0			Taest, LLC	Limited Liability Company		NY	2016-03-08	105 CLINTON ST		NEW YORK	NY	10002	thaibirdnyc.co	MainVest, Inc.	N	0001746059	007-00162	
0001669191-21-000955	0		the issuer extended the offering date.	Canine Life Sciences Inc	Corporation		CO	2019-12-23	2145 S Clermont St	Suite 3	Denver	CO	80222	www.caninebiologics.com	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001746059-21-000464	0			Bar at 66 Greenpoint LLC	Limited Liability Company		NY	2021-09-07	2 BLUE SLIP APT 27J		BROOKLYN	NY	11222	http://www.66greenpoint.com	MainVest, Inc.	N	0001746059	007-00162	
0001834402-21-000007	0		Extending offering deadline	AphriHelios Global LLC	Limited Liability Company		WY	2020-07-06	6701 DEMOCRACY BLVD SUITE 300		BETHESDA	MD	20817	aphrihelios.com	truCrowd, Inc	N	0001667145	007-00015	283063
0001669191-21-000953	0			Transparent Path spc	Corporation		WA	2018-07-27	1700 Westlake Avenue North	Suite 200	Seattle	WA	98109	https://xparent.io	NetCapital Funding Portal Inc.	N	0001669191	007-00035	283596
0001017386-21-000417	0			Reliant Service Inc	Corporation		NV	2015-03-20	15826 111th Ave		Edmonton, Alberta Canada	CA	T5M-2R8	www.homelandtransport.co	truCrowd	N	0001667145	007-00015	283063
0001665160-21-001691	0			Rap Plug Inc.	Corporation		DE	2018-08-05	1103 Silvergate Lane		Mableton	GA	30126	https://rappluglive.com/	StartEngine Capital, LLC	N	0001665160	007-00007	
0001017386-21-000420	0			China Solar & Clean Energy Solutions, Inc.	Corporation		NV	1983-03-21	2 Valley View Drive		Avon	NY	14414	www.csol.pro	truCrowd	N	0001667145	007-00015	283063
